"","Sample","Patient_ID","Microbiota","DNA_concentration","Experiment","Plate","Well_nextera","Adapter_plate","AdapterN","AdapterS","Tissue","Mouse","Sex","Survived","DEAD_DOL","Collection","Date.of.Extraction","Antibiotic","DOL","Antibiotic_day","Abx_relative","Abx_relativeinfxn","Infection","DPI","Adult","Notes","Total_Preprocessed_Reads","Total_Postprocessed_Reads","retainedreads","Resequence_DNA_concentration","Reseq_total_preprocessed_reads","Reseq_total_postprocessed_reads","Reseq_retainedreads","original_preprocessed_reads","original_postprocessed_reads","Resequence_Nextera","Resequence_nextera_plate","AdapterN2","AdapterS3"
"935","GF5_C4_COLON_190628","40.01 (11/14/09)","B","5.032","GF5","GF5","D6","9","N717","S530","colon","C_1_4","F","yes",NA,"49","","probenecid","13","3","afterpro","afterpro",NA,NA,"no","",2435100,505814,"20.77179582","",NA,NA,NA,NA,NA,"",NA,"",""
"936","GF5_C5_COLON_190628","40.01 (11/14/09)","B","0.44","GF5","GF5","D7","9","N702","S531","colon","C_1_5","F","yes",NA,"49","","probenecid","13","3","afterpro","afterpro",NA,NA,"no","",1946486,176443,"9.064694018","",NA,NA,NA,NA,NA,"",NA,"",""
"937","GF6_A2_COLON_D54","40.01 (11/14/09)","B","36.086","GF6","GF6","B6","1","N702","S506","colon","A_1_2","F","yes",NA,"54","","probenecid","13","3","afterpro","afterpro",NA,NA,"no","",2148336,85810,"3.994254158","",NA,NA,NA,NA,NA,"",NA,"",""
"938","GF6_A5_D90","40.01 (11/14/09)","B","2.316","GF6","GF6","F4","1","N708","S504","stool","A_3_5","F","yes",NA,"90","","probenecid","13","3","afterpro","afterpro","E. coli","-1","no","",2071442,735110,"35.48783891","",NA,NA,NA,NA,NA,"",NA,"",""
"939","GF6_A5_D91","40.01 (11/14/09)","B","1.192","GF6","GF6","F9","1","N705","S509","stool","A_3_5","F","yes",NA,"91","","probenecid","14",NA,"afterpro","afterpro","E. coli","0","no","",18956856,4522727,"23.85800156","",NA,NA,NA,NA,NA,"",NA,"",""
"940","GF6_A6_COLON_D54","40.01 (11/14/09)","B","1.084","GF6","GF6","B9","1","N705","S509","colon","A_1_6","F","yes",NA,"54","","probenecid","13","3","afterpro","afterpro",NA,NA,"no","",5483390,628996,"11.47093313","",NA,NA,NA,NA,NA,"",NA,"",""
"941","GF6_A6_D91","40.01 (11/14/09)","B","2.985","GF6","GF6","F10","1","N701","S610","stool","A_3_6","F","yes",NA,"91","","probenecid","14","3","afterpro","afterpro","E. coli","0","no","",12631608,3111833,"24.63528792","",NA,NA,NA,NA,NA,"",NA,"",""
"942","GF6_A8_COLON_D54","40.01 (11/14/09)","B","0.49","GF6","GF6","B10","1","N706","S610","colon","A_1_8","F","yes",NA,"54","","probenecid","13","3","afterpro","afterpro",NA,NA,"no","",4518478,217722,"4.818480913","",NA,NA,NA,NA,NA,"",NA,"",""
"943","GF6_A8_D91","40.01 (11/14/09)","B","7.37","GF6","GF6","F11","1","N703","S611","stool","A_3_8","M","yes",NA,"91","","probenecid","14",NA,"afterpro","afterpro","E. coli","0","no","",2052486,716329,"34.90055474","",NA,NA,NA,NA,NA,"",NA,"",""
"944","GF6_B2_D66","40.01 (11/14/09)","B","6.465","GF6","GF6","C12","1","N704","S512","stool","B_2_2","M","yes",NA,"66","","probenecid","15","3","afterpro","afterpro",NA,NA,"no","",2146470,115612,"5.386145625","",NA,NA,NA,NA,NA,"",NA,"",""
"946","GF6_B6_D66","40.01 (11/14/09)","B","20.688","GF6","GF6","D3","1","N701","S503","stool","B_2_6","M","yes",NA,"66","","probenecid","15","3","afterpro","afterpro",NA,NA,"no","",2295860,144682,"6.301865096","",NA,NA,NA,NA,NA,"",NA,"",""
"947","GF6_B8_D66","40.01 (11/14/09)","B","5.77","GF6","GF6","D6","1","N708","S506","stool","B_2_8","M","yes",NA,"66","","probenecid","15","3","afterpro","afterpro",NA,NA,"no","",2340278,218056,"9.317525525","",NA,NA,NA,NA,NA,"",NA,"",""
"948","GF6_B9_D66","40.01 (11/14/09)","B","3.896","GF6","GF6","D7","1","","S507","stool","B_2_9","M","yes",NA,"66","","probenecid","15","3","afterpro","afterpro",NA,NA,"no","",15715152,607765,"3.867382256","",NA,NA,NA,NA,NA,"",NA,"",""
"996","GF4_C1_d43","40.01 (11/14/09)","B","23.048","GF4","GF4_DNA","D4","5","N709","S616","stool","C1","M","yes",NA,"43","","probenecid","18",NA,"afterpro","afterproafter","E. coli","4","no","",1541817,865289,"56.12138146","",NA,NA,NA,NA,NA,"",NA,"",""
"997","GF4_C1_d46","40.01 (11/14/09)","B","8.657","GF4","GF4_DNA","E2","5","N710","S514","stool","C1","M","yes",NA,"46","","probenecid","21",NA,"afterpro","afterproafter","E. coli","7","no","",1700978,1508737,"88.69820774","",NA,NA,NA,NA,NA,"",NA,"",""
"998","GF4_C1_LI","40.01 (11/14/09)","B","0.734","GF4","GF4_DNA","E11","5","N710","S523","colon","C1","M","yes",NA,"51","","probenecid","26",NA,"afterpro","afterproafter","E. coli","12","no","",2112253,424994,"20.12041171","",NA,NA,NA,NA,NA,"",NA,"",""
"1000","GF4_C1_SI","40.01 (11/14/09)","B","0.529","GF4","GF4_DNA","E10","5","N711","S622","SI","C1","M","yes",NA,"51","","probenecid","26",NA,"afterpro","afterproafter","E. coli","12","no","",238707,165411,"69.29457452","",NA,NA,NA,NA,NA,"",NA,"",""
"1001","GF4_C2_d43","40.01 (11/14/09)","B","24.046","GF4","GF4_DNA","D5","5","N709","S617","stool","C2","F","yes",NA,"43","","probenecid","18",NA,"afterpro","afterproafter","E. coli","4","no","",1864107,1585771,"85.06866827","",NA,NA,NA,NA,NA,"",NA,"",""
"1002","GF4_C2_d45","40.01 (11/14/09)","B","12.987","GF4","GF4_DNA","D10","5","N710","S622","stool","C2","F","yes",NA,"45","","probenecid","20",NA,"afterpro","afterproafter","E. coli","6","no","",1025218,956087,"93.25694633","",NA,NA,NA,NA,NA,"",NA,"",""
"1003","GF4_C2_d46","40.01 (11/14/09)","B","1.362","GF4","GF4_DNA","E3","5","N711","S615","stool","C2","F","yes",NA,"46","","probenecid","21",NA,"afterpro","afterproafter","E. coli","7","no","",2144664,1812014,"84.48941186","",NA,NA,NA,NA,NA,"",NA,"",""
"1004","GF4_C2_LI","40.01 (11/14/09)","B","0.705","GF4","GF4_DNA","F2","5","N712","S514","colon","C2","F","yes",NA,"51","","probenecid","26",NA,"afterpro","afterproafter","E. coli","12","no","",919680,714717,"77.71366127","",NA,NA,NA,NA,NA,"",NA,"",""
"1005","GF4_C2_SI","40.01 (11/14/09)","B","0.315","GF4","GF4_DNA","F1","5","N712","S613","SI","C2","F","yes",NA,"51","","probenecid","26",NA,"afterpro","afterproafter","E. coli","12","no","",245730,78204,"31.82517397","",NA,NA,NA,NA,NA,"",NA,"",""
"1006","GF4_C3_d42","40.01 (11/14/09)","B","34.332","GF4","GF4_DNA","D2","5","N814","S514","stool","C3","M","yes",NA,"42","","probenecid","17",NA,"afterpro","afterproafter","E. coli","3","no","",1162411,1067319,"91.81941671","",NA,NA,NA,NA,NA,"",NA,"",""
"1007","GF4_C3_d43","40.01 (11/14/09)","B","29.727","GF4","GF4_DNA","D6","5","N814","S618","stool","C3","M","yes",NA,"43","","probenecid","18",NA,"afterpro","afterproafter","E. coli","4","no","",1913606,1770237,"92.50791438","",NA,NA,NA,NA,NA,"",NA,"",""
"1008","GF4_C3_d44","40.01 (11/14/09)","B","27.931","GF4","GF4_DNA","D9","5","N709","S621","stool","C3","M","yes",NA,"44","","probenecid","19",NA,"afterpro","afterproafter","E. coli","5","no","",1178531,1072961,"91.04223818","",NA,NA,NA,NA,NA,"",NA,"",""
"1009","GF4_C3_d45","40.01 (11/14/09)","B","6.42","GF4","GF4_DNA","D11","5","N710","S523","stool","C3","M","yes",NA,"45","","probenecid","20",NA,"afterpro","afterproafter","E. coli","6","no","",1768146,1629872,"92.17971819","",NA,NA,NA,NA,NA,"",NA,"",""
"1010","GF4_C3_d46","40.01 (11/14/09)","B","1.725","GF4","GF4_DNA","E4","5","N711","S616","stool","C3","M","yes",NA,"46","","probenecid","21",NA,"afterpro","afterproafter","E. coli","7","no","",1156310,1004319,"86.85551452","",NA,NA,NA,NA,NA,"",NA,"",""
"1011","GF4_C3_LI","40.01 (11/14/09)","B","2.333","GF4","GF4_DNA","F5","5","N711","S617","colon","C3","M","yes",NA,"51","","probenecid","26",NA,"afterpro","afterproafter","E. coli","12","no","",1277832,625424,"48.94414915","",NA,NA,NA,NA,NA,"",NA,"",""
"1012","GF4_C3_SI","40.01 (11/14/09)","B","0.608","GF4","GF4_DNA","F4","5","N712","S616","SI","C3","M","yes",NA,"51","","probenecid","26",NA,"afterpro","afterproafter","E. coli","12","no","",845320,644130,"76.19954573","",NA,NA,NA,NA,NA,"",NA,"",""
"1013","GF4_C5_d43","40.01 (11/14/09)","B","9.211","GF4","GF4_DNA","D7","5","N814","S519","stool","C5","F","yes",NA,"43","","probenecid","18",NA,"afterpro","afterproafter","E. coli","4","no","",3734047,3354131,"89.82562351","",NA,NA,NA,NA,NA,"",NA,"",""
"1014","GF4_C5_d45","40.01 (11/14/09)","B","13.423","GF4","GF4_DNA","D12","5","N815","S524","stool","C5","F","yes",NA,"45","","probenecid","20",NA,"afterpro","afterproafter","E. coli","6","no","",1144926,1074817,"93.87654748","",NA,NA,NA,NA,NA,"",NA,"",""
"1015","GF4_C5_d46","40.01 (11/14/09)","B","8.49","GF4","GF4_DNA","E5","5","N815","S617","stool","C5","F","yes",NA,"46","","probenecid","21",NA,"afterpro","afterproafter","E. coli","7","no","",1464275,816770,"55.77982278","",NA,NA,NA,NA,NA,"",NA,"",""
"1016","GF4_C5_LI","40.01 (11/14/09)","B","1.57","GF4","GF4_DNA","F9","5","N814","S621","colon","C5","F","yes",NA,"51","","probenecid","26",NA,"afterpro","afterproafter","E. coli","12","no","",1503950,1229429,"81.74666711","",NA,NA,NA,NA,NA,"",NA,"",""
"1019","GF5_B1_COLON_190815","40.01 (11/14/09)","B","3.542","GF5","GF5","H5","9","N821","S529","colon","B_3_1","M","yes",NA,"97","","probenecid","28",NA,"afterpro","afterproafter","E. coli","14","no","",1432946,1297695,"90.56133309","",NA,NA,NA,NA,NA,"",NA,"",""
"1020","GF5_B1_D84","40.01 (11/14/09)","B","0.699","GF5","GF5","G9","9","N824","S533","stool","B_3_1","M","yes",NA,"84","","probenecid","15",NA,"afterpro","afterproafter","E. coli","1","no","",1209177,923877,"76.4054394","",NA,NA,NA,NA,NA,"",NA,"",""
"1021","GF5_B3_COLON_190815","40.01 (11/14/09)","B","2.161","GF5","GF5","H6","9","N821","S530","colon","B_3_3","M","yes",NA,"97","","probenecid","28",NA,"afterpro","afterproafter","E. coli","14","no","",1826148,1658484,"90.81870692","",NA,NA,NA,NA,NA,"",NA,"",""
"1022","GF5_B6_COLON_190815","40.01 (11/14/09)","B","1.385","GF5","GF5","H7","9","N822","S531","colon","B_3_6","F","yes",NA,"97","","probenecid","28",NA,"afterpro","afterproafter","E. coli","14","no","",2232886,1895286,"84.88055369","",NA,NA,NA,NA,NA,"",NA,"",""
"1023","GF5_B6_D84","40.01 (11/14/09)","B","2.8","GF5","GF5","G10","9","N823","S534","stool","B_3_6","F","yes",NA,"84","","probenecid","15",NA,"afterpro","afterproafter","E. coli","1","no","",1946424,1804105,"92.68818099","",NA,NA,NA,NA,NA,"",NA,"",""
"1024","GF5_B7_COLON_190815","40.01 (11/14/09)","B","2.603","GF5","GF5","H8","9","N819","S532","colon","B_3_7","F","yes",NA,"97","","probenecid","28",NA,"afterpro","afterproafter","E. coli","14","no","",777308,270787,"34.83651268","",NA,NA,NA,NA,NA,"",NA,"",""
"1026","GF5_C1_COLON_190815","40.01 (11/14/09)","B","1","GF5","GF5","H9","9","N717","S533","colon","C_3_1","M","yes",NA,"97","","probenecid","28",NA,"afterpro","afterproafter","E. coli","14","no","",2352375,68244,"2.90106807","",NA,NA,NA,NA,NA,"",NA,"",""
"1030","GF6_A2_D93","40.01 (11/14/09)","B","8.003","GF6","GF6","G8","1","N702","S508","stool","A_3_2","F","yes",NA,"93","","probenecid","16",NA,"afterpro","afterproafter","E. coli","3","no","should be d94",2042148,902139,"44.17598529","",NA,NA,NA,NA,NA,"",NA,"",""
"1032","GF6_A4_D93","40.01 (11/14/09)","B","4.239","GF6","GF6","G9","1","N706","S509","stool","A_3_4","F","yes",NA,"93","","probenecid","16",NA,"afterpro","afterproafter","E. coli","3","no","should be d94",5778050,2567245,"44.43099316","",NA,NA,NA,NA,NA,"",NA,"",""
"1036","GF6_A8_D93","40.01 (11/14/09)","B","9.123","GF6","GF6","G10","1","N703","S610","stool","A_3_8","M","yes",NA,"93","","probenecid","16",NA,"afterpro","afterproafter","E. coli","3","no","should be d94",5172492,2351369,"45.45911332","",NA,NA,NA,NA,NA,"",NA,"",""
"1110","GF20_d127_a2","40.01 (11/14/09)","B","1.79","GF20","","F04","3","AM-F0281","AM-R0281","colon","a2","M","yes",NA,"127","","vancomycin/probenecid","13","3","aftervanc","aftervanc",NA,NA,"no","",2058841,149216,"7.247572785","",NA,NA,NA,NA,NA,"",NA,"",""
"1111","GF20_d127_a3","40.01 (11/14/09)","B","1.23","GF20","","F05","3","AM-F0282","AM-R0282","colon","a3","M","yes",NA,"127","","vancomycin/probenecid","13","3","aftervanc","aftervanc",NA,NA,"no","",194637,56717,"29.13988604","",NA,NA,NA,NA,NA,"",NA,"",""
"1114","GF20_d127_a6","40.01 (11/14/09)","B","2.57","GF20","","F08","3","AM-F0285","AM-R0285","colon","a6","F","yes",NA,"127","","vancomycin/probenecid","13","3","aftervanc","aftervanc",NA,NA,"no","",184431,65021,"35.25491918","",NA,NA,NA,NA,NA,"",NA,"",""
"1115","GF20_d127_a7","40.01 (11/14/09)","B","5.8","GF20","","F10","3","AM-F0287","AM-R0287","colon","a7","F","yes",NA,"127","","vancomycin/probenecid","13","3","aftervanc","aftervanc",NA,NA,"no","",3969567,144343,"3.636240426","",NA,NA,NA,NA,NA,"",NA,"",""
"1117","GF20_d127_a9","40.01 (11/14/09)","B","4.06","GF20","","F11","3","AM-F0288","AM-R0288","colon","a9","F","yes",NA,"127","","vancomycin/probenecid","13","3","aftervanc","aftervanc",NA,NA,"no","",3894633,170877,"4.387499413","",NA,NA,NA,NA,NA,"",NA,"",""
"1120","GF20_d164_b1","40.01 (11/14/09)","B","4.349","GF20","","G08","3","AM-F0297","AM-R0297","colon","b1","M","yes",NA,"164","","vancomycin/probenecid","13","3","aftervanc","aftervanc",NA,NA,"no","",152359,230518,"151.299234","",NA,NA,NA,NA,NA,"",NA,"",""
"1121","GF20_d164_b2","40.01 (11/14/09)","B","3.918","GF20","","G09","3","AM-F0298","AM-R0298","colon","b2","F","yes",NA,"164","","vancomycin/probenecid","13","3","aftervanc","aftervanc",NA,NA,"no","",164590,79589,"48.3559147","",NA,NA,NA,NA,NA,"",NA,"",""
"1122","GF20_d164_b3","40.01 (11/14/09)","B","2.105","GF20","","G10","3","AM-F0299","AM-R0299","colon","b3","F","yes",NA,"164","","vancomycin/probenecid","13","3","aftervanc","aftervanc",NA,NA,"no","",5818287,123940,"2.13018024","",NA,NA,NA,NA,NA,"",NA,"",""
"1123","GF20_d164_b4","40.01 (11/14/09)","B","1.295","GF20","","G11","3","AM-F0300","AM-R0300","colon","b4","F","yes",NA,"164","","vancomycin/probenecid","13","3","aftervanc","aftervanc",NA,NA,"no","",1013023,99050,"9.777665463","",NA,NA,NA,NA,NA,"",NA,"",""
"1124","GF20_d164_b5","40.01 (11/14/09)","B","3.449","GF20","","G12","3","AM-F0301","AM-R0301","colon","b5","F","yes",NA,"164","","vancomycin/probenecid","13","3","aftervanc","aftervanc",NA,NA,"no","",168899,305998,"181.1721798","",NA,NA,NA,NA,NA,"",NA,"",""
"1125","GF20_d164_b6","40.01 (11/14/09)","B","4.017","GF20","","H01","3","AM-F0302","AM-R0302","colon","b6","M","yes",NA,"164","","vancomycin/probenecid","13","3","aftervanc","aftervanc",NA,NA,"no","",241266,110873,"45.95467244","",NA,NA,NA,NA,NA,"",NA,"",""
"1126","GF20_d164_b7","40.01 (11/14/09)","B","3.161","GF20","","H02","3","AM-F0303","AM-R0303","colon","b7","F","yes",NA,"164","","vancomycin/probenecid","13","3","aftervanc","aftervanc",NA,NA,"no","",2947783,170108,"5.770709716","",NA,NA,NA,NA,NA,"",NA,"",""
"1127","GF20_d164_b8","40.01 (11/14/09)","B","5.737","GF20","","H03","3","AM-F0304","AM-R0304","colon","b8","F","yes",NA,"164","","vancomycin/probenecid","13","3","aftervanc","aftervanc",NA,NA,"no","",3526309,129483,"3.67191304","",NA,NA,NA,NA,NA,"",NA,"",""
"1129","GF20_d170_c1","40.01 (11/14/09)","B","3.055","GF20","","H06","3","AM-F0307","AM-R0307","colon","c1","M","yes",NA,"170","","vancomycin/probenecid","13","3","aftervanc","aftervanc",NA,NA,"no","",62139,76939,"123.8175703","",NA,NA,NA,NA,NA,"",NA,"",""
"1130","GF20_d170_c2","40.01 (11/14/09)","B","1.922","GF20","","H07","3","AM-F0308","AM-R0308","colon","c2","M","yes",NA,"170","","vancomycin/probenecid","13","3","aftervanc","aftervanc",NA,NA,"no","",7583,107586,"1418.778847","",NA,NA,NA,NA,NA,"",NA,"",""
"1131","GF20_d170_c5","40.01 (11/14/09)","B","1.051","GF20","","H08","3","AM-F0309","AM-R0309","colon","c5","F","yes",NA,"170","","vancomycin/probenecid","13","3","aftervanc","aftervanc",NA,NA,"no","",313390,53569,"17.093398","",NA,NA,NA,NA,NA,"",NA,"",""
"1132","GF20_d170_c6","40.01 (11/14/09)","B","2.316","GF20","","H09","3","AM-F0310","AM-R0310","colon","c6","F","yes",NA,"170","","vancomycin/probenecid","13","3","aftervanc","aftervanc",NA,NA,"no","",188056,114725,"61.00576424","",NA,NA,NA,NA,NA,"",NA,"",""
"1133","GF20_d170_c7","40.01 (11/14/09)","B","2.384","GF20","","H10","3","AM-F0311","AM-R0311","colon","c7","M","yes",NA,"170","","vancomycin/probenecid","13","3","aftervanc","aftervanc",NA,NA,"no","",465851,253078,"54.32595401","",NA,NA,NA,NA,NA,"",NA,"",""
"1134","GF20_d170_c8","40.01 (11/14/09)","B","1.102","GF20","","H11","3","AM-F0312","AM-R0312","colon","c8","M","yes",NA,"170","","vancomycin/probenecid","13","3","aftervanc","aftervanc",NA,NA,"no","",278336,120419,"43.26389687","",NA,NA,NA,NA,NA,"",NA,"",""
"1135","GF20_d170_c9","40.01 (11/14/09)","B","0.448","GF20","","H12","3","AM-F0313","AM-R0313","colon","c9","M","yes",NA,"170","","vancomycin/probenecid","13","3","aftervanc","aftervanc",NA,NA,"no","",332,248851,"74955.12048","",NA,NA,NA,NA,NA,"",NA,"",""
"1137","GF20_d36_a2","40.01 (11/14/09)","B","1.417","GF20","","D04","3","AM-F0257","AM-R0257","colon","a2","M","yes",NA,"36","","vancomycin/probenecid","13","3","aftervanc","aftervanc",NA,NA,"no","",2952039,229113,"7.761177952","",NA,NA,NA,NA,NA,"",NA,"",""
"1138","GF20_d36_a3","40.01 (11/14/09)","B","4.698","GF20","","D03","3","AM-F0256","AM-R0256","colon","a3","M","yes",NA,"36","","vancomycin/probenecid","13","3","aftervanc","aftervanc",NA,NA,"no","",236559,80437,"34.00293373","",NA,NA,NA,NA,NA,"",NA,"",""
"1139","GF20_d36_a4","40.01 (11/14/09)","B","3.05","GF20","","D02","3","AM-F0255","AM-R0255","colon","a4","M","yes",NA,"36","","vancomycin/probenecid","13","3","aftervanc","aftervanc",NA,NA,"no","",782782,106217,"13.56916741","",NA,NA,NA,NA,NA,"",NA,"",""
"1140","GF20_d36_a5","40.01 (11/14/09)","B","4.204","GF20","","C07","3","AM-F0248","AM-R0248","colon","a5","F","yes",NA,"36","","vancomycin/probenecid","13","3","aftervanc","aftervanc",NA,NA,"no","",1027048,53279,"5.187586169","",NA,NA,NA,NA,NA,"",NA,"",""
"1241","gnoto1_BA1_d10","40.01 (11/14/09)","B","13.4","gnoto1","3","D8","7","AM-F0670","AM-R0645","stool","BA1","F","yes",NA,"10","","ampicillin","10","0","beforeamp","beforeamp","E. coli","-3","no","",1163831,404463,"34.75272613","",NA,NA,NA,NA,NA,"",NA,"",""
"1242","gnoto1_BA2_d10","40.01 (11/14/09)","B","23.1","gnoto1","3","D9","7","AM-F0671","AM-R0646","stool","BA2","M","yes",NA,"10","","ampicillin","10","0","beforeamp","beforeamp","E. coli","-3","no","",2228611,1726261,"77.45905409","",NA,NA,NA,NA,NA,"",NA,"",""
"1243","gnoto1_BA3_d10","40.01 (11/14/09)","B","33.3","gnoto1","3","D10","7","AM-F0663","AM-R0647","stool","BA3","M","yes",NA,"10","","ampicillin","10","0","beforeamp","beforeamp","E. coli","-3","no","",2591455,1756405,"67.77678949","",NA,NA,NA,NA,NA,"",NA,"",""
"1244","gnoto1_BA4_d10","40.01 (11/14/09)","B","16.7","gnoto1","3","D11","7","AM-F0664","AM-R0648","stool","BA4","M","yes",NA,"10","","ampicillin","10","0","beforeamp","beforeamp","E. coli","-3","no","",1459169,1159648,"79.4731796","",NA,NA,NA,NA,NA,"",NA,"",""
"1245","gnoto2_BA1_d10","40.01 (11/14/09)","B","12.5","gnoto2","3","H6","7","AM-F0710","AM-R0691","stool","BA1","F","yes",NA,"10","","ampicillin","10","0","beforeamp","beforeamp","E. coli","-3","no","",2161547,1588213,"73.47575602","",NA,NA,NA,NA,NA,"",NA,"",""
"1246","gnoto2_BA2_d10","40.01 (11/14/09)","B","2.66","gnoto2","3","H7","7","AM-F0695","AM-R0692","stool","BA2","M","yes",NA,"10","","ampicillin","10","0","beforeamp","beforeamp","E. coli","-3","no","",1549645,403713,"26.05196674","",NA,NA,NA,NA,NA,"",NA,"",""
"1247","gnoto2_BA3_d10","40.01 (11/14/09)","B","7.44","gnoto2","3","H8","7","AM-F0712","AM-R0693","stool","BA3","M","yes",NA,"10","","ampicillin","10","0","beforeamp","beforeamp","E. coli","-3","no","",1774408,1343204,"75.69871191","",NA,NA,NA,NA,NA,"",NA,"",""
"1248","gnoto2_BA4_d10","40.01 (11/14/09)","B","11.8","gnoto2","3","H9","7","AM-F0678","AM-R0694","stool","BA4",NA,"no","12","10","","ampicillin","10","0","beforeamp","beforeamp","E. coli","-3","no","",1972152,1320393,"66.95188809","",NA,NA,NA,NA,NA,"",NA,"",""
"1249","gnoto2_BA5_d10","40.01 (11/14/09)","B","1.96","gnoto2","3","H10","7","AM-F0696","AM-R0695","stool","BA5","F","yes",NA,"10","","ampicillin","10","0","beforeamp","beforeamp","E. coli","-3","no","",1394205,803788,"57.65206695","",NA,NA,NA,NA,NA,"",NA,"",""
"1344","GF11_B1_d71","40.01 (11/14/09)","B","LOW","GF11","1","G7","5","AM-F0507","AM-R0488","stool","B_2_1","M","no","11.66","71","","ampicillin/gentamicin/probenecid","10","0","beforeampgent","beforeampgent",NA,NA,"no","",916087,226693,"24.74579379","",NA,NA,NA,NA,NA,"",NA,"",""
"1345","GF11_B2_d71","40.01 (11/14/09)","B","1.83","GF11","1","G8","5","N706","AM-R0489","stool","B_2_2","M","yes",NA,"71","","ampicillin/gentamicin/probenecid","10","0","beforeampgent","beforeampgent",NA,NA,"no","",1133079,365339,"32.24302983","",NA,NA,NA,NA,NA,"",NA,"",""
"1346","GF11_B3_d71","40.01 (11/14/09)","B","8.98","GF11","1","G9","5","N707","AM-R0490","stool","B_2_3","F","no","11.33","71","","ampicillin/gentamicin/probenecid","10","0","beforeampgent","beforeampgent",NA,NA,"no","",1251448,172907,"13.8165549","",NA,NA,NA,NA,NA,"",NA,"",""
"1347","GF11_B5_d71","40.01 (11/14/09)","B","1.98","GF11","1","G10","5","AM-F0526","AM-R0491","stool","B_2_5","M","yes",NA,"71","","ampicillin/gentamicin/probenecid","10","0","beforeampgent","beforeampgent",NA,NA,"no","",1587698,437227,"27.53842355","",NA,NA,NA,NA,NA,"",NA,"",""
"1348","GF11_B6_d71","40.01 (11/14/09)","B","3.94","GF11","1","G11","5","AM-F0513","AM-R0492","stool","B_2_6","M","no","11.33","71","","ampicillin/gentamicin/probenecid","10","0","beforeampgent","beforeampgent",NA,NA,"no","",1144759,488184,"42.64513317","",NA,NA,NA,NA,NA,"",NA,"",""
"1349","GF11_B7_d71","40.01 (11/14/09)","B","6.89","GF11","1","G12","5","N707","AM-R0493","stool","B_2_7","M","yes",NA,"71","","ampicillin/gentamicin/probenecid","10","0","beforeampgent","beforeampgent",NA,NA,"no","",1355259,399183,"29.45436998","",NA,NA,NA,NA,NA,"",NA,"",""
"1443","GF2_A1_day28","40.01 (11/14/09)","B","4.87","GF2","GF2_1","B3","3","N712","S527","stool","A1",NA,"yes",NA,"28","","meropenem","10","0","beforemero","beforemero","C. rodentium","-6","no","",782716,367040,"46.89312599","",NA,NA,NA,NA,NA,"",NA,"",""
"1444","GF2_A2_day28","40.01 (11/14/09)","B","4.69","GF2","GF2_1","B4","3","N816","S528","stool","A2",NA,"yes",NA,"28","","meropenem","10","0","beforemero","beforemero","C. rodentium","-6","no","",752991,307179,"40.79451149","",NA,NA,NA,NA,NA,"",NA,"",""
"1446","GF2_A4_day28","40.01 (11/14/09)","B","24.1","GF2","GF2_1","B6","3","N712","S530","stool","A4",NA,"yes",NA,"28","","meropenem","10","0","beforemero","beforemero","C. rodentium","-6","no","",858443,447452,"52.12367041","",NA,NA,NA,NA,NA,"",NA,"",""
"1448","GF2_A6_day28","40.01 (11/14/09)","B","2.63","GF2","GF2_1","B8","3","N711","S532","stool","A6",NA,"yes",NA,"28","","meropenem","10","0","beforemero","beforemero","C. rodentium","-6","no","",948354,667382,"70.37266675","",NA,NA,NA,NA,NA,"",NA,"",""
"1449","GF20_d33_b2","40.01 (11/14/09)","B","1.9","GF20","","E02","3","AM-F0267","AM-R0267","stool","b2",NA,"no","11","33","","meropenem/probenecid","10","0","beforemero","beforemero",NA,NA,"no","",824941,641941,"77.81659537","",NA,NA,NA,NA,NA,"",NA,"",""
"1450","GF20_d33_b3","40.01 (11/14/09)","B","1.82","GF20","","E01","3","AM-F0266","AM-R0266","stool","b3","F","yes",NA,"33","","meropenem/probenecid","10","0","beforemero","beforemero",NA,NA,"no","",414997,190387,"45.87671718","",NA,NA,NA,NA,NA,"",NA,"",""
"1451","GF20_d33_b4","40.01 (11/14/09)","B","5.645","GF20","","D12","3","AM-F0265","AM-R0265","stool","b4","M","yes",NA,"33","","meropenem/probenecid","10","0","beforemero","beforemero",NA,NA,"no","",4371572,2242389,"51.29479739","",NA,NA,NA,NA,NA,"",NA,"",""
"1477","GF4_B1_D35","40.01 (11/14/09)","B","1.378","GF4","GF4_DNA","A3","5","N709","S615","stool","B1",NA,"no","14","35","","meropenem/probenecid","10","0","beforemero","beforemero","E. coli","-4","no","",909452,132424,"14.56085643","",NA,NA,NA,NA,NA,"",NA,"",""
"1478","GF4_B2_d35","40.01 (11/14/09)","B","1.355","GF4","GF4_DNA","A4","5","N711","S616","stool","B2",NA,"no","14","35","","meropenem/probenecid","10","0","beforemero","beforemero","E. coli","-4","no","",1348560,398812,"29.57317435","",NA,NA,NA,NA,NA,"",NA,"",""
"1479","GF4_B3_d35","40.01 (11/14/09)","B","1.251","GF4","GF4_DNA","A5","5","N712","S617","stool","B3","F","yes",NA,"35","","meropenem/probenecid","10","0","beforemero","beforemero","E. coli","-4","no","",1559596,409584,"26.26218585","",NA,NA,NA,NA,NA,"",NA,"",""
