Sample	Family	Abundance
GF24_C9_d108_cwash	Enterococcaceae	0.40003
GF24_C9_d85_stool	Enterobacteriaceae	97.12639
GF24_C9_d85_stool	Enterococcaceae	1.66079
GF24_C9_d85_stool	Peptostreptococcaceae	1.07031
GF24_C9_d85_stool	Morganellaceae	0.08277
GF24_C9_d85_stool	Clostridiaceae	0.05974
GF24_C9_d86_cwash	Enterobacteriaceae	77.99924
GF24_C9_d86_cwash	Clostridiaceae	10.37034
GF24_C9_d86_cwash	Erysipelotrichaceae	5.87031
GF24_C9_d86_cwash	Enterococcaceae	3.74869
GF24_C9_d86_cwash	Peptostreptococcaceae	1.17872
GF24_C9_d86_cwash	Alcaligenaceae	0.83271
GF24_Cdam_d108_stool	Clostridiaceae	27.8988
GF24_Cdam_d108_stool	Enterobacteriaceae	19.65841
GF24_Cdam_d108_stool	Erysipelotrichaceae	18.60214
GF24_Cdam_d108_stool	Actinomycetaceae	14.28209
GF24_Cdam_d108_stool	Enterococcaceae	12.76876
GF24_Cdam_d108_stool	Morganellaceae	3.42095
GF24_Cdam_d108_stool	Peptostreptococcaceae	3.36885
GF24_damA_18_stool	Actinomycetaceae	24.07472
GF24_damA_18_stool	Enterobacteriaceae	23.66031
GF24_damA_18_stool	Clostridiaceae	23.54837
GF24_damA_18_stool	Enterococcaceae	17.73209
GF24_damA_18_stool	Erysipelotrichaceae	6.60057
GF24_damA_18_stool	Morganellaceae	2.23089
GF24_damA_18_stool	Peptostreptococcaceae	1.95433
GF24_damA_18_stool	Peptoniphilaceae	0.19872
GF24_damA_3_stool	Enterobacteriaceae	39.21411
GF24_damA_3_stool	Clostridiaceae	19.12241
GF24_damA_3_stool	Erysipelotrichaceae	17.96868
GF24_damA_3_stool	Morganellaceae	8.71908
GF24_damA_3_stool	Enterococcaceae	7.59921
GF24_damA_3_stool	Peptostreptococcaceae	7.37651
GF24_damA_8_stool	Enterobacteriaceae	33.08593
GF24_damA_8_stool	Erysipelotrichaceae	19.16549
GF24_damA_8_stool	Clostridiaceae	13.40349
GF24_damA_8_stool	Actinomycetaceae	9.39399
GF24_damA_8_stool	Enterococcaceae	8.91771
GF24_damA_8_stool	Peptostreptococcaceae	7.6229
GF24_damA_8_stool	Morganellaceae	7.08664
GF24_damA_8_stool	Peptoniphilaceae	1.32385
GF24_damB_3_stool	Clostridiaceae	67.51946
GF24_damB_3_stool	Peptostreptococcaceae	10.32229
GF24_damB_3_stool	Enterobacteriaceae	10.11573
GF24_damB_3_stool	Erysipelotrichaceae	4.86025
GF24_damB_3_stool	Morganellaceae	4.4086
GF24_damB_3_stool	Enterococcaceae	2.77366
GF24_damB_8_stool	Erysipelotrichaceae	28.20472
GF24_damB_8_stool	Enterobacteriaceae	23.99803
GF24_damB_8_stool	Actinomycetaceae	19.66932
GF24_damB_8_stool	Clostridiaceae	13.98204
GF24_damB_8_stool	Enterococcaceae	11.09428
GF24_damB_8_stool	Morganellaceae	2.7619
GF24_damB_8_stool	Peptostreptococcaceae	0.28971
GF24_damC_30_stool	Enterobacteriaceae	41.54332
GF24_damC_30_stool	Actinomycetaceae	39.39149
GF24_damC_30_stool	Clostridiaceae	6.90888
GF24_damC_30_stool	Erysipelotrichaceae	6.12858
GF24_damC_30_stool	Enterococcaceae	3.42561
GF24_damC_30_stool	Morganellaceae	1.39748
GF24_damC_30_stool	Peptostreptococcaceae	1.16753
GF24_damC_30_stool	Peptoniphilaceae	0.03711
GF24_damC_3_stool	Clostridiaceae	54.12389
GF24_damC_3_stool	Enterobacteriaceae	13.33624
GF24_damC_3_stool	Peptostreptococcaceae	11.29807
GF24_damC_3_stool	Morganellaceae	8.59389
GF24_damC_3_stool	Erysipelotrichaceae	8.52129
GF24_damC_3_stool	Enterococcaceae	4.12662
GF24_damC_51_stool	Clostridiaceae	26.51764
GF24_damC_51_stool	Enterococcaceae	25.71135
GF24_damC_51_stool	Erysipelotrichaceae	18.95702
GF24_damC_51_stool	Enterobacteriaceae	15.53538
GF24_damC_51_stool	Peptostreptococcaceae	8.36784
GF24_damC_51_stool	Morganellaceae	4.91077
GF24_Inoc_0	Enterobacteriaceae	70.80956
GF24_Inoc_0	Veillonellaceae	9.03552
GF24_Inoc_0	Clostridiaceae	7.28996
GF24_Inoc_0	Enterococcaceae	7.01883
GF24_Inoc_0	Peptostreptococcaceae	3.0071
GF24_Inoc_0	Erysipelotrichaceae	2.21149
GF24_Inoc_0	Morganellaceae	0.2995
GF24_Inoc_0	Streptococcaceae	0.27815
GF24_Inoc_0	Actinomycetaceae	0.04989
GF26_A1_d101_cwash	Enterobacteriaceae	99.41658
GF26_A1_d101_cwash	Alcaligenaceae	0.58342
GF26_A1_d65_cwash	Alcaligenaceae	100
GF26_A2_d101_cwash	Enterobacteriaceae	99.49702
GF26_A2_d101_cwash	Alcaligenaceae	0.50298
GF26_A2_d149_cwash	Enterobacteriaceae	100
GF26_A3_d101_cwash	Enterobacteriaceae	99.67376
GF26_A3_d101_cwash	Alcaligenaceae	0.32624
GF26_A3_d149_cwash	Enterobacteriaceae	100
GF26_A4_d101_cwash	Enterobacteriaceae	99.90338
GF26_A4_d101_cwash	Alcaligenaceae	0.09662
GF26_A4_d146_stool	Enterobacteriaceae	100
GF26_A4_d147_stool	Enterobacteriaceae	100
GF26_A4_d148_stool	Enterobacteriaceae	100
GF26_A4_d65_cwash	Alcaligenaceae	100
GF26_A5_d101_cwash	Enterobacteriaceae	99.78987
GF26_A5_d101_cwash	Alcaligenaceae	0.21013
GF26_A7_d65_cwash	Alcaligenaceae	100
GF26_A9_d149_cwash	Enterobacteriaceae	98.66572
GF26_A9_d149_cwash	Alcaligenaceae	1.33428
GF26_Adam_d148_stool	Enterobacteriaceae	99.45252
GF26_Adam_d148_stool	Dermabacteraceae	0.54748
GF26_Adam_d98_stool	Enterobacteriaceae	97.80874
GF26_Adam_d98_stool	Dermabacteraceae	2.13436
GF26_Adam_d98_stool	Alcaligenaceae	0.0569
GF26_Bdam_d133_stool	Enterobacteriaceae	97.72492
GF26_Bdam_d133_stool	Dermabacteraceae	2.27508
GF26_Bdam_d85_stool	Enterobacteriaceae	98.47436
GF26_Bdam_d85_stool	Dermabacteraceae	1.52564
GF26_Bdam_d91_stool	Enterobacteriaceae	97.16895
GF26_Bdam_d91_stool	Dermabacteraceae	2.83105
GF26_Cdam_d98_stool	Enterobacteriaceae	35.0089
GF26_Cdam_d98_stool	Clostridiaceae	28.86729
GF26_Cdam_d98_stool	Enterococcaceae	14.97965
GF26_Cdam_d98_stool	Erysipelotrichaceae	9.83427
GF26_Cdam_d98_stool	Peptoniphilaceae	5.40198
GF26_Cdam_d98_stool	Morganellaceae	5.03825
GF26_Cdam_d98_stool	Peptostreptococcaceae	0.84793
GF26_Cdam_d98_stool	Alcaligenaceae	0.02174
GF27_A1_d33_cwash	Enterobacteriaceae	88.81545
GF27_A1_d33_cwash	Clostridiaceae	5.63622
GF27_A1_d33_cwash	Erysipelotrichaceae	3.15951
GF27_A1_d33_cwash	Alcaligenaceae	2.05392
GF27_A1_d33_cwash	Peptostreptococcaceae	0.21588
GF27_A1_d33_cwash	Enterococcaceae	0.11902
GF27_A2_d33_cwash	Enterobacteriaceae	74.93084
GF27_A2_d33_cwash	Alcaligenaceae	8.46391
GF27_A2_d33_cwash	Morganellaceae	7.5553
GF27_A2_d33_cwash	Erysipelotrichaceae	5.34267
GF27_A2_d33_cwash	Clostridiaceae	3.61181
GF27_A2_d33_cwash	Peptostreptococcaceae	0.09547
GF27_A3_d33_cwash	Enterobacteriaceae	84.82187
GF27_A3_d33_cwash	Clostridiaceae	8.76833
GF27_A3_d33_cwash	Alcaligenaceae	2.73302
GF27_A3_d33_cwash	Erysipelotrichaceae	2.69095
GF27_A3_d33_cwash	Peptostreptococcaceae	0.98583
GF27_A6_d33_cwash	Enterobacteriaceae	87.89575
GF27_A6_d33_cwash	Clostridiaceae	5.72157
GF27_A6_d33_cwash	Alcaligenaceae	3.91934
GF27_A6_d33_cwash	Erysipelotrichaceae	1.93248
GF27_A6_d33_cwash	Morganellaceae	0.3168
GF27_A6_d33_cwash	Peptostreptococcaceae	0.21406
GF27_A7_d33_cwash	Enterobacteriaceae	88.83009
GF27_A7_d33_cwash	Clostridiaceae	4.25563
GF27_A7_d33_cwash	Alcaligenaceae	3.7894
GF27_A7_d33_cwash	Erysipelotrichaceae	3.08694
GF27_A7_d33_cwash	Peptostreptococcaceae	0.03793
GF27_A8_d33_cwash	Enterobacteriaceae	80.90197
GF27_A8_d33_cwash	Alcaligenaceae	7.89298
GF27_A8_d33_cwash	Clostridiaceae	5.52246
GF27_A8_d33_cwash	Morganellaceae	4.48541
GF27_A8_d33_cwash	Erysipelotrichaceae	1.05191
GF27_A8_d33_cwash	Peptostreptococcaceae	0.14527
GF27_GF27_Inoc	Enterobacteriaceae	38.76834
GF27_GF27_Inoc	Enterococcaceae	29.34148
GF27_GF27_Inoc	Staphylococcaceae	26.29843
GF27_GF27_Inoc	Veillonellaceae	3.021
GF27_GF27_Inoc	Clostridiaceae	0.99441
GF27_GF27_Inoc	Peptostreptococcaceae	0.95278
GF27_GF27_Inoc	Erysipelotrichaceae	0.39551
GF27_GF27_Inoc	Streptococcaceae	0.12803
GF27_GF27_Inoc	Morganellaceae	0.06071
GF27_GF27_Inoc	Actinomycetaceae	0.03931
Gn3_6B_dam_210806	Enterobacteriaceae	100
Gn3_6B_dam_210818	Enterobacteriaceae	100
Gn4_G_Innoc	Staphylococcaceae	93.4535
Gn4_G_Innoc	Enterobacteriaceae	6.5465
