Sample	Species	Abundance
GF24_damC_30_stool	Finegoldia_magna	0.03711
GF24_damC_30_stool	Clostridium_paraputrificum	0.03707
GF24_damC_3_stool	Clostridium_perfringens	39.99704
GF24_damC_3_stool	Clostridioides_difficile	11.29807
GF24_damC_3_stool	Clostridium_neonatale	10.60111
GF24_damC_3_stool	Klebsiella_oxytoca	10.39974
GF24_damC_3_stool	Proteus_mirabilis	8.59389
GF24_damC_3_stool	Clostridium_innocuum	8.52129
GF24_damC_3_stool	Enterococcus_faecalis	4.12662
GF24_damC_3_stool	Clostridium_paraputrificum	3.51533
GF24_damC_3_stool	Klebsiella_aerogenes	1.42014
GF24_damC_3_stool	Escherichia_coli	0.70718
GF24_damC_3_stool	Citrobacter_freundii	0.67333
GF24_damC_3_stool	Klebsiella_michiganensis	0.09871
GF24_damC_3_stool	Klebsiella_pneumoniae	0.03714
GF24_damC_3_stool	Clostridium_sp_7_2_43FAA	0.0104
GF24_damC_51_stool	Enterococcus_faecalis	25.71135
GF24_damC_51_stool	Clostridium_innocuum	18.95702
GF24_damC_51_stool	Clostridium_neonatale	13.59141
GF24_damC_51_stool	Clostridium_perfringens	11.84366
GF24_damC_51_stool	Clostridioides_difficile	8.36784
GF24_damC_51_stool	Escherichia_coli	6.15013
GF24_damC_51_stool	Proteus_mirabilis	4.91077
GF24_damC_51_stool	Klebsiella_oxytoca	4.58549
GF24_damC_51_stool	Klebsiella_michiganensis	2.76829
GF24_damC_51_stool	Klebsiella_aerogenes	1.75191
GF24_damC_51_stool	Clostridium_paraputrificum	0.90351
GF24_damC_51_stool	Enterobacter_cloacae_complex	0.27956
GF24_damC_51_stool	Clostridium_sp_7_2_43FAA	0.17906
GF24_Inoc_0	Klebsiella_aerogenes	68.29492
GF24_Inoc_0	Veillonella_parvula	9.03552
GF24_Inoc_0	Enterococcus_faecalis	7.01883
GF24_Inoc_0	Clostridium_neonatale	3.73174
GF24_Inoc_0	Clostridioides_difficile	3.0071
GF24_Inoc_0	Clostridium_perfringens	2.70375
GF24_Inoc_0	Clostridium_innocuum	2.21149
GF24_Inoc_0	Klebsiella_pneumoniae	2.08031
GF24_Inoc_0	Clostridium_paraputrificum	0.85446
GF24_Inoc_0	Proteus_mirabilis	0.2995
GF24_Inoc_0	Streptococcus_salivarius	0.27815
GF24_Inoc_0	Klebsiella_oxytoca	0.24734
GF24_Inoc_0	Escherichia_coli	0.13668
GF24_Inoc_0	Citrobacter_freundii	0.0503
GF24_Inoc_0	Varibaculum_cambriense	0.04989
GF26_A1_d101_cwash	Klebsiella_pneumoniae	79.29276
GF26_A1_d101_cwash	Klebsiella_variicola	14.83241
GF26_A1_d101_cwash	Klebsiella_quasipneumoniae	3.71844
GF26_A1_d101_cwash	Escherichia_coli	1.57297
GF26_A1_d101_cwash	Achromobacter_xylosoxidans	0.58342
GF26_A1_d65_cwash	Achromobacter_insuavis	100
GF26_A2_d101_cwash	Escherichia_coli	58.95254
GF26_A2_d101_cwash	Klebsiella_pneumoniae	34.33203
GF26_A2_d101_cwash	Klebsiella_variicola	4.83619
GF26_A2_d101_cwash	Klebsiella_quasipneumoniae	1.37627
GF26_A2_d101_cwash	Achromobacter_xylosoxidans	0.50298
GF26_A2_d149_cwash	Klebsiella_pneumoniae	91.01255
GF26_A2_d149_cwash	Klebsiella_variicola	8.98745
GF26_A3_d101_cwash	Klebsiella_pneumoniae	81.94642
GF26_A3_d101_cwash	Klebsiella_variicola	15.12082
GF26_A3_d101_cwash	Klebsiella_quasipneumoniae	2.09844
GF26_A3_d101_cwash	Escherichia_coli	0.50808
GF26_A3_d101_cwash	Achromobacter_xylosoxidans	0.32624
GF26_A3_d149_cwash	Citrobacter_freundii	98.86013
GF26_A3_d149_cwash	Klebsiella_pneumoniae	1.13987
GF26_A4_d101_cwash	Klebsiella_pneumoniae	82.90228
GF26_A4_d101_cwash	Klebsiella_variicola	13.94018
GF26_A4_d101_cwash	Klebsiella_quasipneumoniae	2.88676
GF26_A4_d101_cwash	Escherichia_coli	0.17417
GF26_A4_d101_cwash	Achromobacter_xylosoxidans	0.05365
GF26_A4_d101_cwash	Achromobacter_insuavis	0.04297
GF26_A4_d146_stool	Klebsiella_pneumoniae	80.23327
GF26_A4_d146_stool	Klebsiella_variicola	12.51751
GF26_A4_d146_stool	Escherichia_coli	4.62663
GF26_A4_d146_stool	Klebsiella_quasipneumoniae	2.62259
GF26_A4_d147_stool	Klebsiella_pneumoniae	78.08452
GF26_A4_d147_stool	Klebsiella_variicola	15.96511
GF26_A4_d147_stool	Escherichia_coli	4.19587
GF26_A4_d147_stool	Klebsiella_quasipneumoniae	1.7545
GF26_A4_d148_stool	Klebsiella_pneumoniae	82.52082
GF26_A4_d148_stool	Klebsiella_variicola	14.45425
GF26_A4_d148_stool	Klebsiella_quasipneumoniae	2.25183
GF26_A4_d148_stool	Escherichia_coli	0.7731
GF26_A4_d65_cwash	Achromobacter_insuavis	100
GF26_A5_d101_cwash	Klebsiella_pneumoniae	82.60077
GF26_A5_d101_cwash	Klebsiella_variicola	13.77875
GF26_A5_d101_cwash	Klebsiella_quasipneumoniae	3.18871
GF26_A5_d101_cwash	Escherichia_coli	0.22163
GF26_A5_d101_cwash	Achromobacter_xylosoxidans	0.21013
GF26_A7_d65_cwash	Achromobacter_xylosoxidans	100
GF26_A9_d149_cwash	Citrobacter_freundii	44.50616
GF26_A9_d149_cwash	Klebsiella_pneumoniae	42.04434
GF26_A9_d149_cwash	Klebsiella_variicola	10.51842
GF26_A9_d149_cwash	Klebsiella_quasipneumoniae	1.5968
GF26_A9_d149_cwash	Achromobacter_xylosoxidans	1.33428
GF26_Adam_d148_stool	Klebsiella_pneumoniae	74.09126
GF26_Adam_d148_stool	Klebsiella_variicola	14.18584
GF26_Adam_d148_stool	Escherichia_coli	6.80516
GF26_Adam_d148_stool	Klebsiella_quasipneumoniae	2.64418
GF26_Adam_d148_stool	Citrobacter_freundii	1.72608
GF26_Adam_d148_stool	Dermabacter_hominis	0.54748
GF26_Adam_d98_stool	Klebsiella_pneumoniae	48.12177
GF26_Adam_d98_stool	Escherichia_coli	36.39138
GF26_Adam_d98_stool	Klebsiella_variicola	8.60642
GF26_Adam_d98_stool	Citrobacter_freundii	2.98327
GF26_Adam_d98_stool	Dermabacter_hominis	2.13436
GF26_Adam_d98_stool	Klebsiella_quasipneumoniae	1.7059
GF26_Adam_d98_stool	Achromobacter_xylosoxidans	0.0569
GF26_Bdam_d133_stool	Klebsiella_pneumoniae	56.70097
GF26_Bdam_d133_stool	Escherichia_coli	24.9951
GF26_Bdam_d133_stool	Klebsiella_variicola	9.71755
GF26_Bdam_d133_stool	Citrobacter_freundii	5.08578
GF26_Bdam_d133_stool	Dermabacter_hominis	2.27508
GF26_Bdam_d133_stool	Klebsiella_quasipneumoniae	1.22552
GF26_Bdam_d85_stool	Klebsiella_pneumoniae	70.92864
GF26_Bdam_d85_stool	Klebsiella_variicola	12.06573
GF26_Bdam_d85_stool	Escherichia_coli	9.39585
GF26_Bdam_d85_stool	Citrobacter_freundii	3.76597
GF26_Bdam_d85_stool	Klebsiella_quasipneumoniae	2.31816
GF26_Bdam_d85_stool	Dermabacter_hominis	1.52564
GF26_Bdam_d91_stool	Klebsiella_pneumoniae	63.23283
GF26_Bdam_d91_stool	Escherichia_coli	16.39283
GF26_Bdam_d91_stool	Klebsiella_variicola	10.63763
GF26_Bdam_d91_stool	Citrobacter_freundii	4.86243
GF26_Bdam_d91_stool	Dermabacter_hominis	2.83105
GF26_Bdam_d91_stool	Klebsiella_quasipneumoniae	2.04324
GF26_Cdam_d98_stool	Clostridium_perfringens	25.70991
GF26_Cdam_d98_stool	Klebsiella_aerogenes	16.72097
GF26_Cdam_d98_stool	Enterococcus_faecalis	14.97965
GF26_Cdam_d98_stool	Klebsiella_oxytoca	11.99781
GF26_Cdam_d98_stool	Clostridium_innocuum	9.83427
GF26_Cdam_d98_stool	Finegoldia_magna	5.40198
GF26_Cdam_d98_stool	Proteus_mirabilis	5.03825
GF26_Cdam_d98_stool	Escherichia_coli	2.94427
GF26_Cdam_d98_stool	Clostridium_neonatale	2.89643
GF26_Cdam_d98_stool	Citrobacter_freundii	2.16953
GF26_Cdam_d98_stool	Klebsiella_pneumoniae	0.90958
GF26_Cdam_d98_stool	Clostridioides_difficile	0.84793
GF26_Cdam_d98_stool	Clostridium_paraputrificum	0.26094
GF26_Cdam_d98_stool	Klebsiella_michiganensis	0.22359
GF26_Cdam_d98_stool	Enterobacter_cloacae_complex	0.04314
GF26_Cdam_d98_stool	Achromobacter_xylosoxidans	0.02174
GF27_A1_d33_cwash	Klebsiella_aerogenes	83.93119
GF27_A1_d33_cwash	Klebsiella_pneumoniae	4.88426
GF27_A1_d33_cwash	Clostridium_paraputrificum	4.23615
GF27_A1_d33_cwash	Clostridium_innocuum	3.15951
GF27_A1_d33_cwash	Achromobacter_xylosoxidans	2.05392
GF27_A1_d33_cwash	Clostridium_perfringens	1.30782
GF27_A1_d33_cwash	Clostridioides_difficile	0.21588
GF27_A1_d33_cwash	Enterococcus_faecalis	0.11902
GF27_A1_d33_cwash	Clostridium_sp_7_2_43FAA	0.09225
GF27_A2_d33_cwash	Klebsiella_aerogenes	72.95344
GF27_A2_d33_cwash	Achromobacter_xylosoxidans	8.46391
GF27_A2_d33_cwash	Proteus_mirabilis	7.5553
GF27_A2_d33_cwash	Clostridium_innocuum	5.34267
GF27_A2_d33_cwash	Clostridium_paraputrificum	2.91825
GF27_A2_d33_cwash	Klebsiella_pneumoniae	1.97741
GF27_A2_d33_cwash	Clostridium_perfringens	0.69356
GF27_A2_d33_cwash	Clostridioides_difficile	0.09547
GF27_A3_d33_cwash	Klebsiella_aerogenes	82.75478
GF27_A3_d33_cwash	Clostridium_paraputrificum	5.9483
GF27_A3_d33_cwash	Achromobacter_xylosoxidans	2.73302
GF27_A3_d33_cwash	Clostridium_innocuum	2.69095
GF27_A3_d33_cwash	Clostridium_perfringens	2.34732
GF27_A3_d33_cwash	Klebsiella_pneumoniae	2.06709
GF27_A3_d33_cwash	Clostridioides_difficile	0.98583
GF27_A3_d33_cwash	Clostridium_sp_7_2_43FAA	0.47271
GF27_A6_d33_cwash	Klebsiella_aerogenes	82.83296
GF27_A6_d33_cwash	Klebsiella_pneumoniae	5.06279
GF27_A6_d33_cwash	Achromobacter_xylosoxidans	3.91934
GF27_A6_d33_cwash	Clostridium_perfringens	3.36353
GF27_A6_d33_cwash	Clostridium_paraputrificum	2.35805
GF27_A6_d33_cwash	Clostridium_innocuum	1.93248
GF27_A6_d33_cwash	Proteus_mirabilis	0.3168
GF27_A6_d33_cwash	Clostridioides_difficile	0.21406
GF27_A7_d33_cwash	Klebsiella_aerogenes	68.12133
GF27_A7_d33_cwash	Klebsiella_oxytoca	11.1401
GF27_A7_d33_cwash	Klebsiella_pneumoniae	9.56867
GF27_A7_d33_cwash	Achromobacter_xylosoxidans	3.7894
GF27_A7_d33_cwash	Clostridium_paraputrificum	3.25677
GF27_A7_d33_cwash	Clostridium_innocuum	3.08694
GF27_A7_d33_cwash	Clostridium_perfringens	0.74253
GF27_A7_d33_cwash	Clostridium_sp_7_2_43FAA	0.25633
GF27_A7_d33_cwash	Clostridioides_difficile	0.03793
GF27_A8_d33_cwash	Klebsiella_aerogenes	76.61184
GF27_A8_d33_cwash	Achromobacter_xylosoxidans	7.89298
GF27_A8_d33_cwash	Proteus_mirabilis	4.48541
GF27_A8_d33_cwash	Klebsiella_pneumoniae	3.74474
GF27_A8_d33_cwash	Clostridium_perfringens	2.89258
GF27_A8_d33_cwash	Clostridium_paraputrificum	2.57509
GF27_A8_d33_cwash	Clostridium_innocuum	1.05191
GF27_A8_d33_cwash	Escherichia_coli	0.54539
GF27_A8_d33_cwash	Clostridioides_difficile	0.14527
GF27_A8_d33_cwash	Clostridium_sp_7_2_43FAA	0.05479
GF27_GF27_Inoc	Klebsiella_aerogenes	37.72369
GF27_GF27_Inoc	Enterococcus_faecalis	29.34148
GF27_GF27_Inoc	Staphylococcus_epidermidis	25.82652
GF27_GF27_Inoc	Veillonella_parvula	3.021
GF27_GF27_Inoc	Clostridioides_difficile	0.95278
GF27_GF27_Inoc	Klebsiella_pneumoniae	0.91852
GF27_GF27_Inoc	Clostridium_neonatale	0.77853
GF27_GF27_Inoc	Staphylococcus_warneri	0.47192
GF27_GF27_Inoc	Clostridium_innocuum	0.39551
GF27_GF27_Inoc	Clostridium_perfringens	0.21587
GF27_GF27_Inoc	Streptococcus_salivarius	0.12803
GF27_GF27_Inoc	Klebsiella_oxytoca	0.12613
GF27_GF27_Inoc	Proteus_mirabilis	0.06071
GF27_GF27_Inoc	Varibaculum_cambriense	0.03931
Gn3_6B_dam_210806	Escherichia_coli	100
Gn3_6B_dam_210818	Escherichia_coli	100
Gn4_G_Innoc	Staphylococcus_epidermidis	93.4535
Gn4_G_Innoc	Escherichia_coli	6.5465
