Sample	p__Actinobacteria	p__Bacteroidetes	p__Firmicutes	p__Fusobacteria	p__Proteobacteria	p__Verrucomicrobia
GF20_d39_damc	55.59426	0	41.80334	0	2.60239	0
GF20_d40_c1	0	0	0	0	0	0
GF20_d40_c2	0	0	0	0	0	0
GF20_d40_c3	0	0	100	0	0	0
GF20_d40_c4	0	0	0	0	0	0
GF20_d40_c5	0	0	26.74963	0	73.25037	0
GF20_d40_c6	0	0	0	0	100	0
GF20_d66_c1	0	0	20.58222	0	79.41778	0
GF20_d66_c10	0	0	44.7189	0	55.2811	0
GF20_d66_c2	0	0	15.22996	0	84.77004	0
GF20_d66_c3	0	0	29.194	0	70.806	0
GF20_d66_c4	0	0	40.26183	0	59.73817	0
GF20_d66_c5	0	0	15.62125	0	84.37875	0
GF20_d66_c6	0.22339	0	20.60943	0	79.16718	0
GF20_d66_c7	0	0	52.31344	0	47.68656	0
GF20_d66_c8	0	0	22.28663	0	77.71337	0
GF20_d66_c9	0	0	48.06413	0	51.93587	0
GF20_d68_b2	0	0	0	0	100	0
GF20_d68_b3	1.08043	0	1.24698	0	97.67258	0
GF20_d68_b4	0	0	0	0	100	0
GF20_d68_b5	0	0	0	0	100	0
GF20_d68_b6	0	0	0	0	100	0
GF20_d68_b7	0	0	0	0	100	0
GF20_d68_b8	0	0	0	0	100	0
GF20_d75_dama	58.5578	0	38.48917	0	2.95303	0
GF20_d75_damc	3.10304	0	72.20633	0	24.69063	0
GF20_d81_a1	0	0	20.99192	0	79.00808	0
GF20_d81_a2	0	0	16.12355	0	83.87645	0
GF20_d81_a3	0	0	0	0	100	0
GF20_d81_a4	0	0	10.49547	0	89.50453	0
GF20_d81_a5	0	0	41.94107	0	58.05893	0
GF20_d81_a6	0	0	23.33675	0	76.66325	0
GF20_d81_a7	0.02664	0	35.03907	0	64.93429	0
GF20_d89_b2	0	0	56.37539	0	43.62461	0
GF20_d89_b3	0	0	0	0	100	0
GF20_d89_b4	0	0	0	0	0	0
GF20_d89_b5	0	0	100	0	0	0
GF20_d89_b6	0	0	1.37208	0	98.62792	0
GF20_d89_b7	0	0	0	0	0	0
GF23_d0__inoc	5.39813	0	40.59132	0	54.01054	0
GF23_d0_dama	0	0	0	0	0	0
GF23_d0_damb	0	0	0	0	0	0
GF23_d0_damc	0	0	0	0	0	0
GF23_d10_dama	36.73312	0	56.70336	0	6.56352	0
GF23_d10_damb	29.09507	0	59.46016	0	11.44476	0
GF23_d10_damc	0	0	0	0	0	0
GF23_d17_dama	14.72056	0	78.18715	0	7.09229	0
GF23_d17_damb	15.78471	0	76.67086	0	7.54442	0
GF23_d17_damc	15.66296	0	76.71889	0	7.61815	0
GF23_d19_dama	0	0	0	0	0	0
GF23_d32_dama	0	0	0	0	0	0
GF23_d32_damb	14.58493	0	81.17144	0	4.24363	0
GF23_d32_damc	0	0	0	0	0	0
GF23_d35_c1	0	0	0	0	0	0
GF23_d36_c1	0	0	0	0	100	0
GF23_d36_c2	0	0	0	0	100	0
GF23_d36_c3	0	0	0	0	100	0
GF23_d36_c4	0	0	6.14625	0	93.85375	0
GF23_d39_damb	9.27951	0	86.63417	0	4.08632	0
GF23_d47_dama	0	0	0	0	0	0
GF23_d47_damb	12.82067	0	80.34276	0	6.83657	0
GF23_d47_damc	0	0	0	0	0	0
GF23_d52_a1	0	0	0	0	0	0
GF23_d52_a2	0	0	0.47125	0	99.52875	0
GF23_d52_a5	0	0	0.98177	0	99.01823	0
GF23_d52_a6	0	0	0	0	0	0
GF23_d52_a8	0	0	0.06848	0	99.93152	0
GF23_d52_a9	0	0	0.61549	0	99.38451	0
GF23_d54_damc	6.94825	0	87.10313	0	5.94862	0
GF23_d56_c2	0	0	0	0	100	0
GF23_d56_c3	0	0	0	0	100	0
GF23_d56_c6	0	0	0.15615	0	99.84385	0
GF23_d57_c2	0	0	1.73839	0	98.26161	0
GF23_d57_c4	0	0	0	0	100	0
GF23_d57_c5	0	0	0	0	0	0
GF23_d58_c3	0	0	100	0	0	0
GF23_d59_c1	0	0	7.14575	0	92.85425	0
GF23_d59_c2	0	0	100	0	0	0
GF23_d59_c4	0	0	100	0	0	0
GF23_d59_c6	0	0	0	0	100	0
GF23_d62_dama	4.59217	0	89.21813	0	6.1897	0
GF23_d62_damb	8.92074	0	84.2437	0	6.83556	0
GF23_d62_damc	8.78291	0	80.17652	0	11.04057	0
GF23_d7_damb	62.34164	0	31.63246	0	6.02589	0
GF23_d7_damc	14.94552	0	75.8418	0	9.21268	0
GF23_d77_damb	12.44551	0	79.72289	0	7.8316	0
GF23_d80_c3	0	0	0	0	100	0
GF23_d80_c5	0	0	0	0	0	0
GF23_d80_c7	0	0	0	0	100	0
GF23_d82_c2	0	0	0	0	0	0
GF23_d82_c6	0	0	0	0	0	0
GF23_d83_c4	0	0	0	0	0	0
GF23_d83_c5	0	0	0	0	0	0
GF23_d84_c1	0	0	100	0	0	0
GF23_d84_c2	0	0	100	0	0	0
GF23_d84_c3	0	0	100	0	0	0
GF23_d84_c4	0	0	100	0	0	0
GF23_d84_c5	0	0	100	0	0	0
GF23_d84_c9	0	0	100	0	0	0
GF23_d89_damb	10.68078	0	83.11231	0	6.20691	0
GF23_d89_damc	2.16986	0	88.91289	0	8.91725	0
GF3_AB_Sire_day4	41.71299	0	53.41849	0	4.86852	0
GF3_B_Sire_day19	42.5125	0	47.55805	0	9.92945	0
GF3_B_Sire_day30	32.16714	0	57.57864	0	10.25422	0
GF3_C_dam_day19	31.59842	0	67.09523	0	1.30635	0
GF3_C_dam_day4	26.87296	0	11.22841	0	61.89863	0
GF3_C_Sire_day19	13.57464	0	29.03075	0	57.39462	0
GF3_C_Sire_day30	46.9662	0	47.93049	0	5.10331	0
GF3_C_Sire_day4	46.21263	0	48.14305	0	5.64432	0
GF3_C1_day30	54.95997	0	19.09457	0	25.94546	0
GF3_C1_day32	54.24991	0	28.59824	0	17.15185	0
GF3_C1_day34	55.96762	0	32.97364	0	11.05874	0
GF3_C2_day30	0	0	0.16191	0	99.83809	0
GF3_C2_day32	9.91644	0	12.39263	0	77.69093	0
GF3_C2_day35	31.59842	0	67.09523	0	1.30635	0
GF3_C2_day38	4.78405	0	3.01642	0	92.19953	0
GF3_C2_day39	4.8555	0	21.55315	0	73.59134	0
GF3_C2_day40	1.00884	0	9.57851	0	89.41265	0
GF3_C2_day41	18.73979	0	81.26021	0	0	0
GF3_C2_day42	25.46477	0	57.30731	0	17.22792	0
GF3_C2_day45	38.62494	0	49.67454	0	11.70051	0
GF3_C3_day30	50.91623	0	26.30903	0	22.77474	0
GF3_C3_day32	0	0	1.1922	0	98.8078	0
GF3_C3_day34	27.97982	0	65.01144	0.02018	6.98857	0
GF3_C3_day35	29.57829	0	68.13534	0	2.28637	0
GF3_C3_day39	0	0	0	0	100	0
GF3_C3_day40	0.48816	0	3.43436	0	96.07747	0
GF3_C3_day41	0	0	100	0	0	0
GF3_C3_day42	19.10468	0	60.07903	0	20.81629	0
GF3_C3_day45	45.31227	0	47.72307	0	6.96466	0
GF3_C4_day30	64.01304	0	18.26248	0	17.72448	0
GF3_C4_day32	0	0	4.23	0	95.77	0
GF3_C4_day34	40.52758	0	48.50211	0	10.97031	0
GF3_C4_day38	0.72192	0	0.26995	0	99.00813	0
GF3_C4_day39	1.38912	0	2.9861	0	95.62477	0
GF3_C4_day40	0	0	100	0	0	0
GF3_C4_day41	13.78776	0	86.21224	0	0	0
GF3_C4_day42	35.17645	0	52.85628	0	11.96727	0
GF3_C4_day45	34.21025	0	57.47678	0	8.31298	0
GF3_C5_day30	0.35395	0	0.12041	0	99.52564	0
GF3_C5_day39	1.73798	0	12.39642	0	85.86561	0
GF3_C5_day41	0.41112	0	99.58888	0	0	0
GF3_C5_day42	46.52835	0	43.51185	0	9.9598	0
GF3_C5_day45	57.13328	0	37.01341	0	5.85331	0
GF3_C6_day30	1.11041	0	2.92191	0	95.96768	0
GF3_C6_day35	0	0	0	0	100	0
GF3_C6_day38	0	0	0	0	100	0
GF3_C6_day39	2.1763	0	9.16038	0	88.66333	0
GF3_C6_day41	10.69772	0	77.86961	0	11.43267	0
GF3_C6_day42	57.31886	0	36.91495	0	5.76619	0
GF3_C6_day45	51.67369	0	39.44715	0	8.87916	0
GF3_C7_day40	17.95539	0	82.04461	0	0	0
GF3_C7_day41	38.84773	0	54.39029	0	6.76198	0
GF3_C7_day42	13.69841	0	74.99633	0	11.30526	0
GF3_C7_day45	41.70374	0	47.78776	0	10.5085	0
GF3_C8_day30	22.24065	0	10.44871	0	67.31064	0
GF3_C8_day32	0.05581	0	8.00998	0	91.93421	0
GF3_C8_day34	46.21263	0	48.14305	0	5.64432	0
GF3_C8_day39	1.30801	0	4.68598	0	94.00601	0
GF3_C8_day40	0	0	100	0	0	0
GF3_C8_day41	62.27529	0	30.97341	0	6.75131	0
GF3_C8_day42	47.13748	0	46.35825	0	6.50427	0
GF3_C8_day45	49.52601	0	45.33723	0	5.13677	0
GF3_C9_day30	15.19613	0	16.54278	0	68.26109	0
GF3_C9_day32	62.07286	0	22.16777	0	15.75938	0
GF3_C9_day34	46.45479	0	50.22234	0	3.32286	0
GF3_C9_day38	3.22685	0	2.10749	0	94.66566	0
GF3_C9_day39	3.75526	0	12.53201	0	83.71274	0
GF3_C9_day40	0	0	41.72633	0	58.27367	0
GF3_C9_day41	15.67679	0	68.22811	0	16.0951	0
GF3_C9_day42	48.83157	0	42.36841	0	8.80002	0
GF3_C9_day45	61.03244	0	31.58326	0	7.3843	0
GF3_inoc	16.23477	0	54.63425	0	29.13098	0
GF4_A0	0	0	0	0	0	0
GF4_B0	0	0	0	0	0	0
GF4_B1_D35	18.13104	0	81.86896	0	0	0
GF4_B1_D36	0.59973	0	86.99941	0	12.40086	0
GF4_B1_d37	0	0	100	0	0	0
GF4_B2_d35	1.13433	0	16.33196	0	82.53371	0
GF4_B2_d36	0	0	0	0	100	0
GF4_B2_d37	0	0	0	0	0	0
GF4_B3_d35	14.99204	0	85.00796	0	0	0
GF4_B3_d36	4.34166	0	73.41676	0	22.24158	0
GF4_B3_d37	0	0	100	0	0	0
GF4_B3_d38	0	0	0	0	0	0
GF4_B3_d42	53.55772	0	40.6225	0	5.81978	0
GF4_B3_d43	44.13371	0	52.30785	0	3.55844	0
GF4_B3_d44	73.65812	0	23.6255	0	2.71638	0
GF4_B3_d46	77.56029	0	15.31131	0	7.12841	0
GF4_B3_LI	90.22326	0	5.62195	0	4.15478	0
GF4_B3_MLN	0	0	0	0	0	0
GF4_B3_SI	96.6448	0	3.3552	0	0	0
GF4_B4_d35	10.58381	0	89.41619	0	0	0
GF4_B4_d37	0	0	0	0	0	0
GF4_B4_d38	0	0	100	0	0	0
GF4_B5_d35	2.06697	0	78.5023	0	19.43073	0
GF4_Bdam_d10	59.57224	0	38.06849	0	2.35927	0
GF4_Bsire_d10	56.15246	0	38.91378	0	4.93376	0
GF4_Bsire_d2	69.96521	0	23.54905	0	6.48573	0
GF4_C0	0	0	0	0	0	0
GF4_C1_d36	0	0	3.67169	0	96.32831	0
GF4_C1_D37	0	0	46.61874	0	53.38126	0
GF4_C1_d39	0.10618	0	63.12708	0	36.76674	0
GF4_C1_d41	0	0	0	0	0	0
GF4_C1_d43	0	0	76.5445	0	23.4555	0
GF4_C1_d46	0	0	82.8481	0	17.1519	0
GF4_C1_LI	58.89099	0	33.7827	0	7.32631	0
GF4_C1_MLN	0	0	0	0	0	0
GF4_C1_SI	74.12533	0	18.20344	0	7.67123	0
GF4_C2_d35	0	0	81.13808	0	18.86192	0
GF4_C2_D36	0	0	58.7277	0	41.2723	0
GF4_C2_d37	0	0	44.70805	0	55.29195	0
GF4_C2_d38	0	0	65.004	0	34.996	0
GF4_C2_d39	0	0	69.4231	0	30.5769	0
GF4_C2_d43	1.71639	0	87.76359	0	10.52002	0
GF4_C2_d45	2.39023	0	87.786	0	9.82377	0
GF4_C2_d46	15.77826	0	71.31127	0	12.91047	0
GF4_C2_LI	97.89862	0	1.458	0	0.64339	0
GF4_C2_MLN	0	0	0	0	0	0
GF4_C2_SI	99.79752	0	0.20248	0	0	0
GF4_C3_d35	1.04135	0	61.70128	0	37.25737	0
GF4_C3_d36	0.37763	0	29.01738	0	70.60499	0
GF4_C3_d38	0	0	76.09519	0	23.90481	0
GF4_C3_d41	0	0	0	0	0	0
GF4_C3_d42	1.22375	0	86.67525	0	12.101	0
GF4_C3_d43	11.6821	0	78.00183	0	10.31607	0
GF4_C3_d44	15.21052	0	77.50881	0	7.28067	0
GF4_C3_d45	19.36727	0	69.13473	0	11.498	0
GF4_C3_d46	5.15493	0	83.06481	0	11.78026	0
GF4_C3_LI	80.82215	0	14.1783	0	4.99954	0
GF4_C3_MLN	0	0	0	0	0	0
GF4_C3_SI	98.35113	0	1.3562	0	0.29266	0
GF4_C4_d35	3.26055	0	80.5892	0	16.15025	0
GF4_C4_d36	2.13291	0	89.5761	0	8.29099	0
GF4_C4_d37	0	0	65.48258	0	34.51742	0
GF4_C4_d38	0	0	0	0	0	0
GF4_C4_D39	0.52787	0	85.61207	0	13.86006	0
GF4_C5_d43	0.08055	0	86.78223	0	13.13722	0
GF4_C5_d45	11.49531	0	71.69311	0	16.81158	0
GF4_C5_d46	6.78781	0	83.00318	0	10.20901	0
GF4_C5_LI	88.52486	0	8.69578	0	2.77936	0
GF4_C5_MLN	0	0	0	0	0	0
GF4_C5_SI	100	0	0	0	0	0
GF4_Cdam_d16	22.93221	0	71.89862	0	5.16917	0
GF4_Csire_d16	36.16496	0	60.3606	0	3.47445	0
GF4_Csire_d2	53.16397	0	38.64854	0	8.18749	0
GF4_EMPTY	0	0	0	0	0	0
GF4_INOC_GF45	64.44663	0	28.29277	0	7.2606	0
GF4_W1	0	0	0	0	0	0
GF4_W2	0	0	0	0	0	0
GF4_W3	0	0	0	0	0	0
GF4_W4	0	0	0	0	0	0
GF4_W5	0	0	0	0	0	0
GF5_A_DAM_D0	0	0	0	0	100	0
GF5_A_DAM_D24	56.22462	0	38.48056	0	5.29482	0
GF5_A1_COLON_190628	0	0	0	0	0	0
GF5_A1_COLON_190815	67.74715	0	29.63477	0	2.61809	0
GF5_A1_D46	1.24955	0	9.14565	0	89.6048	0
GF5_A1_D47	0.95731	0	44.05126	0	54.99143	0
GF5_A1_D48	0	0	0	0	100	0
GF5_A1_D79	6.89586	0	3.37781	0	89.72633	0
GF5_A1_D80	0.29311	0	0.27618	0	99.43072	0
GF5_A1_D81	0.33733	0	1.85156	0	97.81111	0
GF5_A1_D82	0	0	0	0	0	0
GF5_A1_D83	0	0	100	0	0	0
GF5_A1_D88	6.87218	0	48.01803	0	45.10979	0
GF5_A2_COLON_190628	0	0	100	0	0	0
GF5_A2_D46	1.28945	0	4.33968	0	94.37087	0
GF5_A2_D48	69.6031	0	23.21979	0	7.17711	0
GF5_A2_D79	9.06376	0	3.36432	0	87.57192	0
GF5_A2_D80	0	0	0	0	100	0
GF5_A3_COLON_190628	0	0	85.55444	0	14.44556	0
GF5_A3_D46	6.6925	0	5.19392	0	88.11358	0
GF5_A3_D80	0	0	0	0	0	0
GF5_A4_COLON_190628	0	0	0	0	0	0
GF5_A4_D46	1.372	0	3.41918	0	95.20882	0
GF5_A4_D48	0	0	100	0	0	0
GF5_A4_D79	0	0	0	0	0	0
GF5_A5_D46	1.24414	0	1.51628	0	97.23958	0
GF5_A5_D47	0	0	0	0	0	0
GF5_A5_D79	0	0	45.30301	0	54.69699	0
GF5_A5_D80	0	0	100	0	0	0
GF5_A6_COLON_190628	0	0	0	0	0	0
GF5_A6_D81	1.42213	0	12.96479	0	85.61308	0
GF5_A6_D82	12.94094	0	58.9488	0	28.11026	0
GF5_A7_COLON_190628	0	0	0	0	0	0
GF5_A7_COLON_190815	84.61875	0	12.46527	0	2.91598	0
GF5_A7_D46	0.9025	0	8.03493	0	91.06258	0
GF5_A7_D79	0.47309	0	88.90853	0	10.61838	0
GF5_A7_D80	17.11014	0	60.58302	0	22.30684	0
GF5_A7_D81	12.03925	0	82.77284	0	5.1879	0
GF5_A7_D82	60.00185	0	39.99815	0	0	0
GF5_A7_D83	0	0	100	0	0	0
GF5_A7_D84	0.92209	0	94.48067	0	4.59724	0
GF5_A7_D87	43.7685	0	50.88394	0	5.34756	0
GF5_A8_COLON_190815	61.13288	0	35.16954	0	3.69759	0
GF5_A8_D79	0.36358	0	17.73513	0	81.90129	0
GF5_A8_D83	0	0	100	0	0	0
GF5_A8_D87	2.10524	0	93.63518	0	4.25958	0
GF5_B_COLON_M1	0	0	0	0	100	0
GF5_B_COLON_M2	0	0	19.62138	0	80.37862	0
GF5_B_COLON_M3	0	0	0	0	0	0
GF5_B_COLON_M4	0	0	0	0	0	0
GF5_B_COLON_P1	100	0	0	0	0	0
GF5_B_DAM_D3	44.42415	0	49.54122	0	6.03463	0
GF5_B1_COLON_190815	6.1868	0	89.02195	0	4.79125	0
GF5_B1_D80	0	0	2.2705	0	97.7295	0
GF5_B1_D82	7.63627	0	25.66591	0	66.69783	0
GF5_B1_D83	0	0	33.15311	0	66.84689	0
GF5_B1_D84	0	0	36.5467	0	63.4533	0
GF5_B2_D79	0	0	0	0	100	0
GF5_B2_D80	0	0	0	0	100	0
GF5_B3_COLON_190815	9.90658	0	83.16389	0	6.92953	0
GF5_B3_D79	0.11946	0	2.27953	0	97.60101	0
GF5_B3_D81	0	0	92.29696	0	7.70304	0
GF5_B3_D82	0	0	48.66411	0	51.33589	0
GF5_B3_D83	0	0	32.82118	0	67.17882	0
GF5_B4_D79	0.6507	0	62.92896	0	36.42034	0
GF5_B5_D79	0.43635	0	72.91035	0	26.6533	0
GF5_B5_D80	0	0	62.62711	0	37.37289	0
GF5_B6_COLON_190815	20.56245	0	71.65717	0	7.78038	0
GF5_B6_D79	0	0	14.70301	0	85.29699	0
GF5_B6_D84	0.35657	0	93.57764	0	6.06579	0
GF5_B7_COLON_190815	12.86159	0	75.64917	0	11.48924	0
GF5_B7_D79	0.14619	0	97.18658	0	2.66724	0
GF5_B7_D80	0.01591	0	83.52085	0	16.46325	0
GF5_B7_D82	0	0	88.23158	0	11.76842	0
GF5_B7_D84	0	0	0	0	0	0
GF5_C_DAM_D0	0	0	0	0	0	0
GF5_C_DAM_D24	26.97307	0	69.73492	0	3.292	0
GF5_C_DAM_D3	52.13986	0	44.12509	0	3.73505	0
GF5_C1_COLON_190628	0.96743	0	82.86584	0	16.16674	0
GF5_C1_COLON_190815	0	0	21.18323	0	78.81677	0
GF5_C1_D46	0.02131	0	10.59744	0	89.38125	0
GF5_C1_D47	0.13587	0	27.61766	0	72.24647	0
GF5_C1_D48	10.12398	0	46.95833	0	42.91769	0
GF5_C2_COLON_190815	0	0	0	0	100	0
GF5_C2_D46	0.74889	0	10.05695	0	89.19416	0
GF5_C3_COLON_190628	0	0	78.03324	0	21.96676	0
GF5_C3_COLON_190815	0	0	0	0	100	0
GF5_C3_D46	1.30364	0	1.70975	0	96.9866	0
GF5_C4_COLON_190628	0	0	59.84067	0	40.15933	0
GF5_C4_D46	0.76863	0	15.64176	0	83.58961	0
GF5_C4_D47	0	0	6.12645	0	93.87355	0
GF5_C5_COLON_190628	0	0	71.96499	0	28.03501	0
GF5_C5_D47	2.37838	0	1.37569	0	96.24593	0
GF5_C6_D46	1.64819	0	0.80604	0	97.54577	0
GF5_COLON_A1	0	0	0	0	100	0
GF5_COLON_A2	0	0	0	0	100	0
GF5_EMPTY	0	0	0	0	0	0
GF6_A1_COLON_D54	0	0	81.28818	0	18.71182	0
GF6_A1_COLON_D88	0	0	23.03318	0	76.96682	0
GF6_A1_D53	1.2494	0	19.86886	0	78.88174	0
GF6_A1_D87	0	0	58.26728	0	41.73272	0
GF6_A1_D88	0	0	0	0	0	0
GF6_A2_COLON_D105	21.83993	0	77.51842	0	0.64164	0
GF6_A2_COLON_D54	0.20931	0	70.06787	0	29.72282	0
GF6_A2_D51	0	0	13.68719	0	86.31281	0
GF6_A2_D52	0	0	0	0	100	0
GF6_A2_D87	12.59974	0	16.59299	0	70.80727	0
GF6_A2_D93	1.81383	0	72.61228	0	25.57389	0
GF6_A3_COLON_D54	0	0	83.12764	0	16.87236	0
GF6_A3_COLON_D88	0	0	6.08236	0	93.91764	0
GF6_A3_D51	11.91587	0	5.9688	0	82.11532	0
GF6_A3_D52	0.80719	0	24.75062	0	74.44219	0
GF6_A3_D53	2.21508	0	33.31576	0	64.46915	0
GF6_A3_D87	0	0	0	0	100	0
GF6_A4_COLON_D105	22.21706	0	76.82394	0	0.959	0
GF6_A4_COLON_D54	0	0	55.60658	0	44.39342	0
GF6_A4_D51	0	0	28.73958	0	71.26042	0
GF6_A4_D53	2.50157	0	22.06905	0	75.42938	0
GF6_A4_D93	1.94222	0	80.89322	0	17.16456	0
GF6_A5_COLON_D105	27.7575	0	70.70019	0	1.5423	0
GF6_A5_D51	0	0	16.97531	0	83.02469	0
GF6_A5_D87	6.47996	0	0	0	93.52004	0
GF6_A5_D90	32.65667	0	19.76935	0	47.57398	0
GF6_A5_D91	7.59475	0	48.19556	0	44.20969	0
GF6_A6_COLON_D105	13.38067	0	84.87168	0	1.74764	0
GF6_A6_COLON_D54	0.42237	0	83.61007	0	15.96755	0
GF6_A6_D53	0.91311	0	24.1925	0	74.89439	0
GF6_A6_D87	0	0	6.50929	0	93.49071	0
GF6_A6_D88	0	0	10.08161	0	89.91839	0
GF6_A6_D91	1.28994	0	72.6669	0	26.04317	0
GF6_A7_D87	0	0	0	0	100	0
GF6_A8_COLON_D105	16.7386	0	82.06619	0	1.19521	0
GF6_A8_COLON_D54	0	0	93.15302	0	6.84698	0
GF6_A8_D51	1.70156	0	5.99787	0	92.30057	0
GF6_A8_D52	0	0	7.64895	0	92.35105	0
GF6_A8_D53	3.66071	0	58.81001	0	37.52928	0
GF6_A8_D89	0.51218	0	55.77404	0	43.71378	0
GF6_A8_D91	13.16728	0	77.26038	0	9.57233	0
GF6_A8_D93	2.82614	0	77.57665	0	19.59721	0
GF6_ADAM_D0	1.84337	0	66.99417	0	31.16246	0
GF6_ADAM_D67	0	0	0	0	0	0
GF6_ASIRE_D57	60.90151	0	34.80146	0	4.29702	0
GF6_B_DAM_D22	55.50471	0	39.9868	0	4.50849	0
GF6_B1_COLON_D105	0	0	0	0	0	0
GF6_B1_D63	1.85168	0	1.37318	0	96.77514	0
GF6_B1_D64	1.91589	0	2.76584	0	95.31826	0
GF6_B1_D66	0	0	100	0	0	0
GF6_B1_D87	0	0	0	0	100	0
GF6_B1_D89	58.22707	0	35.55714	0	6.2158	0
GF6_B1_D91	22.20171	0	71.43111	0	6.36718	0
GF6_B1_D93	2.17353	0	41.81545	0	56.01103	0
GF6_B10_D63	0.27419	0	1.18549	0	98.54032	0
GF6_B10_D64	0.87194	0	7.16427	0	91.96378	0
GF6_B10_D66	0	0	0	0	0	0
GF6_B2_COLON_D105	22.18197	0	75.10439	0	2.71364	0
GF6_B2_D63	0.85669	0	43.56817	0	55.57515	0
GF6_B2_D66	0	0	21.59868	0	78.40132	0
GF6_B2_D87	0	0	16.5631	0	83.4369	0
GF6_B2_D89	69.18771	0	30.81229	0	0	0
GF6_B3_COLON_D105	24.89896	0	73.16219	0	1.93885	0
GF6_B3_D63	1.22541	0	3.86507	0	94.90952	0
GF6_B3_D66	0.29986	0	83.37041	0	16.32973	0
GF6_B3_D87	1.53608	0	27.72187	0	70.74205	0
GF6_B3_D89	0	0	0	0	100	0
GF6_B3_D91	12.54179	0	87.45821	0	0	0
GF6_B3_D93	48.41796	0	47.30793	0	4.27411	0
GF6_B4_COLON_D105	28.72467	0	68.73326	0	2.54208	0
GF6_B4_D64	2.14736	0	6.16069	0	91.69195	0
GF6_B4_D66	0	0	100	0	0	0
GF6_B4_D87	1.53934	0	25.27604	0	73.18462	0
GF6_B4_D89	40.8675	0	59.1325	0	0	0
GF6_B4_D90	0	0	0	0	0	0
GF6_B4_D93	28.33239	0	61.29875	0	10.36886	0
GF6_B5_COLON_D105	25.708	0	71.39268	0	2.89932	0
GF6_B5_D66	0	0	100	0	0	0
GF6_B5_D87	0	0	0	0	0	0
GF6_B5_D90	65.1004	0	34.8996	0	0	0
GF6_B5_D91	67.8098	0	32.1902	0	0	0
GF6_B6_COLON_D105	25.53486	0	71.25636	0	3.20878	0
GF6_B6_D63	1.05813	0	7.34992	0	91.59195	0
GF6_B6_D64	1.36745	0	8.15577	0	90.47678	0
GF6_B6_D66	0	0	90.61277	0	9.38723	0
GF6_B6_D87	0	0	0	0	100	0
GF6_B6_D90	55.92411	0	44.07589	0	0	0
GF6_B6_D91	17.86355	0	82.13645	0	0	0
GF6_B6_D93	1.01776	0	60.66779	0	38.31445	0
GF6_B7_COLON_D105	12.40464	0	84.80384	0	2.79152	0
GF6_B7_D63	1.33669	0	16.88059	0	81.78272	0
GF6_B7_D66	0	0	77.53774	0	22.46226	0
GF6_B7_D87	0	0	1.03911	0	98.96089	0
GF6_B7_D90	62.71699	0	37.28301	0	0	0
GF6_B7_D91	100	0	0	0	0	0
GF6_B7_D93	0	0	81.86983	0	18.13017	0
GF6_B8_COLON_D105	11.58468	0	82.91517	0	5.50015	0
GF6_B8_D63	1.32866	0	4.0756	0	94.59574	0
GF6_B8_D66	0	0	84.98462	0	15.01538	0
GF6_B8_D91	0.64463	0	87.88785	0	11.46753	0
GF6_B9_D63	0	0	0	0	0	0
GF6_B9_D66	0	0	92.40079	0	7.59921	0
GF6_GF6MERO3_COLON	0	0	0	0	0	0
GF6_GFMERO1_COLON	0	0	0	0	0	0
GF6_GFMERO2_COLON	0	0	0	0	0	0
GF6_GFPBS1_COLON	0	0	100	0	0	0
GF6_GFPBS2_COLON	0	0	100	0	0	0
GF6_GFPBS3_COLON	0	0	100	0	0	0
GF6_INOC	49.122	0	42.74161	0	8.1364	0
GF6_WATER_D9	0	0	0	0	0	0
GF6_WATER_H11	77.69976	0	13.0856	0	9.21464	0
GF6_WATER_H12	0	0	0	0	0	0
GF6_WATER	0	0	0	0	0	0
GF7_A1_COLON_D47	0	6.64368	82.35679	0	9.31484	1.68468
GF7_A3_COLON_D47	0	0	78.11987	0	21.88013	0
GF7_A4_COLON_D47	0	0	93.19266	0	6.80734	0
GF7_A5_COLON_D47	0	0	96.12533	0	3.87467	0
GF7_A6_COLON_D47	0	0	92.96064	0	7.03936	0
GF7_A7_COLON_D47	0	0	82.93775	0	17.06225	0
GF7_ADAM_D0	100	0	0	0	0	0
GF7_ADAM_D5	41.13349	0	53.03727	0	5.82924	0
GF7_ADAM_D78	50.36411	0	43.1915	0	6.44438	0
GF7_ASIRE_D22	0	0	0	0	0	0
GF7_ASIRE_D36	1.80472	0	77.58599	0	20.60929	0
GF7_B1_COLON_D47	1.24397	0	85.04394	0	13.71209	0
GF7_B1_D30	0	0	7.19167	0	92.80833	0
GF7_B1_D31	0	0	26.5351	0	73.4649	0
GF7_B1_D32	0	0	73.35137	0	26.64863	0
GF7_B1_D33	0	0	75.86781	0	24.13219	0
GF7_B1_D36	0	0	75.6872	0	24.3128	0
GF7_B2_COLON_D47	1.86219	0	83.93645	0	14.20137	0
GF7_B2_D30	0	0	2.04341	0	97.95659	0
GF7_B2_D34	0	0	69.88318	0	30.11682	0
GF7_B2_D36	0	0	63.26008	0	36.73992	0
GF7_B3_D30	0	0	2.11308	0	97.88692	0
GF7_B3_D31	0	0	23.09656	0	76.90344	0
GF7_B3_D33	0	0	75.15624	0	24.84376	0
GF7_B3_D36	0	0	66.73413	0	33.26587	0
GF7_B4_COLON_D47	0	0	63.41103	0	36.58897	0
GF7_B4_D35	0	0	87.33285	0	12.66715	0
GF7_B4_D36	0	0	69.03002	0	30.96998	0
GF7_B5_COLON_D47	2.20333	0	75.73507	0	22.0616	0
