Sample	c__Actinobacteria	c__Alphaproteobacteria	c__Bacilli	c__Bacteroidia	c__Betaproteobacteria	c__Clostridia	c__Coriobacteriia	c__Epsilonproteobacteria	c__Erysipelotrichia	c__Fusobacteriia	c__Gammaproteobacteria	c__Negativicutes	c__Proteobacteria_unclassified	c__Tissierellia	c__Verrucomicrobiae
GF6_B4_D64	2.14736	0	3.892	0	0	2.26869	0	0	0	0	91.69195	0	0	0	0
GF6_B4_D66	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
GF6_B4_D87	1.53934	0	12.38831	0	0	12.70367	0	0	0	0	73.18462	0	0	0.18406	0
GF6_B4_D89	40.8675	0	59.1325	0	0	0	0	0	0	0	0	0	0	0	0
GF6_B4_D90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF6_B4_D93	28.33239	0	1.42168	0	0	59.87706	0	0	0	0	10.36886	0	0	0	0
GF6_B5_COLON_D105	25.708	0	1.06112	0	0	70.33156	0	0	0	0	2.89932	0	0	0	0
GF6_B5_D66	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
GF6_B5_D87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF6_B5_D90	65.1004	0	34.8996	0	0	0	0	0	0	0	0	0	0	0	0
GF6_B5_D91	67.8098	0	32.1902	0	0	0	0	0	0	0	0	0	0	0	0
GF6_B6_COLON_D105	25.53486	0	0.91414	0	0	70.34222	0	0	0	0	3.20878	0	0	0	0
GF6_B6_D63	1.05813	0	7.34992	0	0	0	0	0	0	0	91.59195	0	0	0	0
GF6_B6_D64	1.36745	0	6.04352	0	0	1.98019	0	0	0	0	90.47678	0	0	0.13206	0
GF6_B6_D66	0	0	0.63889	0	0	89.97388	0	0	0	0	9.38723	0	0	0	0
GF6_B6_D87	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF6_B6_D90	55.92411	0	44.07589	0	0	0	0	0	0	0	0	0	0	0	0
GF6_B6_D91	17.86355	0	82.13645	0	0	0	0	0	0	0	0	0	0	0	0
GF6_B6_D93	1.01776	0	21.44608	0	0	39.22171	0	0	0	0	38.31445	0	0	0	0
GF6_B7_COLON_D105	12.40464	0	0.29836	0	0	84.50548	0	0	0	0	2.79152	0	0	0	0
GF6_B7_D63	1.33669	0	16.88059	0	0	0	0	0	0	0	81.78272	0	0	0	0
GF6_B7_D66	0	0	1.63209	0	0	75.90565	0	0	0	0	22.46226	0	0	0	0
GF6_B7_D87	0	0	1.03911	0	0	0	0	0	0	0	98.96089	0	0	0	0
GF6_B7_D90	62.71699	0	36.89766	0	0	0	0	0	0	0	0	0	0	0.38536	0
GF6_B7_D91	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF6_B7_D93	0	0	3.30396	0	0	78.56587	0	0	0	0	18.13017	0	0	0	0
GF6_B8_COLON_D105	11.58468	0	1.55647	0	0	73.33734	0	0	6.08026	0	5.50015	1.51131	0	0.42978	0
GF6_B8_D63	1.32866	0	3.79838	0	0	0.27722	0	0	0	0	94.59574	0	0	0	0
GF6_B8_D66	0	0	6.72359	0	0	78.26103	0	0	0	0	15.01538	0	0	0	0
GF6_B8_D91	0.64463	0	31.81388	0	0	56.07397	0	0	0	0	11.46753	0	0	0	0
GF6_B9_D63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF6_B9_D66	0	0	0	0	0	92.40079	0	0	0	0	7.59921	0	0	0	0
GF6_GF6MERO3_COLON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF6_GFMERO1_COLON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF6_GFMERO2_COLON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF6_GFPBS1_COLON	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
GF6_GFPBS2_COLON	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
GF6_GFPBS3_COLON	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
GF6_INOC	49.122	0	4.35527	0	0	29.7704	0	0	0	0	8.1364	5.26107	0	3.35487	0
GF6_WATER_D9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF6_WATER_H11	77.69976	0	5.65997	0	0	7.42563	0	0	0	0	9.21464	0	0	0	0
GF6_WATER_H12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF6_WATER	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF7_A1_COLON_D47	0	0	2.22416	6.64368	0	57.52066	0	0	19.60945	0	9.31484	0	0	3.00251	1.68468
GF7_A3_COLON_D47	0	0	2.08882	0	0	43.83552	0	0	32.19554	0	21.88013	0	0	0	0
GF7_A4_COLON_D47	0	0	1.37121	0	0	54.78127	0	0	27.15261	0	6.80734	0	0	9.88756	0
GF7_A5_COLON_D47	0	0	0	0	0	75.07914	0	0	19.35101	0	3.87467	0	0	1.69518	0
GF7_A6_COLON_D47	0	0	1.31192	0	0	70.93733	0	0	17.84674	0	7.03936	0	0	2.86466	0
GF7_A7_COLON_D47	0	0	0	0	0	40.00612	0	0	42.93163	0	17.06225	0	0	0	0
GF7_ADAM_D0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF7_ADAM_D5	41.13349	0	1.32836	0	0	34.89952	0	0	0	0	5.82924	16.14243	0	0.66697	0
GF7_ADAM_D78	50.36411	0	1.53942	0	0	29.98688	0	0	0	0	6.44438	8.50978	0	3.15543	0
GF7_ASIRE_D22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF7_ASIRE_D36	1.80472	0	3.06225	0	0	47.17091	0	0.42571	16.77449	0	20.18358	6.75266	0	3.82568	0
GF7_B1_COLON_D47	1.24397	0	2.53792	0	0	64.19781	0	1.40286	9.76863	0	12.30923	6.10125	0	2.43833	0
GF7_B1_D30	0	0	3.38503	0	0	3.75337	0	0	0.05326	0	92.80833	0	0	0	0
GF7_B1_D31	0	0	1.90577	0	0	7.95326	0	0	12.70193	0	73.4649	0	0	3.97414	0
GF7_B1_D32	0	0	1.51046	0	0	43.0466	0	0	28.79431	0	26.64863	0	0	0	0
GF7_B1_D33	0	0	0.79999	0	0	36.68328	0	0	38.38454	0	24.13219	0	0	0	0
GF7_B1_D36	0	0	1.74851	0	0	47.97427	0	0	25.96442	0	24.3128	0	0	0	0
GF7_B2_COLON_D47	1.86219	0	3.17198	0	0	59.13584	0	2.69045	9.8953	0	11.51092	7.50143	0	4.23189	0
GF7_B2_D30	0	0	0.82848	0	0	1.1685	0	0	0.04643	0	97.95659	0	0	0	0
GF7_B2_D34	0	0	1.2373	0	0	33.04478	0	0	35.6011	0	30.11682	0	0	0	0
GF7_B2_D36	0	0	0.86662	0	0	41.41124	0	0	20.98222	0	36.73992	0	0	0	0
GF7_B3_D30	0	0	1.04946	0	0	1.06362	0	0	0	0	97.88692	0	0	0	0
GF7_B3_D31	0	0	2.96331	0	0	19.50083	0	0	0.63242	0	76.90344	0	0	0	0
GF7_B3_D33	0	0	4.7071	0	0	41.7764	0	0	28.67273	0	24.84376	0	0	0	0
GF7_B3_D36	0	0	4.15868	0	0	30.54217	0	0	32.03328	0	33.26587	0	0	0	0
GF7_B4_COLON_D47	0	0	3.11124	0	0	32.71695	0	0.03193	19.11383	0	36.55704	6.1236	0	2.34542	0
GF7_B4_D35	0	0	0.07011	0	0	28.88118	0	0	58.38157	0	12.66715	0	0	0	0
GF7_B4_D36	0	0	0.79182	0	0	16.57385	0	0	51.66435	0	30.96998	0	0	0	0
GF7_B5_COLON_D47	2.20333	0	4.16548	0	0	49.31449	0	5.77343	10.60289	0	16.28817	7.15459	0	4.49762	0
GF7_B5_D30	0	0	3.34235	0	0	9.9897	0	0	1.36911	0	84.93829	0	0	0.36055	0
GF7_B5_D36	0	0	3.77015	0	0	24.29707	0	0	36.41707	0	35.51571	0	0	0	0
GF7_B6_COLON_D47	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF7_B7_COLON_D47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF7_B8_COLON_D47	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0
GF7_BDAM_D1	0	0	3.43427	0	0	42.59183	0	0	2.82021	0	50.65914	0.49455	0	0	0
GF7_BDAM_D78	4.00992	0	8.88023	0	0	59.83238	0	0	0	0	20.17845	6.17624	0	0.92277	0
GF7_BSIRE_D12	2.67459	0	3.23542	0	0	43.03917	0	2.52964	22.03933	0	15.49984	6.38053	0	4.60148	0
GF7_BSIRE_D20	2.03949	0	2.37318	0	0	57.44282	0	2.05388	21.63689	0	5.88681	5.61468	0	2.95225	0
GF7_BSIRE_D36	1.20541	0	1.13697	0	0	72.99862	0	0.51384	13.02498	0	4.1454	4.77706	0	2.19772	0
GF7_C1_COLON_D47	0	0	2.55381	0	0	75.02153	0	0	7.36456	0	9.27155	5.78855	0	0	0
GF7_C1_D30	0	0	2.64286	0	0	10.55507	0	0	1.10739	0	85.25968	0	0	0.435	0
GF7_C1_D34	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0
GF7_C1_D36	0	0	0.6761	0	0	35.33926	0	0	43.81937	0	20.16527	0	0	0	0
GF7_C2_COLON_D47	0	0	4.99452	0	0	47.8999	0	0	17.47126	0	21.80359	7.83072	0	0	0
GF7_C2_D30	0	0	2.00575	0	0	1.73027	0	0	0.25275	0	96.01123	0	0	0	0
GF7_C2_D32	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0
GF7_C2_D33	0.6157	0	99.3843	0	0	0	0	0	0	0	0	0	0	0	0
GF7_C2_D36	0	0	7.84593	0	0	43.55487	0	0	26.2343	0	22.36491	0	0	0	0
GF7_C3_COLON_D47	0	0	3.53297	0	0	52.4348	0	0	16.19263	0	20.04749	7.79211	0	0	0
GF7_C3_D30	0	0	0	0	0	0	0	0	0.14309	0	99.85691	0	0	0	0
GF7_C3_D31	0	0	1.2602	0	0	0	0	0	0	0	98.7398	0	0	0	0
GF7_C3_D33	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0
GF7_C3_D34	0	0	89.02347	0	0	5.73106	0	0	5.13201	0	0.11346	0	0	0	0
GF7_C4_COLON_D47	0	0	3.27093	0	0	63.09334	0	0	11.97064	0	13.81876	7.84633	0	0	0
GF7_C4_D31	0	0	1.82193	0	0	0.52559	0	0	0	0	97.65249	0	0	0	0
GF7_C4_D32	0	0	7.4399	0	0	0	0	0	4.39636	0	88.16373	0	0	0	0
GF7_CONTAMINANT	0	0	6.31616	91.4932	0	2.19064	0	0	0	0	0	0	0	0	0
GF7_INOC	0	0	8.37931	0	0	1.86754	0	0	3.34294	0	82.15489	4.25532	0	0	0
GF7_WATER_A12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF7_WATER_B7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF7_WATER_C8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF7_WATER_D9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF7_WATER_H2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF7_WATER_H8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF7_WATER	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF8_A1_COLON_D46	0.16584	0	0.81149	0	0	50.09159	0	0	31.85846	0	12.26338	3.96145	0	0.84779	0
GF8_A1_D30	0.28834	0	2.29167	0	0	36.64357	0	0.22087	16.46566	0	37.16872	6.59042	0	0.33074	0
GF8_A1_D33	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF8_A1_D35	0	0	0	0	0	34.6993	0	0	7.90318	0	54.9373	2.46023	0	0	0
GF8_A2_COLON_D46	0.36331	0	1.42237	0	0	62.07803	0	1.26143	14.56684	0	11.98887	6.94704	0	1.3721	0
GF8_A2_D30	1.3621	0	3.71126	0	0	4.57457	0	0	0	0	90.35208	0	0	0	0
GF8_A2_D35	0	0	0	0	0	5.31932	0	0	11.23461	0	83.44607	0	0	0	0
GF8_A3_D30	0.45107	0	1.98807	0	0	11.91293	0	0	3.41517	0	81.46577	0.76699	0	0	0
GF8_A4_D30	29.94613	0	0.72641	0	0	19.79521	0	0	0	0	49.53225	0	0	0	0
GF8_A4_D31	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF8_A4_D32	0	0	0	0	0	0	0	0	4.41033	0	95.58967	0	0	0	0
GF8_A4_D33	0	0	0.49454	0	0	0	0	0	0	0	99.50546	0	0	0	0
GF8_A5_D30	3.98013	0	0	0	0	0.09688	0	0	0	0	95.92299	0	0	0	0
GF8_A7_D32	0	0	0.02295	0	0	36.60829	0	0	39.70173	0	23.48016	0.18687	0	0	0
GF8_ADAM_D0	1.62728	0	2.0768	0	0	52.26916	0	0.71535	19.53585	0	16.55098	5.35109	0	1.87348	0
GF8_B1_COLON_D46	0.19255	0	1.67006	0	0	61.47382	0	0.526	16.59344	0	13.63255	5.31262	0	0.59897	0
GF8_B1_D31	0	0	0.34931	0	0	0	0	0	0	0	99.65069	0	0	0	0
GF8_B1_D32	0.24956	0	2.63715	0	0	33.54702	0	0	20.59356	0	42.85449	0.11823	0	0	0
GF8_B1_D34	0.105	0	0.32185	0	0	35.18363	0	0	41.82424	0	21.72439	0.84089	0	0	0
GF8_B2_D32	0	0	1.59979	0	0	38.82303	0	0	40.50958	0	18.60587	0.43967	0	0.02206	0
GF8_B3_D46	2.28761	0	0	0	0	24.82029	0	0	10.50546	0	58.42488	3.96176	0	0	0
GF8_B4_COLON_D46	0.37161	0	1.01849	0	0	68.60793	0	1.7463	12.64927	0	10.1924	4.98862	0	0.4254	0
GF8_B4_D30	0	0	3.48619	0	0	3.43911	0	0	2.57547	0	90.49922	0	0	0	0
GF8_B4_D33	0	0	1.19792	0	0	40.87833	0	0	34.17682	0	23.74693	0	0	0	0
GF8_B5_COLON_D46	0.03581	0	0.76287	0	0	59.93521	0	0.4639	9.58108	0	24.84218	3.86904	0	0.50992	0
GF8_B5_D34	0.20196	0	0.80882	0	0	40.32267	0	0	40.80802	0	14.57527	2.86821	0	0.41504	0
GF8_B5_D35	0	0	0.17001	0	0	28.11911	0	0	41.27537	0	30.43551	0	0	0	0
GF8_B6_COLON_D46	0.44749	0	0.95033	0	0	75.05701	0	0.76779	11.00274	0	5.61805	4.78319	0	1.37341	0
GF8_B6_D30	0.02283	0	1.93449	0	0	11.24865	0	0	5.36611	0	81.42792	0	0	0	0
GF8_B6_D33	0	0	10.27133	0	0	40.26505	0	0	27.15123	0	22.31239	0	0	0	0
GF8_B6_D34	0	0	1.21737	0	0	41.25366	0	0	39.93983	0	16.90348	0.67841	0	0.00724	0
GF8_B6_D35	0	0	0.26635	0	0	29.02269	0	0	36.14371	0	34.56725	0	0	0	0
GF8_B7_D33	0	0	11.50673	0	0	16.74834	0	0	23.90545	0	47.83949	0	0	0	0
GF8_C1_COLON_D46	0	0	0.79122	0	0	69.57475	0	0	13.16774	0	11.68129	4.78501	0	0	0
GF8_C1_D31	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF8_C1_D32	0	0	14.15032	0	0	21.8991	0	0	17.83401	0	44.31878	1.79779	0	0	0
GF8_C1_D33	0	0	0	0	0	8.87391	0	0	47.33128	0	43.79481	0	0	0	0
GF8_C1_D34	0.28804	0	3.62958	0	0	48.20856	0	0.21414	27.15041	0	14.62204	5.4796	0	0.40763	0
GF8_C2_COLON_D46	0	0	0.77471	0	0	58.63943	0	0	12.20022	0	23.54905	4.83659	0	0	0
GF8_C2_D30	17.69662	0	1.03686	0	0	36.77037	0	0	1.82354	0	42.67261	0	0	0	0
GF8_C2_D31	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF8_C3_D30	0.37046	0	2.13814	0	0	11.52162	0	0	5.31976	0	79.62947	0.80453	0	0.21603	0
GF8_C4_COLON_D46	0	0	1.01128	0	0	56.14611	0	0	13.34817	0	25.36629	4.12814	0	0	0
GF8_C4_D30	0.15265	0	2.43946	0	0	11.66006	0	0	4.81872	0	79.86496	0.89244	0	0.17172	0
GF8_C4_D35	0	0	5.53532	0	0	47.25094	0	0	32.7117	0	14.50204	0	0	0	0
GF8_C5_COLON_D46	0	0	2.3428	0	0	50.25306	0	0	17.8648	0	25.68381	3.85553	0	0	0
GF8_C5_D30	0	0	0.27877	0	0	0.93308	0	0	0	0	98.78815	0	0	0	0
GF8_C5_D35	0	0	4.21242	0	0	46.75286	0	0	25.10412	0	19.9235	4.0071	0	0	0
GF8_C6_COLON_D46	0.24304	0	1.37025	0	0	41.71158	0	0	21.61953	0	30.98196	4.07365	0	0	0
GF8_C6_D30	0	0	0.71272	0	0	0.39995	0	0	0	0	98.88733	0	0	0	0
GF8_C6_D32	0	0	55.10059	0	0	0	0	0	0	0	44.89941	0	0	0	0
GF8_C6_D34	0	0	18.23153	0	0	41.54215	0	0	28.76179	0	11.46453	0	0	0	0
GF8_C7_COLON_D46	0.36956	0	1.83472	0	0	34.90039	0	0	26.079	0	31.45245	5.1248	0	0.23909	0
GF8_C7_D30	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
GF8_C7_D33	0	0	3.95398	0	0	36.56801	0	0	27.52468	0	28.47029	3.48304	0	0	0
GF8_C7_D34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF8_C7_D35	0.41303	0	2.36235	0	0	37.46006	0	0	28.61457	0	25.94352	5.20647	0	0	0
GF8_INOC	2.02909	0	1.78116	0	0	57.81285	0	0.78009	15.05938	0	16.03379	4.14159	0	2.36205	0
GF9_A_DAM_D0	0	0	1.23108	0	0	41.38592	0	0	15.75726	0	37.37448	4.1846	0	0.06665	0
GF9_A1_COLON_D33	0	0	17.77745	0	0	0	0	0	0	0	82.22255	0	0	0	0
GF9_A1_D16	0	0	1.21081	0	0	35.77304	0	0	12.67301	0	46.62709	3.71605	0	0	0
GF9_A1_D19	4.98897	0	2.04157	0	0	45.57585	0	0	15.27656	0	32.11705	0	0	0	0
GF9_A1_D20	0	0	4.84791	0	0	44.02117	0	0	26.18842	0	24.94251	0	0	0	0
GF9_A1_D21	0	0	1.17944	0	0	19.74529	0	0	30.42797	0	48.6473	0	0	0	0
GF9_A2_COLON_D33	0	0	0	0	0	69.55076	0	0	17.15763	0	1.63131	11.6603	0	0	0
GF9_A2_D21	0	0	2.7594	0	0	24.61182	0	0	35.08672	0	36.25166	1.18238	0	0.10801	0
GF9_A3_COLON_D33	0	0	5.29283	0	0	61.15766	0	0.14408	15.14708	0	12.67586	5.49608	0	0.08641	0
GF9_A3_D18	0.07579	0	1.99392	0	0	20.74449	0	0	26.74584	0	45.28083	5.15913	0	0	0
GF9_A3_D19	0	0	4.07406	0	0	20.15133	0	0	24.63353	0	51.14108	0	0	0	0
GF9_A3_D21	0	0	1.34615	0	0	17.04978	0	0	44.24817	0	36.99146	0.36445	0	0	0
GF9_A4_COLON_D33	0	0	7.10403	0	0	46.28393	0	0.01522	19.23964	0	21.09833	6.11879	0	0.14006	0
GF9_A4_D16	0	0	0.91545	0	0	14.09069	0	0	6.91216	0	76.372	1.7097	0	0	0
GF9_A4_D17	0.11817	0	1.42689	0	0	38.49754	0	0	21.14536	0	34.05558	4.62946	0	0.127	0
GF9_A4_D18	0.05248	0	2.18968	0	0	33.93748	0	0	18.07399	0	41.2704	4.47597	0	0	0
GF9_A4_D19	0	0	8.27111	0	0	28.28257	0	0	6.31378	0	57.13255	0	0	0	0
GF9_A4_D20	0	0	9.30427	0	0	36.37167	0	0	23.23182	0	31.09224	0	0	0	0
GF9_A5_COLON_D33	0	0	5.03168	0	0	52.6618	0	0	19.76695	0	18.66445	3.64305	0	0.23207	0
GF9_A5_D18	0.02874	0	1.9272	0	0	34.37475	0	0	17.96245	0	41.92177	3.7851	0	0	0
GF9_A5_D19	0	0	22.61763	0	0	20.01455	0	0	15.80532	0	41.5625	0	0	0	0
GF9_A6_COLON_D33	0	0	5.35314	0	0	60.71845	0	0.76264	15.07171	0	13.80671	3.86563	0	0.42171	0
GF9_A6_D16	0.23046	0	1.44346	0	0	40.03936	0	0.45923	11.98026	0	40.73261	4.45865	0	0.65596	0
GF9_A6_D21	0	0	1.15269	0	0	34.98217	0	0	39.57432	0	24.29081	0	0	0	0
GF9_A7_D16	0	0	1.3308	0	0	0.46729	0	0	0	0	98.20191	0	0	0	0
GF9_A7_D20	0	0	11.34315	0	0	30.52847	0	0	23.41719	0	34.52979	0.1814	0	0	0
GF9_C1_COLON_D33	0.01806	0	0.54439	0	0	72.40886	0	0	11.84604	0	8.00368	7.17897	0	0	0
GF9_C1_D16	0	0	1.80216	0	0	6.23042	0	0	0.71948	0	91.12947	0.11847	0	0	0
GF9_C1_D17	0	0	1.45167	0	0	24.6235	0	0	12.85768	0	59.16065	1.9065	0	0	0
GF9_C1_D19	0	0	44.7259	0	0	14.98047	0	0	20.30793	0	19.9857	0	0	0	0
GF9_C1_D21	0	0	7.58516	0	0	34.74304	0	0	47.74847	0	9.92333	0	0	0	0
GF9_C2_COLON_D33	0	0	0.97762	0	0	74.33625	0	0	12.5975	0	6.22379	5.86483	0	0	0
GF9_C2_D16	0.09126	0	2.00187	0	0	32.32035	0	0	19.82968	0	41.28478	4.47206	0	0	0
GF9_C2_D18	0	0	2.83171	0	0	36.46815	0	0	19.09403	0	36.28402	5.32208	0	0	0
GF9_C2_D21	0	0	2.25875	0	0	52.36398	0	0	24.40627	0	14.74667	6.22433	0	0	0
GF9_C3_D16	0.03462	0	2.055	0	0	39.02565	0	0	21.46056	0	32.73727	4.6869	0	0	0
GF9_C3_D17	0.00916	0	1.94575	0	0	18.34123	0	0	11.96508	0	65.14449	2.59429	0	0	0
GF9_C3_D19	0	0	58.18507	0	0	15.95934	0	0	16.25049	0	9.6051	0	0	0	0
GF9_C3_D20	0	0	36.06277	0	0	26.23667	0	0	22.81828	0	14.88229	0	0	0	0
GF9_C3_D21	0	0	36.02118	0	0	17.11872	0	0	29.95562	0	16.90448	0	0	0	0
GF9_C4_COLON_D33	0	0	1.17035	0	0	65.77337	0	0	17.47178	0	9.87832	5.70618	0	0	0
GF9_C4_D16	0.11098	0	3.21801	0	0	45.28113	0	0	27.13347	0	19.42397	4.83244	0	0	0
GF9_C4_D17	0	0	0.63913	0	0	10.99158	0	0	8.57375	0	78.18869	1.60685	0	0	0
GF9_C4_D19	0	0	16.45189	0	0	44.01725	0	0	26.91174	0	12.61912	0	0	0	0
GF9_C5_COLON_D33	0	0	0.9392	0	0	71.11058	0	0	12.67765	0	8.82219	6.45039	0	0	0
GF9_C5_D17	0.14909	0	1.38344	0	0	11.32907	0	0	12.09254	0	73.36005	1.6858	0	0	0
GF9_C5_D18	0	0	0	0	0	24.61256	0	0	32.33119	0	38.78275	4.27349	0	0	0
GF9_C5_D20	0	0	79.26772	0	0	6.12162	0	0	6.1568	0	8.45386	0	0	0	0
GF9_C5_D21	0	0	17.41531	0	0	32.97157	0	0	24.64903	0	24.3558	0.6083	0	0	0
GF9_C6_COLON_D33	0	0	0.72286	0	0	72.70569	0	0	10.73215	0	9.25809	6.58121	0	0	0
GF9_C6_D16	0.14556	0	1.75346	0	0	26.57082	0	0	29.49039	0	37.22129	4.81849	0	0	0
GF9_C6_D20	0	0	12.59346	0	0	16.55011	0	0	24.97953	0	45.87691	0	0	0	0
GF9_C6_D21	0	0	19.73128	0	0	31.80624	0	0	24.32291	0	23.09783	1.04174	0	0	0
GF9_C7_COLON_D33	0	0	0.97741	0	0	78.26034	0	0	10.35251	0	6.25247	4.15726	0	0	0
GF9_C7_D16	0.2201	0	1.36911	0	0	32.5682	0	0	25.58898	0	35.94999	4.30362	0	0	0
GF9_C7_D17	0	0	1.30032	0	0	19.50833	0	0	10.15174	0	66.3711	2.66851	0	0	0
GF9_INOC	0.26363	0	1.3865	0	0	44.37426	0	0	16.93636	0	32.90686	3.88223	0	0.25016	0
Gn3_6A_dam	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gn3_6Adam_Stool	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gn3_6B_dam_210806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gn3_6B_dam_210818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gn3_6C_dam	4.15783	0	4.03412	0	0	60.51481	0	0.75941	20.64921	0	3.89558	0	0	5.98905	0
Gn3_6Cdam_Stool_210816	7.08683	0	9.55139	0	0	34.25578	0	0.56742	34.8881	0	6.10923	0	0	7.54124	0
Gn3_6Cdam_Stool_211105-1	50.07663	0	3.32839	0	0	11.00367	0	0	29.06784	0	6.2752	0	0	0.24827	0
Gn3_6Cdam_Stool_211105-2	46.78695	0	3.19191	0	0	16.55261	0	0	26.72932	0	6.5386	0	0	0.20061	0
Gn3_6Cdam_Stool_211105-3	40.78578	0	3.04077	0	0	18.22775	0	0	32.34761	0	5.47576	0	0	0.12233	0
Gn3_6D_dam	6.36704	0	5.56005	0	0	13.01176	0	2.15362	56.17476	0	11.29121	0	0	5.44155	0
Gn3_6Ddam_Stool	7.74539	0	11.55143	0	0	22.72147	0	2.70529	36.87046	0	10.35235	0	0	8.05361	0
Gn3_6E_dam	7.41163	0	7.79158	0	0	33.81046	0	1.12678	36.67786	0	5.58291	0	0	7.59878	0
Gn3_6Edam_Stool	2.1902	0	9.27659	0	0	41.58599	0	0.62772	37.30482	0	5.76102	0	0	3.25365	0
Gn3_6F_dam	3.04198	0	4.16589	0	0	36.42103	0	2.59528	41.75874	0	5.51928	0	0	6.49781	0
Gn3_7A_dam_210806	11.96569	0	2.38721	0	0	54.20499	0	1.52542	23.26555	0	0.85881	0	0	5.79233	0
Gn3_7A_dam	5.51637	0	3.58891	0	0	48.0017	0	3.46054	34.23428	0	1.39224	0	0	3.80595	0
Gn3_7ADam_Stool_210806	39.82491	0	4.85079	0	0	16.5358	0	0.93421	31.16276	0	2.35422	0	0	4.33731	0
Gn3_7Adam_Stool_210823	42.37567	0	4.35613	0	0	22.66994	0	1.07223	22.65143	0	0.68645	0	0	6.18814	0
Gn3_7C_dam	55.69369	0	6.87761	0	0	31.02165	0	0	0	0	5.34539	0.27325	0	0.78841	0
Gn3_7D_dam_210806	61.92805	0	5.47291	0	0	29.09639	0	0	0	0	3.47003	0.03263	0	0	0
Gn3_7D_dam_210818	64.23431	0	4.91059	0	0	22.47735	0	0	0	0	8.37774	0	0	0	0
Gn3_7E_dam	45.31583	0	12.28573	0	0	36.7431	0	0	0	0	5.29135	0	0	0.36399	0
Gn3_7Edam_Stool	66.39069	0	11.55173	0	0	16.95747	0	0	0	0	2.74596	0	0	2.35416	0
Gn3_7F_dam	39.80977	0	11.89288	0	0	37.34982	0	0	0	0	9.13357	0	0	1.81396	0
Gn3_7Fdam_Stool	49.35064	0	8.67554	0	0	36.73238	0	0	0	0	4.65178	0	0	0.58965	0
Gn3_8Ddam_Stool_211105-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gn3_8Ddam_Stool_211105-2	40.43543	0	2.37767	0	0	0	0	0	0	0	57.1869	0	0	0	0
Gn3_A_Innoc	2.12917	0	5.71807	0	0	36.82965	0	2.06725	26.99102	0	16.66219	5.28261	0	4.32003	0
Gn3_A1_Cwash	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
Gn3_A1_Stool	0	0	3.04447	0	0	0.78946	0	0	0	0	96.16607	0	0	0	0
Gn3_A2_Cwash	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
Gn3_A3_Cwash	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
Gn3_A3_Stool_DoL10	0	0	1.7141	0	0	0	0	0	0	0	98.2859	0	0	0	0
Gn3_A3_Stool_DoL11	0	0	2.78062	0	0	0	0	0	0	0	97.21938	0	0	0	0
