Sample,Clostridiales,Enterobacterales,Erysipelotrichales,Lactobacillales,Veillonellales,Tissierellales,Campylobacterales,Actinomycetales,Bacillales,Bacteroidales,Verrucomicrobiales,Burkholderiales,Proteobacteria_unclassified,Sphingomonadales,Bifidobacteriales,Corynebacteriales,Micrococcales,Eggerthellales,Propionibacteriales,Fusobacteriales,Pseudomonadales,Sphingobacteriales
GF16_C1_d34,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF16_C1_d35_colon,0.19531,1.27653,0,98.52817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF16_c1_d67_stool,0,41.7675,0,58.2325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF16_c1_d69_stool,0,0,0,95.05831,0,0,0,0,0,0,0,0,0,0,0.90106,2.70888,0,1.33174,0,0,0,0
GF16_c10_d105_stool,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF16_c10_d106_stool,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF16_c2_d105_stool,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF16_C2_d32,0,5.8537,0,94.1463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF16_C2_d35_colon,0,37.33313,0,62.66687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF16_c2_d67_stool,0,47.60953,0,52.2654,0,0,0,0,0,0.12507,0,0,0,0,0,0,0,0,0,0,0,0
GF16_c2_d68_stool,0,34.37544,0,65.62456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF16_c2_d69_stool,0,21.96918,0,76.46044,0,0,0,0,0,1.57038,0,0,0,0,0,0,0,0,0,0,0,0
GF16_c3_d105_stool,0,6.11221,0,93.24067,0,0,0,0,0,0.64712,0,0,0,0,0,0,0,0,0,0,0,0
GF16_C3_d32,0,29.13137,0,70.86863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF16_C3_d33,0,49.97307,0,50.02693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF16_C3_d35_colon,0,52.32714,0,47.67286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF16_c3_d67_stool,0,69.34372,0,30.65628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF16_c4_d105_stool,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF16_C4_d33,1.32803,9.9767,0,84.92995,0,0,0,0,0,3.76533,0,0,0,0,0,0,0,0,0,0,0,0
GF16_C4_d34,95.89315,0,0,4.10685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF16_C4_d35_colon,0,50.22141,0,49.77859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF16_c4_d67_stool,0,55.5187,0,44.4813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF16_c4_d69_stool,0,51.64967,0,48.35033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF16_c5_d105_stool,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF16_C5_d32,0,16.58157,0,83.41843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF16_C5_d35_colon,0,46.8492,0,53.1508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF16_c5_d67_stool,0,35.72967,0,64.27033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF16_c5_d68_stool,0,33.2506,0,66.7494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF16_c6_d105_stool,0,2.88226,0,97.11774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF16_c7_d105_stool,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF16_inoc_200622,9.29025,0,0.00562,76.52548,0,0,0,0,0,12.1128,0,0,0,0,1.7771,0,0,0.28876,0,0,0,0
GF17_a1_d31_stool,0.50008,98.80712,0,0.6928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF17_a2_d31_stool,3.0092,95.99259,0,0.99821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF17_a3_d31_stool,1.16098,98.49462,0,0.3444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF17_a4_d31_stool,0,99.86258,0,0.13742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF17_a5_d31_stool,0.05085,99.64987,0,0.29929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF17_a6_d31_stool,0,98.24473,0,0.05218,0,0,0,0,1.70309,0,0,0,0,0,0,0,0,0,0,0,0,0
GF17_a7_d31_stool,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF17_b2_d31_stool,0,99.66418,0,0,0,0,0,0,0.33582,0,0,0,0,0,0,0,0,0,0,0,0,0
GF17_b3_d31_stool,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF17_b6_d31_stool,0.08218,99.91782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF17_inoc_200903,0,66.24378,0,0,0,0,0,0,32.4877,0,0,0,0,0,0,0,1.26851,0,0,0,0,0
GF18_a1_d32_stool,0.91684,97.91249,0.05003,1.12064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF18_a1_d33_stool,36.92416,53.09023,9.23303,0.75258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF18_a1_d35_colon,0,0,4.31304,95.68696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF18_a2_d33_stool,0,99.89463,0,0.10537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF18_a2_d35_colon,0,0,0,9.99751,0,0,0,0,0,0,0,0,0,0,0,90.00249,0,0,0,0,0,0
GF18_a2_d54_colon,5.77211,69.1438,17.03681,8.04728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF18_a3_d35_colon,0,68.5905,0,31.4095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF18_a3_d54_colon,8.86191,74.3342,13.99392,2.80997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF18_a4_d32_stool,1.18171,98.31302,0,0.50527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF18_a4_d33_stool,29.28812,49.1073,20.73127,0.87331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF18_a4_d35_colon,0.30403,0,0,99.69597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF18_a4_d54_colon,0,98.23824,0,1.29312,0,0,0,0,0,0,0,0,0,0,0,0.46864,0,0,0,0,0,0
GF18_a5_d54_colon,9.48275,82.48128,2.95287,5.0831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF18_adam_d33_stoolsoln,6.34234,0.05997,10.79604,82.66301,0,0,0,0.13864,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF18_b3_d32_stool,0.14947,99.85053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF18_b3_d33_stool,7.38146,87.83785,4.21408,0.56661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF18_b3_d35_colon,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF18_b4_d32_stool,1.15122,98.19181,0,0.65696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF18_b4_d35_colon,0,99.66706,0.33294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF18_bdam_d33_stoolsoln,1.89779,90.73912,6.81325,0.36124,0,0.18861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF18_d0_innoculum,3.60809,25.9294,2.15677,63.64853,4.65721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A_dam_d33,6.38128,0,0,10.72864,0,0,0,0,0,0,0,0,0,0,82.89008,0,0,0,0,0,0,0
GF2_A_dam_day19,68.28077,3.83797,0,3.03895,0.72458,0,0,0,0,0,0,0,0,0,24.11772,0,0,0,0,0,0,0
GF2_A_dam_day29,0.62194,0,0,48.66391,0,0,0,0,0,0,0,0,0,0,50.71415,0,0,0,0,0,0,0
GF2_A_day1_dad,60.25323,21.39367,0,18.3531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A_day1_mom,39.24553,44.23391,0,16.52056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A1_d37,48.98064,3.29228,0,1.54566,10.88429,0.41179,0,0.7294,0,0,0,0,0,0,34.15594,0,0,0,0,0,0,0
GF2_A1_d39,72.78351,25.97154,0,0.99044,0,0,0,0,0,0,0,0,0,0,0.25451,0,0,0,0,0,0,0
GF2_A1_day28,0,99.86509,0,0.13491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A1_day29,1.44085,96.55371,0,1.32712,0,0,0,0,0,0,0,0,0,0,0.67832,0,0,0,0,0,0,0
GF2_A1_day30,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A1_day31,63.14717,22.77549,0,2.2321,0,0,0,0,0,0,0,0,0,0,11.84523,0,0,0,0,0,0,0
GF2_A1_day32,0,90.91001,0,7.43609,0,0,0,0,0,0,0,0,0,0,1.65389,0,0,0,0,0,0,0
GF2_A1_day41,57.21899,34.66396,0,0.44079,0,0,0,0,0,0,0,0,0,0,7.67627,0,0,0,0,0,0,0
GF2_A1_day42,25.29663,72.03856,0,0.86926,0,0,0,0,0,0,0,0,0,0,1.79555,0,0,0,0,0,0,0
GF2_A1_day44,0.88617,95.55142,0,2.3056,0,0,0,0,0,0,0,0,0,0,1.2568,0,0,0,0,0,0,0
GF2_A2_Colon,12.00338,71.33706,0,0.28807,0,0,0,0,0,0,0,0,0,0,16.37148,0,0,0,0,0,0,0
GF2_A2_d36,86.1113,11.447,0,0.74478,0,0,0,0,0,0,0,0,0,0,1.69692,0,0,0,0,0,0,0
GF2_A2_D37,71.23591,10.27526,0,16.186,0,0,0,0,0,0,0,0,0,0,2.30283,0,0,0,0,0,0,0
GF2_A2_d39,84.79906,13.30992,0,1.75912,0,0,0,0,0,0,0,0,0,0,0.1319,0,0,0,0,0,0,0
GF2_A2_day28,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A2_day29,0.06597,99.47382,0,0.29676,0,0,0,0,0,0,0,0,0,0,0.16344,0,0,0,0,0,0,0
GF2_A2_day30,43.35946,10.46707,0,2.36287,0,0,0,0,0,0,0,0,0,0,43.81059,0,0,0,0,0,0,0
GF2_A2_day31,0,97.34645,0,2.30904,0,0,0,0,0,0,0,0,0,0,0.34451,0,0,0,0,0,0,0
GF2_A2_day32,43.66562,6.62315,0,3.0656,0,0,0,0,0,0,0,0,0,0,46.64562,0,0,0,0,0,0,0
GF2_A2_day34,47.06653,4.89677,0,3.51452,5.92886,7.07304,0,7.63442,0,0,0,0,0,0,23.88586,0,0,0,0,0,0,0
GF2_A2_day41,69.54817,28.75756,0,0.19186,0,0,0,0,0,0,0,0,0,0,1.50241,0,0,0,0,0,0,0
GF2_A2_day42,25.63496,69.44279,0,1.716,0,0,0,0,0,0,0,0,0,0,3.20625,0,0,0,0,0,0,0
GF2_A2_day44,23.78967,50.10838,0,4.1636,0,0,0,0,0,0,0,0,0,0,21.93835,0,0,0,0,0,0,0
GF2_A25_N713,63.93361,5.14597,17.82531,2.03167,4.894,2.82751,0,3.34193,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A3_Colon,24.49815,43.2139,0,1.01388,0,0,0,0.11746,0,0,0,0,0,0,31.15661,0,0,0,0,0,0,0
GF2_A3_d37,77.32429,7.81972,0,0.46853,0,0,0,0,0,0,0,0,0,0,14.38746,0,0,0,0,0,0,0
GF2_A3_d39,55.9212,14.11051,0,0.04571,0,0,0,0,0,0,0,0,0,0,29.92258,0,0,0,0,0,0,0
GF2_A3_day28,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A3_day30,39.75465,13.95962,0,4.92485,0,0,0,0,0,0,0,0,0,0,41.36087,0,0,0,0,0,0,0
GF2_A3_day32,25.83365,8.12027,0,2.00644,0,0,0,0,0,0,0,0,0,0,64.03964,0,0,0,0,0,0,0
GF2_A3_day41,33.80002,12.79232,0,0.49644,4.43839,0.37319,0,0,0,0,0,0,0,0,48.09963,0,0,0,0,0,0,0
GF2_A3_day42,4.02063,93.71266,0,1.35849,0,0,0,0,0,0,0,0,0,0,0.90822,0,0,0,0,0,0,0
GF2_A4_Colon,12.282,84.86975,0,0,0,0,0,0,0,0,0,0,0,0,2.84825,0,0,0,0,0,0,0
GF2_A4_d36,38.14693,4.21137,0,2.00022,0,0,0,0,0,0,0,0,0,0,55.64148,0,0,0,0,0,0,0
GF2_A4_d37,79.69398,17.38089,0,2.44314,0,0,0,0,0,0,0,0,0,0,0.48198,0,0,0,0,0,0,0
GF2_A4_D39,75.57091,23.39365,0,0.54994,0,0,0,0,0,0,0,0,0,0,0.4855,0,0,0,0,0,0,0
GF2_A4_day28,0,99.82786,0,0.17214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A4_day29,1.55802,96.7624,0,1.08253,0,0,0,0,0,0,0,0,0,0,0.59705,0,0,0,0,0,0,0
GF2_A4_day30,34.74512,10.44636,0,2.07135,0,0,0,0,0,0,0,0,0,0,52.73717,0,0,0,0,0,0,0
GF2_A4_day31,0,98.21168,0,1.78832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A4_day32,38.58507,9.025,0,2.39137,0,0,0,0,0,0,0,0,0,0,49.99856,0,0,0,0,0,0,0
GF2_A4_day41,43.83025,3.88894,0,0.44257,3.39859,0,0,0,0,0,0,0,0,0,48.43964,0,0,0,0,0,0,0
GF2_A4_day42,12.65769,75.24878,0,0.81482,0,0,0,0,0,0,0,0,0,0,11.27871,0,0,0,0,0,0,0
GF2_A4_day44,0.49595,86.81371,0,9.3906,0,0,0,0,0,0,0,0,0,0,3.29974,0,0,0,0,0,0,0
GF2_A5_Colon,3.81454,90.43702,0,0.0555,0,0,0,0.03235,0,0,0,0,0,0,5.66059,0,0,0,0,0,0,0
GF2_A5_d39,47.25242,13.18324,0,0.40158,0,0,0,0,0,0,0,0,0,0,39.16276,0,0,0,0,0,0,0
GF2_A5_day28,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A5_day31,0.29,79.78871,0,19.12273,0,0,0,0,0,0,0,0,0,0,0.79856,0,0,0,0,0,0,0
GF2_A5_day32,0,89.62785,0,9.78022,0,0,0,0,0,0,0,0,0,0,0.59193,0,0,0,0,0,0,0
GF2_A5_day42,27.47152,46.74658,0,1.10749,0,0,0,0,0,0,0,0,0,0,24.67441,0,0,0,0,0,0,0
GF2_A6_Colon,22.5806,77.4194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A6_d33,42.15903,4.35326,0,2.25316,9.82095,4.72025,0,5.90249,0,0,0,0,0,0,30.79086,0,0,0,0,0,0,0
GF2_A6_d36,50.03142,2.98475,0,2.47987,0,0,0,0,0,0,0,0,0,0,44.50396,0,0,0,0,0,0,0
GF2_A6_d37,85.78309,8.11857,0,1.92221,0,0,0,0,0,0,0,0,0,0,4.17614,0,0,0,0,0,0,0
GF2_A6_D39,81.61915,16.89137,0,1.21138,0,0,0,0,0,0,0,0,0,0,0.27811,0,0,0,0,0,0,0
GF2_A6_day28,0.01806,99.24154,0,0.7404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A6_day29,0.38456,96.5628,0,1.76165,0,0,0,0,0,0,0,0,0,0,1.29099,0,0,0,0,0,0,0
GF2_A6_day30,34.70881,12.50334,0,1.25683,0,0,0,0.03211,0,0,0,0,0,0,51.4989,0,0,0,0,0,0,0
GF2_A6_day31,0.55536,39.93139,0,42.23421,0,0,0,0,0,0,0,0,0,0,17.27904,0,0,0,0,0,0,0
GF2_A6_day32,0.16327,89.50372,0,10.33301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A6_day44,71.07475,14.22992,0,1.28484,0,0.51358,0,0,0,0,0,0,0,0,12.89691,0,0,0,0,0,0,0
GF2_B_dam_d33,42.60281,2.56482,0,1.49502,3.90827,0.02255,0,0,0,0,0,0,0,0,49.40654,0,0,0,0,0,0,0
GF2_B_dam_day19,39.87914,1.08947,0,1.16269,13.83046,0.04466,0,0.6714,0,0,0,0,0,0,43.32219,0,0,0,0,0,0,0
GF2_B_dam_day37,49.19735,0.85979,0,0.33365,11.31129,0.16464,0,0.62629,0,0,0,0,0,0,37.50699,0,0,0,0,0,0,0
GF2_B_day1_dad,63.47724,15.66318,0,20.85959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B_day1_mom,46.94877,31.8902,0,21.16103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B_Sire_day23,43.54844,1.50686,0,0.66007,10.6439,1.98912,0,5.3332,0,0,0,0,0,0,36.31841,0,0,0,0,0,0,0
GF2_B1_d34,40.0786,4.41035,0,3.08676,0,0,0,0,0,0,0,0,0,0,52.42429,0,0,0,0,0,0,0
GF2_B1_d35,86.79632,3.21229,0,0,0,0,0,0,0,0,0,0,0,0,9.99139,0,0,0,0,0,0,0
GF2_B1_day29,41.01897,23.28325,0,2.25889,0,0,0,0,0,0,0,0,0,0,33.43889,0,0,0,0,0,0,0
GF2_B1_day32,51.32397,5.63919,0,1.60186,0,0,0,0,0,0,0,0,0,0,41.43498,0,0,0,0,0,0,0
GF2_B1_day37,47.30266,1.87587,0,0.15483,0,0,0,0,0,0,0,0,0,0,50.66664,0,0,0,0,0,0,0
GF2_B1_day41,36.99733,8.92937,0,0.44697,5.48205,0,0,0,0,0,0,0,0,0,48.14428,0,0,0,0,0,0,0
GF2_B1_day44,56.01847,17.11965,0,1.04691,2.52627,0.82003,0,0.0894,0,0,0,0,0,0,22.37926,0,0,0,0,0,0,0
GF2_B2_d35,57.0802,4.2889,0,1.36325,0,0,0,0,0,0,0,0,0,0,37.26765,0,0,0,0,0,0,0
GF2_B2_day27,2.84667,95.07544,0,0.8063,0,0,0,0,0,0,0,0,0,0,1.27159,0,0,0,0,0,0,0
GF2_B2_day28,3.19583,94.14163,0,1.47821,0,0,0,0,0,0,0,0,0,0,1.18433,0,0,0,0,0,0,0
GF2_B2_day29,30.4534,65.81719,0,0.7165,0,0.78917,0,0,0,0,0,0,0,0,2.22375,0,0,0,0,0,0,0
GF2_B2_day30,75.92595,20.02459,0,1.68339,0,0.10151,0,0,0,0,0,0,0,0,2.26456,0,0,0,0,0,0,0
GF2_B2_day31,96.14445,2.75525,0,0.53143,0,0,0,0,0,0,0,0,0,0,0.56887,0,0,0,0,0,0,0
GF2_B2_day37,48.82386,3.01872,0,0.13582,0,0,0,0,0,0,0,0,0,0,48.0216,0,0,0,0,0,0,0
GF2_B2_day41,16.09336,53.05626,0,8.31744,2.01842,0,0,0,0,0,0,0,0,0,20.51453,0,0,0,0,0,0,0
GF2_B2_day44,35.12451,15.4622,0,0.77927,9.22487,0.07928,0,0,0,0,0,0,0,0,39.32985,0,0,0,0,0,0,0
GF2_B3_d35,90.18833,9.03369,0,0.18768,0,0,0,0,0,0,0,0,0,0,0.5903,0,0,0,0,0,0,0
GF2_B3_day27,2.78844,94.91409,0,1.09889,0,0,0,0,0,0,0,0,0,0,1.19857,0,0,0,0,0,0,0
GF2_B3_day28,14.51982,83.38033,0,0.98406,0,0,0,0,0,0,0,0,0,0,1.11578,0,0,0,0,0,0,0
GF2_B3_day31,92.28439,6.34928,0,0.45948,0,0,0,0,0,0,0,0,0,0,0.90685,0,0,0,0,0,0,0
GF2_B3_day37,51.42264,1.99749,0,0,0,0,0,0,0,0,0,0,0,0,46.57987,0,0,0,0,0,0,0
GF2_B3_day41,35.30574,6.11926,0,0.21272,3.70784,0,0,0,0,0,0,0,0,0,54.65444,0,0,0,0,0,0,0
GF2_B3_day44,65.10451,32.90212,0,0.41444,0.02488,0,0,0,0,0,0,0,0,0,1.55405,0,0,0,0,0,0,0
GF2_B4_d35,92.6885,7.11777,0,0.19373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B4_day27,0.58599,95.59544,0,2.394,0,0,0,0,0,0,0,0,0,0,1.42458,0,0,0,0,0,0,0
GF2_B4_day28,42.47949,7.32709,0,2.10006,0,0,0,0,0,0,0,0,0,0,48.09335,0,0,0,0,0,0,0
GF2_B4_day29,30.16701,63.98716,0,2.23211,0,0.77983,0,0,0,0,0,0,0,0,2.83389,0,0,0,0,0,0,0
GF2_B4_day32,60.71961,2.80859,0,1.14498,5.66293,3.18858,0,3.12455,0,0,0,0,0,0,23.35075,0,0,0,0,0,0,0
GF2_B4_day37,60.29339,0.75097,0,0,0,0,0,0,0,0,0,0,0,0,38.95564,0,0,0,0,0,0,0
GF2_B4_day41,0,99.97767,0,0,0.02233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B5_d34,45.92271,2.39165,0,2.44625,0,0,0,0,0,0,0,0,0,0,49.23939,0,0,0,0,0,0,0
GF2_B5_d35,60.04452,3.17103,0,0,0,0,0,0,0,0,0,0,0,0,36.78445,0,0,0,0,0,0,0
GF2_B5_day27,46.24547,8.58092,0,2.01816,0,0,0,0,0,0,0,0,0,0,43.15546,0,0,0,0,0,0,0
GF2_B5_day28,6.66109,78.48187,0,13.04748,0.21554,0,0,0,0,0,0,0,0,0,1.59401,0,0,0,0,0,0,0
GF2_B5_day29,29.33095,49.67742,0,8.29176,0,6.01853,0,0.70512,0,0,0,0,0,0,5.97623,0,0,0,0,0,0,0
GF2_B5_day30,85.79276,12.22318,0,1.38155,0,0.04413,0,0,0,0,0,0,0,0,0.55838,0,0,0,0,0,0,0
GF2_B5_day31,93.71832,5.82891,0,0.11143,0,0.11846,0,0,0,0,0,0,0,0,0.22288,0,0,0,0,0,0,0
GF2_B5_day37,39.84493,3.44838,0,0.23473,1.16735,0,0,0,0,0,0,0,0,0,55.30461,0,0,0,0,0,0,0
GF2_B5_day41,19.18605,50.24326,0,6.4659,1.7226,0,0,0,0,0,0,0,0,0,22.38218,0,0,0,0,0,0,0
GF2_B5_day44,32.89294,3.90055,0,0.74497,6.6713,1.31851,0,0.0577,0,0,0,0,0,0,54.41403,0,0,0,0,0,0,0
GF2_colon_A1_day45,8.2424,86.75222,0,0,0,0,0,0,0,0,0,0,0,0,5.00538,0,0,0,0,0,0,0
GF2_colon_B1_day44,81.32045,11.31415,0,0,0,0,0,0,0,0,0,0,0,0,7.3654,0,0,0,0,0,0,0
GF2_colon_B2_day44,78.555,12.55188,0,0.17645,0.12128,0.00858,0,0,0,0,0,0,0,0,8.5868,0,0,0,0,0,0,0
GF2_colon_B3_day44,18.81897,43.27673,0,0,2.56377,0.77458,0,1.04153,0,0,0,0,0,0,33.52442,0,0,0,0,0,0,0
GF2_colon_B5_day44,76.06365,12.3522,0,1.04444,0.69137,0.06016,0,0,0,0,0,0,0,0,9.78818,0,0,0,0,0,0,0
GF2_Inoc,4.41914,6.98871,0,26.79277,0.91944,36.41543,0,15.11897,0.49707,0,0,0,0,0,8.84848,0,0,0,0,0,0,0
GF20_d0_inoc,0,1.225,0,44.92024,0,33.69475,0,13.78277,0,0,0,0,0,0,6.37724,0,0,0,0,0,0,0
GF20_d127_a1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d127_a2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d127_a3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d127_a5,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d127_a6,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d127_a7,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d127_a9,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d140_c8,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d161_b2,0,99.8377,0,0.13114,0,0,0,0,0,0,0,0,0,0,0.03116,0,0,0,0,0,0,0
GF20_d161_b4,0.23284,97.78972,0,0.85692,0,0,0,0,0,0,0,0,0,0,1.12052,0,0,0,0,0,0,0
GF20_d161_b6,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d161_b8,0,99.56232,0,0.36998,0,0,0,0,0,0,0,0,0,0,0.06769,0,0,0,0,0,0,0
GF20_d164_b1,0,98.34526,0,1.65474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d164_b2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d164_b3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d164_b4,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d164_b5,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d164_b6,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d164_b7,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d164_b8,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d164_b9,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d167_damb,0,98.84483,0,1.15517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d170_c1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d170_c2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d170_c5,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d170_c6,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d170_c7,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d170_c8,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d170_c9,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF20_d33_a3,0.7751,7.48083,0,90.46654,0,0,0,0,0,0,0,0,0,0,1.27753,0,0,0,0,0,0,0
GF20_d33_a4,0.84769,95.47082,0,2.29877,0,0,0,0,0,0,0,0,0,0,1.38273,0,0,0,0,0,0,0
GF20_d33_a5,0.82643,95.94373,0,1.5821,0,0,0,0,0,0,0,0,0,0,1.64774,0,0,0,0,0,0,0
