Sample,Clostridiales,Enterobacterales,Erysipelotrichales,Lactobacillales,Veillonellales,Tissierellales,Campylobacterales,Actinomycetales,Bacillales,Bacteroidales,Verrucomicrobiales,Burkholderiales,Proteobacteria_unclassified,Sphingomonadales,Bifidobacteriales,Corynebacteriales,Micrococcales,Eggerthellales,Propionibacteriales,Fusobacteriales,Pseudomonadales,Sphingobacteriales
GF7_B2_COLON_D47,59.13584,11.51092,9.8953,3.17198,7.50143,4.23189,2.69045,1.86219,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF7_B2_D30,1.1685,97.95659,0.04643,0.82848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF7_B2_D34,33.04478,30.11682,35.6011,1.2373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF7_B2_D36,41.41124,36.73992,20.98222,0.86662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF7_B3_D30,1.06362,97.88692,0,1.04946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF7_B3_D31,19.50083,76.90344,0.63242,2.96331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF7_B3_D33,41.7764,24.84376,28.67273,4.7071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF7_B3_D36,30.54217,33.26587,32.03328,4.15868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF7_B4_COLON_D47,32.71695,36.55704,19.11383,3.11124,6.1236,2.34542,0.03193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF7_B4_D35,28.88118,12.66715,58.38157,0.07011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF7_B4_D36,16.57385,30.96998,51.66435,0.79182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF7_B5_COLON_D47,49.31449,16.28817,10.60289,4.16548,7.15459,4.49762,5.77343,2.20333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF7_B5_D30,9.9897,84.93829,1.36911,3.34235,0,0.36055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF7_B5_D36,24.29707,35.51571,36.41707,3.77015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF7_B6_COLON_D47,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF7_B8_COLON_D47,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
GF7_BDAM_D1,42.59183,50.65914,2.82021,3.43427,0.49455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF7_BDAM_D78,59.83238,20.17845,0,8.88023,6.17624,0.92277,0,0,0,0,0,0,0,0,4.00992,0,0,0,0,0,0,0
GF7_BSIRE_D12,43.03917,15.49984,22.03933,3.23542,6.38053,4.60148,2.52964,2.67459,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF7_BSIRE_D20,57.44282,5.88681,21.63689,2.37318,5.61468,2.95225,2.05388,2.03949,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF7_BSIRE_D36,72.99862,4.1454,13.02498,1.13697,4.77706,2.19772,0.51384,1.20541,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF7_C1_COLON_D47,75.02153,9.27155,7.36456,2.55381,5.78855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF7_C1_D30,10.55507,85.25968,1.10739,2.64286,0,0.435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF7_C1_D34,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF7_C1_D36,35.33926,20.16527,43.81937,0.6761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF7_C2_COLON_D47,47.8999,21.80359,17.47126,4.99452,7.83072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF7_C2_D30,1.73027,96.01123,0.25275,2.00575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF7_C2_D32,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF7_C2_D33,0,0,0,99.3843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6157,0,0,0
GF7_C2_D36,43.55487,22.36491,26.2343,7.84593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF7_C3_COLON_D47,52.4348,20.04749,16.19263,3.53297,7.79211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF7_C3_D30,0,99.85691,0.14309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF7_C3_D31,0,98.7398,0,1.2602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF7_C3_D33,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF7_C3_D34,5.73106,0.11346,5.13201,89.02347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF7_C4_COLON_D47,63.09334,13.81876,11.97064,3.27093,7.84633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF7_C4_D31,0.52559,97.65249,0,1.82193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF7_C4_D32,0,88.16373,4.39636,7.4399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF7_CONTAMINANT,2.19064,0,0,6.31616,0,0,0,0,0,91.4932,0,0,0,0,0,0,0,0,0,0,0,0
GF7_INOC,1.86754,82.15489,3.34294,8.37931,4.25532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF7_WATER,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF8_A1_COLON_D46,50.09159,12.26338,31.85846,0.78921,3.96145,0.84779,0,0.16584,0.02228,0,0,0,0,0,0,0,0,0,0,0,0,0
GF8_A1_D30,36.64357,37.16872,16.46566,2.29167,6.59042,0.33074,0.22087,0.28834,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF8_A1_D33,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF8_A1_D35,34.6993,54.9373,7.90318,0,2.46023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF8_A2_COLON_D46,62.07803,11.98887,14.56684,1.31868,6.94704,1.3721,1.26143,0.36331,0.10369,0,0,0,0,0,0,0,0,0,0,0,0,0
GF8_A2_D30,4.57457,90.35208,0,3.71126,0,0,0,0,0,0,0,0,0,0,1.3621,0,0,0,0,0,0,0
GF8_A2_D35,5.31932,83.44607,11.23461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF8_A3_D30,11.91293,81.46577,3.41517,1.98807,0.76699,0,0,0,0,0,0,0,0,0,0.45107,0,0,0,0,0,0,0
GF8_A4_D30,19.79521,49.53225,0,0.72641,0,0,0,0,0,0,0,0,0,0,29.94613,0,0,0,0,0,0,0
GF8_A4_D31,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF8_A4_D32,0,95.58967,4.41033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF8_A4_D33,0,99.50546,0,0.49454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF8_A5_D30,0.09688,95.92299,0,0,0,0,0,0,0,0,0,0,0,0,3.98013,0,0,0,0,0,0,0
GF8_A7_D32,36.60829,23.48016,39.70173,0.02295,0.18687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF8_ADAM_D0,52.26916,16.55098,19.53585,2.0768,5.35109,1.87348,0.71535,1.17413,0,0,0,0,0,0,0.45315,0,0,0,0,0,0,0
GF8_B1_COLON_D46,61.47382,13.63255,16.59344,1.67006,5.31262,0.59897,0.526,0.19255,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF8_B1_D31,0,99.65069,0,0.34931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF8_B1_D32,33.54702,42.85449,20.59356,2.63715,0.11823,0,0,0,0,0,0,0,0,0,0.24956,0,0,0,0,0,0,0
GF8_B1_D34,35.18363,21.72439,41.82424,0.32185,0.84089,0,0,0.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF8_B2_D32,38.82303,18.60587,40.50958,1.59979,0.43967,0.02206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF8_B3_D46,24.82029,58.42488,10.50546,0,3.96176,0,0,0,0,0,0,0,0,0,2.28761,0,0,0,0,0,0,0
GF8_B4_COLON_D46,68.60793,10.1924,12.64927,1.01849,4.98862,0.4254,1.7463,0.37161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF8_B4_D30,3.43911,90.49922,2.57547,3.48619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF8_B4_D33,40.87833,23.74693,34.17682,1.19792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF8_B5_COLON_D46,59.93521,24.84218,9.58108,0.76287,3.86904,0.50992,0.4639,0.03581,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF8_B5_D34,40.32267,14.57527,40.80802,0.80882,2.86821,0.41504,0,0.20196,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF8_B5_D35,28.11911,30.43551,41.27537,0.17001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF8_B6_COLON_D46,75.05701,5.61805,11.00274,0.95033,4.78319,1.37341,0.76779,0.44749,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF8_B6_D30,11.24865,81.42792,5.36611,1.93449,0,0,0,0,0,0,0,0,0,0,0.02283,0,0,0,0,0,0,0
GF8_B6_D33,40.26505,22.31239,27.15123,10.27133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF8_B6_D34,41.25366,16.90348,39.93983,1.21737,0.67841,0.00724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF8_B6_D35,29.02269,34.56725,36.14371,0.26635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF8_B7_D33,16.74834,47.83949,23.90545,11.50673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF8_C1_COLON_D46,69.57475,11.68129,13.16774,0.79122,4.78501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF8_C1_D31,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF8_C1_D32,21.8991,44.31878,17.83401,14.15032,1.79779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF8_C1_D33,8.87391,43.79481,47.33128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF8_C1_D34,48.20856,14.62204,27.15041,3.62958,5.4796,0.40763,0.21414,0.28804,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF8_C2_COLON_D46,58.63943,23.54905,12.20022,0.77471,4.83659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF8_C2_D30,36.77037,42.67261,1.82354,1.03686,0,0,0,0,0,0,0,0,0,0,17.69662,0,0,0,0,0,0,0
GF8_C2_D31,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF8_C3_D30,11.52162,79.62947,5.31976,2.13814,0.80453,0.21603,0,0.37046,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF8_C4_COLON_D46,56.14611,25.36629,13.34817,1.01128,4.12814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF8_C4_D30,11.66006,79.86496,4.81872,2.43946,0.89244,0.17172,0,0.15265,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF8_C4_D35,47.25094,14.50204,32.7117,5.53532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF8_C5_COLON_D46,50.25306,25.68381,17.8648,2.3428,3.85553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF8_C5_D30,0.93308,98.78815,0,0.27877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF8_C5_D35,46.75286,19.9235,25.10412,4.21242,4.0071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF8_C6_COLON_D46,41.71158,30.98196,21.61953,1.37025,4.07365,0,0,0.24304,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF8_C6_D30,0.39995,98.88733,0,0.71272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF8_C6_D32,0,44.89941,0,55.10059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF8_C6_D34,41.54215,11.46453,28.76179,18.23153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF8_C7_COLON_D46,34.90039,31.45245,26.079,1.83472,5.1248,0.23909,0,0.36956,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF8_C7_D30,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF8_C7_D33,36.56801,28.47029,27.52468,3.95398,3.48304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF8_C7_D35,37.46006,25.94352,28.61457,2.36235,5.20647,0,0,0.41303,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF8_INOC,57.81285,16.03379,15.05938,1.78116,4.14159,2.36205,0.78009,1.08652,0,0,0,0,0,0,0.94257,0,0,0,0,0,0,0
GF9_A_DAM_D0,41.38592,37.37448,15.75726,1.23108,4.1846,0.06665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_A1_COLON_D33,0,82.22255,0,17.77745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_A1_D16,35.77304,46.62709,12.67301,1.21081,3.71605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_A1_D19,45.57585,32.11705,15.27656,2.04157,0,0,0,0,0,0,0,0,0,0,4.98897,0,0,0,0,0,0,0
GF9_A1_D20,44.02117,24.94251,26.18842,4.84791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_A1_D21,19.74529,48.6473,30.42797,1.17944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_A2_COLON_D33,69.55076,1.63131,17.15763,0,11.6603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_A2_D21,24.61182,36.25166,35.08672,2.7594,1.18238,0.10801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_A3_COLON_D33,61.15766,12.67586,15.14708,5.29283,5.49608,0.08641,0.14408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_A3_D18,20.74449,45.28083,26.74584,1.99392,5.15913,0,0,0.07579,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_A3_D19,20.15133,51.14108,24.63353,4.07406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_A3_D21,17.04978,36.99146,44.24817,1.34615,0.36445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_A4_COLON_D33,46.28393,21.09833,19.23964,7.10403,6.11879,0.14006,0.01522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_A4_D16,14.09069,76.372,6.91216,0.91545,1.7097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_A4_D17,38.49754,34.05558,21.14536,1.42689,4.62946,0.127,0,0.11817,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_A4_D18,33.93748,41.2704,18.07399,2.18968,4.47597,0,0,0.05248,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_A4_D19,28.28257,57.13255,6.31378,8.27111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_A4_D20,36.37167,31.09224,23.23182,9.30427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_A5_COLON_D33,52.6618,18.66445,19.76695,5.03168,3.64305,0.23207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_A5_D18,34.37475,41.92177,17.96245,1.9272,3.7851,0,0,0.02874,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_A5_D19,20.01455,41.5625,15.80532,22.61763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_A6_COLON_D33,60.71845,13.80671,15.07171,5.35314,3.86563,0.42171,0.76264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_A6_D16,40.03936,40.73261,11.98026,1.43455,4.45865,0.65596,0.45923,0.23046,0.0089,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_A6_D21,34.98217,24.29081,39.57432,1.15269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_A7_D16,0.46729,98.20191,0,1.3308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_A7_D20,30.52847,34.52979,23.41719,11.34315,0.1814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_C1_COLON_D33,72.40886,8.00368,11.84604,0.54439,7.17897,0,0,0.01806,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_C1_D16,6.23042,91.12947,0.71948,1.80216,0.11847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_C1_D17,24.6235,59.16065,12.85768,1.45167,1.9065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_C1_D19,14.98047,19.9857,20.30793,44.7259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_C1_D21,34.74304,9.92333,47.74847,7.58516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_C2_COLON_D33,74.33625,6.22379,12.5975,0.97762,5.86483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_C2_D16,32.32035,41.28478,19.82968,2.00187,4.47206,0,0,0.09126,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_C2_D18,36.46815,36.28402,19.09403,2.83171,5.32208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_C2_D21,52.36398,14.74667,24.40627,2.25875,6.22433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_C3_D16,39.02565,32.73727,21.46056,2.055,4.6869,0,0,0.03462,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_C3_D17,18.34123,65.14449,11.96508,1.94575,2.59429,0,0,0.00916,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_C3_D19,15.95934,9.6051,16.25049,58.18507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_C3_D20,26.23667,14.88229,22.81828,36.06277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_C3_D21,17.11872,16.90448,29.95562,36.02118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_C4_COLON_D33,65.77337,9.87832,17.47178,1.17035,5.70618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_C4_D16,45.28113,19.42397,27.13347,3.21801,4.83244,0,0,0.11098,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_C4_D17,10.99158,78.18869,8.57375,0.63913,1.60685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_C4_D19,44.01725,12.61912,26.91174,16.45189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_C5_COLON_D33,71.11058,8.82219,12.67765,0.9392,6.45039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_C5_D17,11.32907,73.36005,12.09254,1.38344,1.6858,0,0,0.14909,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_C5_D18,24.61256,38.78275,32.33119,0,4.27349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_C5_D20,6.12162,8.45386,6.1568,79.26772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_C5_D21,32.97157,24.3558,24.64903,17.41531,0.6083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_C6_COLON_D33,72.70569,9.25809,10.73215,0.72286,6.58121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_C6_D16,26.57082,37.22129,29.49039,1.75346,4.81849,0,0,0.14556,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_C6_D20,16.55011,45.87691,24.97953,12.59346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_C6_D21,31.80624,23.09783,24.32291,19.73128,1.04174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_C7_COLON_D33,78.26034,6.25247,10.35251,0.97741,4.15726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_C7_D16,32.5682,35.94999,25.58898,1.36911,4.30362,0,0,0.2201,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_C7_D17,19.50833,66.3711,10.15174,1.30032,2.66851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF9_INOC,44.37426,32.90686,16.93636,1.3865,3.88223,0.25016,0,0.26363,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_6C_dam,60.51481,3.89558,20.64921,4.03412,0,5.98905,0.75941,4.15783,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_6Cdam_Stool_210816,34.25578,6.10923,34.8881,9.55139,0,7.54124,0.56742,7.08683,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_6Cdam_Stool_211105-1,11.00367,6.2752,29.06784,3.32839,0,0.24827,0,0,0,0,0,0,0,0,50.07663,0,0,0,0,0,0,0
Gn3_6Cdam_Stool_211105-2,16.55261,6.5386,26.72932,3.19191,0,0.20061,0,0,0,0,0,0,0,0,46.78695,0,0,0,0,0,0,0
Gn3_6Cdam_Stool_211105-3,18.22775,5.47576,32.34761,3.04077,0,0.12233,0,0,0,0,0,0,0,0,40.78578,0,0,0,0,0,0,0
Gn3_6D_dam,13.01176,11.29121,56.17476,5.56005,0,5.44155,2.15362,6.36704,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_6Ddam_Stool,22.72147,10.35235,36.87046,11.55143,0,8.05361,2.70529,7.74539,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_6E_dam,33.81046,5.58291,36.67786,7.79158,0,7.59878,1.12678,7.41163,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_6Edam_Stool,41.58599,5.76102,37.30482,9.27659,0,3.25365,0.62772,2.1902,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_6F_dam,36.42103,5.51928,41.75874,4.16589,0,6.49781,2.59528,3.04198,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_7A_dam_210806,54.20499,0.85881,23.26555,2.38721,0,5.79233,1.52542,3.82242,0,0,0,0,0,0,8.14327,0,0,0,0,0,0,0
Gn3_7A_dam,48.0017,1.39224,34.23428,3.58891,0,3.80595,3.46054,2.68968,0,0,0,0,0,0,2.82669,0,0,0,0,0,0,0
Gn3_7ADam_Stool_210806,16.5358,2.35422,31.16276,4.85079,0,4.33731,0.93421,2.06902,0,0,0,0,0,0,37.75589,0,0,0,0,0,0,0
Gn3_7Adam_Stool_210823,22.66994,0.68645,22.65143,4.35613,0,6.18814,1.07223,3.31383,0,0,0,0,0,0,39.06184,0,0,0,0,0,0,0
Gn3_7C_dam,31.02165,5.34539,0,6.87761,0.27325,0.78841,0,0.45675,0,0,0,0,0,0,55.23694,0,0,0,0,0,0,0
Gn3_7D_dam_210806,29.09639,3.47003,0,5.47291,0.03263,0,0,0,0,0,0,0,0,0,61.92805,0,0,0,0,0,0,0
Gn3_7D_dam_210818,22.47735,8.37774,0,4.91059,0,0,0,0,0,0,0,0,0,0,64.23431,0,0,0,0,0,0,0
Gn3_7E_dam,36.7431,5.29135,0,12.28573,0,0.36399,0,0.16737,0,0,0,0,0,0,45.14846,0,0,0,0,0,0,0
Gn3_7Edam_Stool,16.95747,2.74596,0,11.55173,0,2.35416,0,3.27367,0,0,0,0,0,0,63.11701,0,0,0,0,0,0,0
Gn3_7F_dam,37.34982,9.13357,0,11.89288,0,1.81396,0,0.16888,0,0,0,0,0,0,39.6409,0,0,0,0,0,0,0
Gn3_7Fdam_Stool,36.73238,4.65178,0,8.67554,0,0.58965,0,0.18667,0,0,0,0,0,0,49.16397,0,0,0,0,0,0,0
Gn3_8Ddam_Stool_211105-2,0,57.1869,0,2.37767,0,0,0,0,0,0,0,0,0,0,36.06718,0,0.78427,0,3.58397,0,0,0
Gn3_A_Innoc,36.82965,16.66219,26.99102,5.71807,5.28261,4.32003,2.06725,2.12917,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_A1_Cwash,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_A1_Stool,0.78946,96.16607,0,3.04447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_A2_Cwash,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_A3_Cwash,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_A3_Stool_DoL10,0,98.2859,0,1.7141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_A3_Stool_DoL11,0,97.21938,0,2.78062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_A4_Cwash,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_A5_Cwash,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_A5_Stool_Dol10,0,97.92176,0,2.07824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_A5_Stool_dol11,0.54221,94.71664,0,4.74114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_A5_Stool_dol12,0,97.43032,0,2.56968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_A6_Cwash,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_AB_Innoc,35.64529,9.03575,10.70679,4.86155,6.69253,2.6109,0.84145,2.93808,0,0,0,0,0,0,26.66766,0,0,0,0,0,0,0
Gn3_AB10_Cwash,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_AB10_Stool,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_AB12_Stool,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_AB6_Cwash,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_AB6_Stool,0,91.11185,0,8.88815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_AB7_Cwash,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_AB7_Stool,0,96.55234,0,3.44766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gn3_AB8_Cwash,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
