TaxonomicLevel	Sample	taxa	abundance
genus	C5-d45	g__Klebsiella	2.90873
genus	C5-d45	g__Escherichia	1.69574
genus	C5-d45	g__Enterococcus	1.57584
genus	C5-d45	g__Proteus	0.68468
genus	C5-d45	g__Citrobacter	0.4168
genus	C5-d53	g__Clostridium	59.40133
genus	C5-d53	g__Erysipelatoclostridium	15.24924
genus	C5-d53	g__Clostridioides	11.74847
genus	C5-d53	g__Veillonella	5.78406
genus	C5-d53	g__Klebsiella	4.08561
genus	C5-d53	g__Citrobacter	1.86079
genus	C5-d53	g__Enterococcus	1.21093
genus	C5-d53	g__Proteus	0.65957
genus	C6-d33	g__Enterococcus	86.44359
genus	C6-d33	g__Escherichia	13.22316
genus	C6-d33	g__Klebsiella	0.23223
genus	C6-d33	g__Clostridioides	0.10102
genus	C6-d37	g__Klebsiella	49.83523
genus	C6-d37	g__Enterococcus	34.09464
genus	C6-d37	g__Escherichia	10.31928
genus	C6-d37	g__Clostridium	3.42325
genus	C6-d37	g__Clostridioides	1.34655
genus	C6-d37	g__Erysipelatoclostridium	0.98104
genus	C6-d44	g__Clostridium	41.50618
genus	C6-d44	g__Erysipelatoclostridium	22.64526
genus	C6-d44	g__Klebsiella	13.80517
genus	C6-d44	g__Clostridioides	11.73218
genus	C6-d44	g__Escherichia	6.26119
genus	C6-d44	g__Enterococcus	2.72121
genus	C6-d44	g__Citrobacter	1.00132
genus	C6-d44	g__Proteus	0.32749
genus	C6-d49	g__Clostridium	70.41212
genus	C6-d49	g__Erysipelatoclostridium	15.67005
genus	C6-d49	g__Clostridioides	4.68058
genus	C6-d49	g__Veillonella	4.08214
genus	C6-d49	g__Citrobacter	1.82968
genus	C6-d49	g__Enterococcus	1.30648
genus	C6-d49	g__Klebsiella	0.9066
genus	C6-d49	g__Proteus	0.76769
genus	C6-d49	g__Escherichia	0.34466
genus	C6-d53	g__Clostridium	66.54601
genus	C6-d53	g__Erysipelatoclostridium	12.22493
genus	C6-d53	g__Clostridioides	8.65374
genus	C6-d53	g__Veillonella	5.34375
genus	C6-d53	g__Klebsiella	3.97038
genus	C6-d53	g__Citrobacter	1.30246
genus	C6-d53	g__Enterococcus	1.14587
genus	C6-d53	g__Proteus	0.6401
genus	C6-d53	g__Peptoniphilus	0.15807
genus	C6-d53	g__Escherichia	0.0147
genus	C7-d33	g__Enterococcus	58.84773
genus	C7-d33	g__Escherichia	33.5333
genus	C7-d33	g__Klebsiella	6.23902
genus	C7-d33	g__Clostridioides	0.78265
genus	C7-d33	g__Clostridium	0.5973
genus	C7-d38	g__Klebsiella	62.78046
genus	C7-d38	g__Enterococcus	16.63315
genus	C7-d38	g__Clostridium	9.25494
genus	C7-d38	g__Erysipelatoclostridium	9.16195
genus	C7-d38	g__Clostridioides	2.1695
genus	C7-d44	g__Clostridium	54.16725
genus	C7-d44	g__Erysipelatoclostridium	20.0141
genus	C7-d44	g__Clostridioides	8.82766
genus	C7-d44	g__Escherichia	7.26022
genus	C7-d44	g__Klebsiella	6.66179
genus	C7-d44	g__Enterococcus	1.52403
genus	C7-d44	g__Citrobacter	0.91967
genus	C7-d44	g__Proteus	0.62527
genus	C7-d45	g__Clostridium	61.68002
genus	C7-d45	g__Erysipelatoclostridium	15.03512
genus	C7-d45	g__Clostridioides	11.6702
genus	C7-d45	g__Klebsiella	6.8948
genus	C7-d45	g__Enterococcus	1.58762
genus	C7-d45	g__Escherichia	1.4728
genus	C7-d45	g__Proteus	0.98955
genus	C7-d45	g__Citrobacter	0.6699
genus	C7-d53	g__Clostridium	50.95227
genus	C7-d53	g__Erysipelatoclostridium	19.81234
genus	C7-d53	g__Clostridioides	10.71183
genus	C7-d53	g__Klebsiella	7.36798
genus	C7-d53	g__Veillonella	6.03236
genus	C7-d53	g__Citrobacter	2.57975
genus	C7-d53	g__Enterococcus	1.79079
genus	C7-d53	g__Proteus	0.62424
genus	C7-d53	g__Varibaculum	0.07964
genus	C7-d53	g__Escherichia	0.0488
genus	C8-d35	g__Escherichia	92.8359
genus	C8-d35	g__Enterococcus	5.67263
genus	C8-d35	g__Clostridioides	0.87009
genus	C8-d35	g__Clostridium	0.40659
genus	C8-d35	g__Klebsiella	0.21479
genus	C8-d38	g__Clostridium	35.99393
genus	C8-d38	g__Enterococcus	21.67674
genus	C8-d38	g__Erysipelatoclostridium	20.88168
genus	C8-d38	g__Klebsiella	19.11827
genus	C8-d38	g__Clostridioides	2.32938
genus	C8-d44	g__Clostridium	47.71527
genus	C8-d44	g__Erysipelatoclostridium	25.0592
genus	C8-d44	g__Clostridioides	10.79282
genus	C8-d44	g__Klebsiella	7.18376
genus	C8-d44	g__Enterococcus	4.1065
genus	C8-d44	g__Escherichia	3.93261
genus	C8-d44	g__Citrobacter	0.61167
genus	C8-d44	g__Proteus	0.59816
genus	C8-d45	g__Clostridium	57.51488
genus	C8-d45	g__Erysipelatoclostridium	22.60384
genus	C8-d45	g__Clostridioides	11.53931
genus	C8-d45	g__Klebsiella	3.2148
genus	C8-d45	g__Enterococcus	2.49721
genus	C8-d45	g__Escherichia	1.53577
genus	C8-d45	g__Proteus	0.64642
genus	C8-d45	g__Citrobacter	0.44776
genus	C8-d53	g__Clostridium	61.26181
genus	C8-d53	g__Erysipelatoclostridium	15.57288
genus	C8-d53	g__Clostridioides	10.47287
genus	C8-d53	g__Veillonella	5.70629
genus	C8-d53	g__Klebsiella	3.58201
genus	C8-d53	g__Citrobacter	1.58354
genus	C8-d53	g__Enterococcus	1.12861
genus	C8-d53	g__Proteus	0.69198
genus	CONV_MERO1_COLON	g__Enterococcus	51.80815
genus	CONV_MERO1_COLON	g__Bacteroides	32.01625
genus	CONV_MERO1_COLON	g__Clostridioides	16.1756
genus	CONV_MERO1_D0	g__Akkermansia	43.61721
genus	CONV_MERO1_D0	g__Lactobacillus	42.56373
genus	CONV_MERO1_D0	g__Bacteroides	5.81218
genus	CONV_MERO1_D0	g__Blautia	3.74725
genus	CONV_MERO1_D0	g__Enterococcus	2.41612
genus	CONV_MERO1_D0	g__Clostridioides	1.04501
genus	CONV_MERO1_D0	g__Lachnoclostridium	0.79849
genus	CONV_MERO1_D1	g__Lactobacillus	88.72675
genus	CONV_MERO1_D1	g__Akkermansia	9.79566
genus	CONV_MERO1_D1	g__Enterococcus	0.87379
genus	CONV_MERO1_D1	g__Blautia	0.30317
genus	CONV_MERO1_D1	g__Bacteroides	0.26921
genus	CONV_MERO1_D1	g__Clostridioides	0.02432
genus	CONV_MERO1_D1	g__Lachnoclostridium	0.0071
genus	CONV_MERO1_D3	g__Enterococcus	96.75582
genus	CONV_MERO1_D3	g__Clostridioides	3.15861
genus	CONV_MERO1_D3	g__Lactobacillus	0.08557
genus	CONV_MERO2_COLON	g__Enterococcus	43.21215
genus	CONV_MERO2_COLON	g__Clostridioides	42.2165
genus	CONV_MERO2_COLON	g__Bacteroides	14.57135
genus	CONV_MERO2_D0	g__Akkermansia	48.21463
genus	CONV_MERO2_D0	g__Lactobacillus	23.11782
genus	CONV_MERO2_D0	g__Bacteroides	10.64572
genus	CONV_MERO2_D0	g__Blautia	7.62333
genus	CONV_MERO2_D0	g__Enterococcus	7.37509
genus	CONV_MERO2_D0	g__Lachnoclostridium	2.41522
genus	CONV_MERO2_D0	g__Clostridioides	0.40536
genus	CONV_MERO2_D0	g__Escherichia	0.20283
genus	CONV_MERO2_D3	g__Enterococcus	99.69623
genus	CONV_MERO2_D3	g__Blautia	0.30377
genus	CONV_MERO3_COLON	g__Bacteroides	94.05712
genus	CONV_MERO3_COLON	g__Enterococcus	4.56523
genus	CONV_MERO3_COLON	g__Clostridioides	1.10355
genus	CONV_MERO3_COLON	g__Blautia	0.18804
genus	CONV_MERO3_COLON	g__Lachnoclostridium	0.08606
genus	CONV_MERO3_D1	g__Enterococcus	48.9519
genus	CONV_MERO3_D1	g__Bacteroides	26.41518
genus	CONV_MERO3_D1	g__Lachnoclostridium	15.86309
genus	CONV_MERO3_D1	g__Clostridioides	8.08924
genus	CONV_MERO3_D1	g__Lactobacillus	0.63594
genus	CONV_MERO3_D1	g__Blautia	0.04465
genus	CONV_MERO3_D3	g__Bacteroides	90.40058
genus	CONV_MERO3_D3	g__Lachnoclostridium	4.7221
genus	CONV_MERO3_D3	g__Enterococcus	4.18388
genus	CONV_MERO3_D3	g__Blautia	0.43262
genus	CONV_MERO3_D3	g__Clostridioides	0.26082
genus	CONV_MERO4_COLON	g__Enterococcus	43.26364
genus	CONV_MERO4_COLON	g__Bacteroides	24.16463
genus	CONV_MERO4_COLON	g__Blautia	17.00952
genus	CONV_MERO4_COLON	g__Clostridioides	15.38157
genus	CONV_MERO4_COLON	g__Lachnoclostridium	0.18064
genus	CONV_MERO4_D0	g__Bacteroides	77.75885
genus	CONV_MERO4_D0	g__Lactobacillus	9.77129
genus	CONV_MERO4_D0	g__Akkermansia	7.97338
genus	CONV_MERO4_D0	g__Lachnoclostridium	1.77262
genus	CONV_MERO4_D0	g__Blautia	1.19248
genus	CONV_MERO4_D0	g__Parasutterella	1.05766
genus	CONV_MERO4_D0	g__Clostridioides	0.47372
genus	CONV_MERO4_D1	g__Lachnoclostridium	94.71057
genus	CONV_MERO4_D1	g__Clostridioides	4.93612
genus	CONV_MERO4_D1	g__Lactobacillus	0.35332
genus	CONV_MERO4_D3	g__Clostridioides	66.2791
genus	CONV_MERO4_D3	g__Enterococcus	32.09592
genus	CONV_MERO4_D3	g__Lachnoclostridium	1.60805
genus	CONV_MERO4_D3	g__Lactobacillus	0.01693
genus	CONV_PBS1_COLON	g__Bacteroides	33.8989
genus	CONV_PBS1_COLON	g__Lachnoclostridium	26.15377
genus	CONV_PBS1_COLON	g__Blautia	20.01142
genus	CONV_PBS1_COLON	g__Akkermansia	7.51078
genus	CONV_PBS1_COLON	g__Lactobacillus	6.98937
genus	CONV_PBS1_COLON	g__Clostridioides	2.99553
genus	CONV_PBS1_COLON	g__Parasutterella	2.44024
genus	CONV_PBS1_D0	g__Akkermansia	74.77864
genus	CONV_PBS1_D0	g__Lactobacillus	18.25381
genus	CONV_PBS1_D0	g__Lachnoclostridium	2.75657
genus	CONV_PBS1_D0	g__Bacteroides	1.34581
genus	CONV_PBS1_D0	g__Enterococcus	1.2897
genus	CONV_PBS1_D0	g__Blautia	0.79898
genus	CONV_PBS1_D0	g__Clostridioides	0.77649
genus	CONV_PBS1_D3	g__Bacteroides	70.6241
genus	CONV_PBS1_D3	g__Akkermansia	13.09525
genus	CONV_PBS1_D3	g__Blautia	6.79052
genus	CONV_PBS1_D3	g__Lactobacillus	3.16441
genus	CONV_PBS1_D3	g__Lachnoclostridium	1.64586
genus	CONV_PBS1_D3	g__Escherichia	1.64461
genus	CONV_PBS1_D3	g__Parasutterella	1.57181
genus	CONV_PBS1_D3	g__Clostridioides	1.27189
genus	CONV_PBS1_D3	g__Enterococcus	0.19156
genus	CONV_PBS2_COLON	g__Bacteroides	60.23488
genus	CONV_PBS2_COLON	g__Lachnoclostridium	28.73831
genus	CONV_PBS2_COLON	g__Akkermansia	6.6942
genus	CONV_PBS2_COLON	g__Parasutterella	1.89022
genus	CONV_PBS2_COLON	g__Lactobacillus	1.433
genus	CONV_PBS2_COLON	g__Clostridioides	0.88787
genus	CONV_PBS2_COLON	g__Blautia	0.12151
genus	CONV_PBS2_D1	g__Bacteroides	51.79965
genus	CONV_PBS2_D1	g__Akkermansia	21.99303
genus	CONV_PBS2_D1	g__Lachnoclostridium	10.59525
genus	CONV_PBS2_D1	g__Lactobacillus	7.94678
genus	CONV_PBS2_D1	g__Parasutterella	3.508
genus	CONV_PBS2_D1	g__Blautia	1.83997
genus	CONV_PBS2_D1	g__Escherichia	1.12966
genus	CONV_PBS2_D1	g__Clostridioides	1.08651
genus	CONV_PBS2_D1	g__Proteobacteria_unclassified	0.10116
genus	CONV_PBS2_D3	g__Bacteroides	74.31692
genus	CONV_PBS2_D3	g__Akkermansia	12.72496
genus	CONV_PBS2_D3	g__Lachnoclostridium	4.99334
genus	CONV_PBS2_D3	g__Lactobacillus	3.14713
genus	CONV_PBS2_D3	g__Blautia	2.62855
genus	CONV_PBS2_D3	g__Parasutterella	2.15237
genus	CONV_PBS2_D3	g__Clostridioides	0.03673
genus	CONV_PBS3_COLON	g__Bacteroides	47.30147
genus	CONV_PBS3_COLON	g__Lachnoclostridium	46.02014
genus	CONV_PBS3_COLON	g__Akkermansia	5.25609
genus	CONV_PBS3_COLON	g__Parasutterella	0.84857
genus	CONV_PBS3_COLON	g__Blautia	0.57373
genus	CONV_PBS3_D1	g__Clostridium	27.51881
genus	CONV_PBS3_D1	g__Erysipelatoclostridium	22.16733
genus	CONV_PBS3_D1	g__Bacteroides	13.9034
genus	CONV_PBS3_D1	g__Akkermansia	11.0466
genus	CONV_PBS3_D1	g__Lactobacillus	6.0783
genus	CONV_PBS3_D1	g__Lachnoclostridium	3.42503
genus	CONV_PBS3_D1	g__Klebsiella	3.15409
genus	CONV_PBS3_D1	g__Clostridioides	3.11618
genus	CONV_PBS3_D1	g__Peptoniphilus	2.96715
genus	CONV_PBS3_D1	g__Escherichia	2.41236
genus	CONV_PBS3_D1	g__Enterococcus	1.5436
genus	CONV_PBS3_D1	g__Finegoldia	1.04291
genus	CONV_PBS3_D1	g__Blautia	0.8236
genus	CONV_PBS3_D1	g__Parasutterella	0.80066
genus	CONV_PBS4_COLON	g__Bacteroides	54.79447
genus	CONV_PBS4_COLON	g__Lachnoclostridium	29.27232
genus	CONV_PBS4_COLON	g__Akkermansia	13.50345
genus	CONV_PBS4_COLON	g__Parasutterella	2.42976
genus	CONV_PBS4_D0	g__Bacteroides	76.86505
genus	CONV_PBS4_D0	g__Akkermansia	14.99767
genus	CONV_PBS4_D0	g__Lachnoclostridium	4.20886
genus	CONV_PBS4_D0	g__Lactobacillus	1.35989
genus	CONV_PBS4_D0	g__Blautia	1.18258
genus	CONV_PBS4_D0	g__Parasutterella	1.17127
genus	CONV_PBS4_D0	g__Escherichia	0.21468
genus	CONV_PBS4_D1	g__Bacteroides	63.7768
genus	CONV_PBS4_D1	g__Lachnoclostridium	18.01126
genus	CONV_PBS4_D1	g__Akkermansia	15.74604
genus	CONV_PBS4_D1	g__Parasutterella	1.83929
genus	CONV_PBS4_D1	g__Escherichia	0.27939
genus	CONV_PBS4_D1	g__Blautia	0.14041
genus	CONV_PBS4_D1	g__Lactobacillus	0.13255
genus	CONV_PBS4_D1	g__Proteobacteria_unclassified	0.07425
genus	CONV_PBS4_D3	g__Bacteroides	75.19666
genus	CONV_PBS4_D3	g__Akkermansia	14.06691
genus	CONV_PBS4_D3	g__Lachnoclostridium	3.30314
genus	CONV_PBS4_D3	g__Lactobacillus	2.78885
genus	CONV_PBS4_D3	g__Parasutterella	2.28123
genus	CONV_PBS4_D3	g__Blautia	2.1256
genus	CONV_PBS4_D3	g__Proteobacteria_unclassified	0.10446
genus	CONV_PBS4_D3	g__Clostridioides	0.07061
genus	CONV_PBS4_D3	g__Escherichia	0.04449
genus	CONV_PBS4_D3	g__Turicimonas	0.01805
genus	GF1_A10	g__Clostridium	50.85604
genus	GF1_A10	g__Erysipelatoclostridium	19.24484
genus	GF1_A10	g__Clostridioides	10.17242
genus	GF1_A10	g__Citrobacter	5.35997
genus	GF1_A10	g__Klebsiella	4.88918
genus	GF1_A10	g__Enterococcus	2.73172
genus	GF1_A10	g__Veillonella	2.66641
genus	GF1_A10	g__Peptoniphilus	1.76684
genus	GF1_A10	g__Finegoldia	1.08681
genus	GF1_A10	g__Proteus	0.66944
genus	GF1_A10	g__Varibaculum	0.37889
genus	GF1_A10	g__Escherichia	0.17744
genus	GF1_B_mom_d32	g__Clostridium	50.65554
genus	GF1_B_mom_d32	g__Erysipelatoclostridium	20.10749
genus	GF1_B_mom_d32	g__Veillonella	5.29674
genus	GF1_B_mom_d32	g__Clostridioides	5.28758
genus	GF1_B_mom_d32	g__Klebsiella	4.59832
genus	GF1_B_mom_d32	g__Peptoniphilus	3.62166
genus	GF1_B_mom_d32	g__Enterococcus	3.3564
genus	GF1_B_mom_d32	g__Varibaculum	2.61501
genus	GF1_B_mom_d32	g__Campylobacter	2.12565
genus	GF1_B_mom_d32	g__Citrobacter	1.03011
genus	GF1_B_mom_d32	g__Proteus	0.91839
genus	GF1_B_mom_d32	g__Finegoldia	0.38712
genus	GF1_B10	g__Clostridium	43.63559
genus	GF1_B10	g__Erysipelatoclostridium	31.11821
genus	GF1_B10	g__Clostridioides	7.46627
genus	GF1_B10	g__Klebsiella	5.66474
genus	GF1_B10	g__Veillonella	4.14865
genus	GF1_B10	g__Enterococcus	2.79574
genus	GF1_B10	g__Citrobacter	2.71323
genus	GF1_B10	g__Campylobacter	0.85487
genus	GF1_B10	g__Peptoniphilus	0.81955
genus	GF1_B10	g__Escherichia	0.39441
genus	GF1_B10	g__Proteus	0.24717
genus	GF1_B10	g__Finegoldia	0.14158
genus	GF1_B14	g__Clostridium	67.36827
genus	GF1_B14	g__Erysipelatoclostridium	14.19298
genus	GF1_B14	g__Clostridioides	8.46168
genus	GF1_B14	g__Veillonella	3.20471
genus	GF1_B14	g__Klebsiella	2.16226
genus	GF1_B14	g__Enterococcus	1.83001
genus	GF1_B14	g__Proteus	0.8889
genus	GF1_B14	g__Campylobacter	0.86091
genus	GF1_B14	g__Peptoniphilus	0.44838
genus	GF1_B14	g__Citrobacter	0.40571
genus	GF1_B14	g__Finegoldia	0.17618
genus	GF1_B17	g__Clostridium	53.27646
genus	GF1_B17	g__Erysipelatoclostridium	19.29567
genus	GF1_B17	g__Clostridioides	7.18549
genus	GF1_B17	g__Klebsiella	5.17247
genus	GF1_B17	g__Veillonella	4.77978
genus	GF1_B17	g__Enterococcus	2.36627
genus	GF1_B17	g__Peptoniphilus	1.97359
genus	GF1_B17	g__Campylobacter	1.77103
genus	GF1_B17	g__Varibaculum	1.76933
genus	GF1_B17	g__Proteus	1.04269
genus	GF1_B17	g__Citrobacter	1.02832
genus	GF1_B17	g__Finegoldia	0.32281
genus	GF1_B17	g__Escherichia	0.01609
genus	GF1_B25	g__Clostridium	56.15216
genus	GF1_B25	g__Erysipelatoclostridium	15.91911
genus	GF1_B25	g__Clostridioides	7.90863
genus	GF1_B25	g__Veillonella	4.90961
genus	GF1_B25	g__Klebsiella	4.05566
genus	GF1_B25	g__Peptoniphilus	3.26113
genus	GF1_B25	g__Varibaculum	3.11903
genus	GF1_B25	g__Campylobacter	1.76194
genus	GF1_B25	g__Enterococcus	1.65911
genus	GF1_B25	g__Finegoldia	0.69598
genus	GF1_B25	g__Proteus	0.55764
genus	GF1_B3_d38	g__Clostridium	48.68524
genus	GF1_B3_d38	g__Erysipelatoclostridium	31.03343
genus	GF1_B3_d38	g__Clostridioides	10.44965
genus	GF1_B3_d38	g__Klebsiella	4.78668
genus	GF1_B3_d38	g__Peptoniphilus	1.5844
genus	GF1_B3_d38	g__Citrobacter	1.272
genus	GF1_B3_d38	g__Enterococcus	0.67903
genus	GF1_B3_d38	g__Proteus	0.55582
genus	GF1_B3_d38	g__Finegoldia	0.52873
genus	GF1_B3_d38	g__Escherichia	0.23791
genus	GF1_B3_d38	g__Varibaculum	0.18711
genus	GF1_B5_D38	g__Clostridium	48.84945
genus	GF1_B5_D38	g__Erysipelatoclostridium	33.25909
genus	GF1_B5_D38	g__Clostridioides	8.39485
genus	GF1_B5_D38	g__Escherichia	3.34596
genus	GF1_B5_D38	g__Klebsiella	3.24952
genus	GF1_B5_D38	g__Enterococcus	2.32762
genus	GF1_B5_D38	g__Citrobacter	0.41019
genus	GF1_B5_D38	g__Proteus	0.16332
genus	GF1_B6_d38	g__Clostridium	55.99118
genus	GF1_B6_d38	g__Erysipelatoclostridium	25.98555
genus	GF1_B6_d38	g__Clostridioides	10.41022
genus	GF1_B6_d38	g__Escherichia	2.82098
genus	GF1_B6_d38	g__Klebsiella	2.06648
genus	GF1_B6_d38	g__Enterococcus	1.76203
genus	GF1_B6_d38	g__Citrobacter	0.78223
genus	GF1_B6_d38	g__Proteus	0.18133
genus	GF1_B7_D38	g__Clostridium	61.59407
genus	GF1_B7_D38	g__Erysipelatoclostridium	21.93516
genus	GF1_B7_D38	g__Clostridioides	8.63498
genus	GF1_B7_D38	g__Enterococcus	2.94926
genus	GF1_B7_D38	g__Escherichia	2.37165
genus	GF1_B7_D38	g__Klebsiella	1.97168
genus	GF1_B7_D38	g__Citrobacter	0.36629
genus	GF1_B7_D38	g__Proteus	0.17692
genus	GF1_C_mom_d32	g__Clostridium	60.34954
genus	GF1_C_mom_d32	g__Erysipelatoclostridium	17.44232
genus	GF1_C_mom_d32	g__Clostridioides	6.29668
genus	GF1_C_mom_d32	g__Veillonella	3.74119
genus	GF1_C_mom_d32	g__Peptoniphilus	3.56341
genus	GF1_C_mom_d32	g__Varibaculum	2.57628
genus	GF1_C_mom_d32	g__Klebsiella	1.92067
genus	GF1_C_mom_d32	g__Enterococcus	1.89193
genus	GF1_C_mom_d32	g__Proteus	1.1683
genus	GF1_C_mom_d32	g__Escherichia	0.81903
genus	GF1_C_mom_d32	g__Finegoldia	0.15966
genus	GF1_C_mom_d32	g__Citrobacter	0.07098
genus	GF1_C10	g__Clostridium	46.05232
genus	GF1_C10	g__Erysipelatoclostridium	21.12827
genus	GF1_C10	g__Clostridioides	13.88596
genus	GF1_C10	g__Klebsiella	7.09518
genus	GF1_C10	g__Citrobacter	2.82062
genus	GF1_C10	g__Veillonella	2.81619
genus	GF1_C10	g__Enterococcus	2.3865
genus	GF1_C10	g__Campylobacter	1.4866
genus	GF1_C10	g__Peptoniphilus	1.33202
genus	GF1_C10	g__Finegoldia	0.57738
genus	GF1_C10	g__Proteus	0.31227
genus	GF1_C10	g__Varibaculum	0.10668
genus	GF1_C14	g__Clostridium	51.51186
genus	GF1_C14	g__Erysipelatoclostridium	21.65192
genus	GF1_C14	g__Clostridioides	8.94059
genus	GF1_C14	g__Veillonella	4.73888
genus	GF1_C14	g__Klebsiella	3.61325
genus	GF1_C14	g__Enterococcus	2.39429
genus	GF1_C14	g__Peptoniphilus	1.83133
genus	GF1_C14	g__Proteus	1.49587
genus	GF1_C14	g__Varibaculum	1.44912
genus	GF1_C14	g__Citrobacter	1.19208
genus	GF1_C14	g__Campylobacter	0.7504
genus	GF1_C14	g__Escherichia	0.34075
genus	GF1_C14	g__Finegoldia	0.08965
genus	GF1_C17	g__Clostridium	52.60701
genus	GF1_C17	g__Erysipelatoclostridium	22.00848
genus	GF1_C17	g__Clostridioides	11.54865
genus	GF1_C17	g__Veillonella	3.87555
genus	GF1_C17	g__Klebsiella	2.74927
genus	GF1_C17	g__Enterococcus	2.00809
genus	GF1_C17	g__Varibaculum	1.34234
genus	GF1_C17	g__Peptoniphilus	1.3173
genus	GF1_C17	g__Proteus	0.86401
genus	GF1_C17	g__Citrobacter	0.57762
genus	GF1_C17	g__Campylobacter	0.54906
genus	GF1_C17	g__Finegoldia	0.35592
genus	GF1_C17	g__Escherichia	0.1967
genus	GF1_C25	g__Clostridium	57.89299
genus	GF1_C25	g__Erysipelatoclostridium	19.98492
genus	GF1_C25	g__Clostridioides	7.82061
genus	GF1_C25	g__Veillonella	2.81354
genus	GF1_C25	g__Klebsiella	2.69368
genus	GF1_C25	g__Citrobacter	1.95711
genus	GF1_C25	g__Enterococcus	1.92148
genus	GF1_C25	g__Peptoniphilus	1.551
genus	GF1_C25	g__Varibaculum	1.51305
genus	GF1_C25	g__Campylobacter	0.95486
genus	GF1_C25	g__Proteus	0.60839
genus	GF1_C25	g__Finegoldia	0.28838
genus	GF1_C4_d39	g__Clostridium	49.16924
genus	GF1_C4_d39	g__Erysipelatoclostridium	18.18167
genus	GF1_C4_d39	g__Enterococcus	13.23708
genus	GF1_C4_d39	g__Klebsiella	10.13473
genus	GF1_C4_d39	g__Clostridioides	9.27728
genus	GF1_C6_d39	g__Clostridium	33.90406
genus	GF1_C6_d39	g__Erysipelatoclostridium	28.50523
genus	GF1_C6_d39	g__Enterococcus	19.34285
genus	GF1_C6_d39	g__Klebsiella	13.50917
genus	GF1_C6_d39	g__Clostridioides	4.73869
genus	GF1_C7_d39	g__Erysipelatoclostridium	31.28764
genus	GF1_C7_d39	g__Enterococcus	26.35101
genus	GF1_C7_d39	g__Clostridium	24.50385
genus	GF1_C7_d39	g__Klebsiella	11.37139
genus	GF1_C7_d39	g__Clostridioides	6.48611
genus	GF1_INOC_GF1	g__Klebsiella	55.54802
genus	GF1_INOC_GF1	g__Clostridium	15.11277
genus	GF1_INOC_GF1	g__Veillonella	11.46037
genus	GF1_INOC_GF1	g__Enterococcus	8.95423
genus	GF1_INOC_GF1	g__Erysipelatoclostridium	4.33475
genus	GF1_INOC_GF1	g__Clostridioides	3.41741
genus	GF1_INOC_GF1	g__Proteus	0.44602
genus	GF1_INOC_GF1	g__Streptococcus	0.35091
genus	GF1_INOC_GF1	g__Escherichia	0.14156
genus	GF1_INOC_GF1	g__Staphylococcus	0.07161
genus	GF1_INOC_GF1	g__Citrobacter	0.06906
genus	GF1_INOC_GF1	g__Varibaculum	0.05614
genus	GF1_INOC_GF1	g__Finegoldia	0.03714
genus	GF10_A_DAM_D0	g__Klebsiella	68.08031
genus	GF10_A_DAM_D0	g__Clostridium	8.92969
genus	GF10_A_DAM_D0	g__Veillonella	7.59296
genus	GF10_A_DAM_D0	g__Enterococcus	7.54146
genus	GF10_A_DAM_D0	g__Clostridioides	3.97532
genus	GF10_A_DAM_D0	g__Erysipelatoclostridium	3.84636
genus	GF10_A_DAM_D0	g__Streptococcus	0.03391
genus	GF10_A1_COLON_D35	g__Klebsiella	81.42365
genus	GF10_A1_COLON_D35	g__Enterococcus	9.10604
genus	GF10_A1_COLON_D35	g__Veillonella	4.14397
genus	GF10_A1_COLON_D35	g__Clostridioides	2.93352
genus	GF10_A1_COLON_D35	g__Clostridium	1.75522
genus	GF10_A1_COLON_D35	g__Erysipelatoclostridium	0.6376
genus	GF10_A1_d101	g__Klebsiella	74.42641
genus	GF10_A1_d101	g__Enterococcus	24.66459
genus	GF10_A1_d101	g__Escherichia	0.58676
genus	GF10_A1_d101	g__Clostridioides	0.32224
genus	GF10_A1_d104_colon	g__Clostridium	59.48517
genus	GF10_A1_d104_colon	g__Erysipelatoclostridium	30.47976
genus	GF10_A1_d104_colon	g__Clostridioides	6.88464
genus	GF10_A1_d104_colon	g__Escherichia	3.15043
genus	GF10_A1_d127_colon	g__Clostridium	40.16174
genus	GF10_A1_d127_colon	g__Erysipelatoclostridium	17.03481
genus	GF10_A1_d127_colon	g__Clostridioides	17.03045
genus	GF10_A1_d127_colon	g__Klebsiella	15.19416
genus	GF10_A1_d127_colon	g__Veillonella	5.58121
genus	GF10_A1_d127_colon	g__Escherichia	1.5152
genus	GF10_A1_d127_colon	g__Enterococcus	1.38359
genus	GF10_A1_d127_colon	g__Proteus	1.34868
genus	GF10_A1_d127_colon	g__Citrobacter	0.75017
genus	GF10_A1_D32	g__Clostridium	34.53489
genus	GF10_A1_D32	g__Klebsiella	21.96677
genus	GF10_A1_D32	g__Erysipelatoclostridium	20.07998
genus	GF10_A1_D32	g__Clostridioides	8.16035
genus	GF10_A1_D32	g__Enterococcus	6.90207
genus	GF10_A1_D32	g__Veillonella	5.96891
genus	GF10_A1_D32	g__Proteus	1.53518
genus	GF10_A1_D32	g__Citrobacter	0.54584
genus	GF10_A1_D32	g__Peptoniphilus	0.23631
genus	GF10_A1_D32	g__Campylobacter	0.0697
genus	GF10_A1_D34	g__Klebsiella	90.46194
genus	GF10_A1_D34	g__Enterococcus	5.8081
genus	GF10_A1_D34	g__Clostridium	2.90586
genus	GF10_A1_D34	g__Clostridioides	0.82409
genus	GF10_A1_d77	g__Klebsiella	94.25334
