TaxonomicLevel	Sample	taxa	abundance
genus	GF10_A1_d77	g__Enterococcus	5.74666
genus	GF10_A1_d79	g__Klebsiella	100
genus	GF10_A1_d80_colon	g__Klebsiella	70.31825
genus	GF10_A1_d80_colon	g__Enterococcus	14.06572
genus	GF10_A1_d80_colon	g__Clostridioides	12.44228
genus	GF10_A1_d80_colon	g__Escherichia	2.54081
genus	GF10_A1_d80_colon	g__Erysipelatoclostridium	0.63293
genus	GF10_A2_COLON_D35	g__Enterococcus	100
genus	GF10_A2_d101	g__Klebsiella	100
genus	GF10_A2_d103	g__Klebsiella	97.80008
genus	GF10_A2_d103	g__Enterococcus	2.04913
genus	GF10_A2_d103	g__Clostridioides	0.15079
genus	GF10_A2_d104_colon	g__Klebsiella	91.65125
genus	GF10_A2_d104_colon	g__Enterococcus	4.11575
genus	GF10_A2_d104_colon	g__Escherichia	2.97899
genus	GF10_A2_d104_colon	g__Clostridioides	1.18491
genus	GF10_A2_d104_colon	g__Erysipelatoclostridium	0.0691
genus	GF10_A2_d127_colon	g__Klebsiella	100
genus	GF10_A2_D32	g__Clostridium	31.02609
genus	GF10_A2_D32	g__Erysipelatoclostridium	25.76183
genus	GF10_A2_D32	g__Klebsiella	15.23365
genus	GF10_A2_D32	g__Enterococcus	8.59217
genus	GF10_A2_D32	g__Veillonella	7.82784
genus	GF10_A2_D32	g__Clostridioides	7.36683
genus	GF10_A2_D32	g__Proteus	1.77991
genus	GF10_A2_D32	g__Escherichia	1.12087
genus	GF10_A2_D32	g__Citrobacter	0.9568
genus	GF10_A2_D32	g__Peptoniphilus	0.22497
genus	GF10_A2_D32	g__Campylobacter	0.10904
genus	GF10_A2_D33	g__Klebsiella	93.88484
genus	GF10_A2_D33	g__Enterococcus	2.44982
genus	GF10_A2_D33	g__Clostridium	1.96955
genus	GF10_A2_D33	g__Clostridioides	1.45968
genus	GF10_A2_D33	g__Erysipelatoclostridium	0.13743
genus	GF10_A2_D33	g__Escherichia	0.09868
genus	GF10_A2_D34	g__Klebsiella	77.10157
genus	GF10_A2_D34	g__Clostridium	10.34823
genus	GF10_A2_D34	g__Enterococcus	4.36083
genus	GF10_A2_D34	g__Erysipelatoclostridium	3.1799
genus	GF10_A2_D34	g__Clostridioides	3.16467
genus	GF10_A2_D34	g__Veillonella	1.16145
genus	GF10_A2_D34	g__Proteus	0.68335
genus	GF10_A2_d77	g__Klebsiella	91.34202
genus	GF10_A2_d77	g__Enterococcus	8.65798
genus	GF10_A2_d79	g__Klebsiella	100
genus	GF10_A3_COLON_D35	g__Enterococcus	100
genus	GF10_A3_d104_colon	g__Erysipelatoclostridium	37.1432
genus	GF10_A3_d104_colon	g__Clostridium	31.32691
genus	GF10_A3_d104_colon	g__Klebsiella	13.97768
genus	GF10_A3_d104_colon	g__Clostridioides	8.4164
genus	GF10_A3_d104_colon	g__Veillonella	4.51583
genus	GF10_A3_d104_colon	g__Citrobacter	1.43614
genus	GF10_A3_d104_colon	g__Enterococcus	1.13702
genus	GF10_A3_d104_colon	g__Peptoniphilus	1.09863
genus	GF10_A3_d104_colon	g__Varibaculum	0.35403
genus	GF10_A3_d104_colon	g__Proteus	0.34888
genus	GF10_A3_d104_colon	g__Escherichia	0.23283
genus	GF10_A3_d104_colon	g__Gemella	0.01245
genus	GF10_A3_D33	g__Klebsiella	96.61965
genus	GF10_A3_D33	g__Enterococcus	1.85936
genus	GF10_A3_D33	g__Clostridioides	0.87464
genus	GF10_A3_D33	g__Erysipelatoclostridium	0.64635
genus	GF10_A3_D34	g__Klebsiella	83.11604
genus	GF10_A3_D34	g__Clostridium	7.1996
genus	GF10_A3_D34	g__Enterococcus	4.20296
genus	GF10_A3_D34	g__Erysipelatoclostridium	2.2589
genus	GF10_A3_D34	g__Clostridioides	2.06213
genus	GF10_A3_D34	g__Veillonella	1.16038
genus	GF10_A3_d79	g__Klebsiella	93.64785
genus	GF10_A3_d79	g__Enterococcus	6.35215
genus	GF10_A3_d80_colon	g__Klebsiella	94.80328
genus	GF10_A3_d80_colon	g__Clostridium	1.98778
genus	GF10_A3_d80_colon	g__Clostridioides	1.7527
genus	GF10_A3_d80_colon	g__Erysipelatoclostridium	1.01102
genus	GF10_A3_d80_colon	g__Enterococcus	0.44522
genus	GF10_A4_d101	g__Klebsiella	96.46504
genus	GF10_A4_d101	g__Enterococcus	2.74942
genus	GF10_A4_d101	g__Clostridium	0.68964
genus	GF10_A4_d101	g__Clostridioides	0.09591
genus	GF10_A4_d104_colon	g__Clostridium	67.81901
genus	GF10_A4_d104_colon	g__Erysipelatoclostridium	18.87685
genus	GF10_A4_d104_colon	g__Clostridioides	9.58638
genus	GF10_A4_d104_colon	g__Escherichia	3.71776
genus	GF10_A4_d77	g__Klebsiella	93.17815
genus	GF10_A4_d77	g__Enterococcus	6.82185
genus	GF10_A5_d101	g__Klebsiella	98.68413
genus	GF10_A5_d101	g__Enterococcus	1.31587
genus	GF10_A5_d104_colon	g__Klebsiella	95.25225
genus	GF10_A5_d104_colon	g__Enterococcus	4.40762
genus	GF10_A5_d104_colon	g__Escherichia	0.34014
genus	GF10_A5_d127_colon	g__Proteus	47.27051
genus	GF10_A5_d127_colon	g__Klebsiella	37.18621
genus	GF10_A5_d127_colon	g__Erysipelatoclostridium	15.54328
genus	GF10_A56_d101	g__Klebsiella	96.77465
genus	GF10_A56_d101	g__Enterococcus	2.98674
genus	GF10_A56_d101	g__Clostridioides	0.22438
genus	GF10_A56_d101	g__Clostridium	0.01422
genus	GF10_A6_d102	g__Klebsiella	82.00927
genus	GF10_A6_d102	g__Clostridium	10.11819
genus	GF10_A6_d102	g__Enterococcus	2.90735
genus	GF10_A6_d102	g__Erysipelatoclostridium	1.90886
genus	GF10_A6_d102	g__Lachnoclostridium	1.45071
genus	GF10_A6_d102	g__Clostridioides	1.25486
genus	GF10_A6_d102	g__Escherichia	0.35076
genus	GF10_A6_d103	g__Klebsiella	27.61052
genus	GF10_A6_d103	g__Clostridium	23.73079
genus	GF10_A6_d103	g__Escherichia	21.40135
genus	GF10_A6_d103	g__Clostridioides	10.46926
genus	GF10_A6_d103	g__Erysipelatoclostridium	9.63699
genus	GF10_A6_d103	g__Lachnoclostridium	5.51878
genus	GF10_A6_d103	g__Enterococcus	1.6323
genus	GF10_A6_d104_colon	g__Escherichia	40.54838
genus	GF10_A6_d104_colon	g__Clostridium	23.93054
genus	GF10_A6_d104_colon	g__Erysipelatoclostridium	16.76044
genus	GF10_A6_d104_colon	g__Lachnoclostridium	8.59451
genus	GF10_A6_d104_colon	g__Clostridioides	7.82776
genus	GF10_A6_d104_colon	g__Klebsiella	2.33837
genus	GF10_A7_d103	g__Klebsiella	96.58872
genus	GF10_A7_d103	g__Escherichia	2.98369
genus	GF10_A7_d103	g__Enterococcus	0.42759
genus	GF10_A7_d104_colon	g__Klebsiella	99.39981
genus	GF10_A7_d104_colon	g__Escherichia	0.60019
genus	GF10_A7_d127_colon	g__Klebsiella	60.05763
genus	GF10_A7_d127_colon	g__Proteus	39.49972
genus	GF10_A7_d127_colon	g__Enterococcus	0.44265
genus	GF10_A8_d102	g__Klebsiella	99.20868
genus	GF10_A8_d102	g__Enterococcus	0.79132
genus	GF10_A8_d104_colon	g__Clostridium	40.21571
genus	GF10_A8_d104_colon	g__Klebsiella	20.04908
genus	GF10_A8_d104_colon	g__Clostridioides	18.30269
genus	GF10_A8_d104_colon	g__Erysipelatoclostridium	10.92224
genus	GF10_A8_d104_colon	g__Veillonella	4.68125
genus	GF10_A8_d104_colon	g__Escherichia	1.81545
genus	GF10_A8_d104_colon	g__Citrobacter	1.1123
genus	GF10_A8_d104_colon	g__Enterococcus	0.90843
genus	GF10_A8_d104_colon	g__Peptoniphilus	0.70481
genus	GF10_A8_d104_colon	g__Campylobacter	0.64589
genus	GF10_A8_d104_colon	g__Proteus	0.55796
genus	GF10_A8_d104_colon	g__Varibaculum	0.08418
genus	GF10_Adam_d1	g__Lachnoclostridium	37.76372
genus	GF10_Adam_d1	g__Erysipelatoclostridium	18.67286
genus	GF10_Adam_d1	g__Clostridioides	16.20144
genus	GF10_Adam_d1	g__Proteus	8.91212
genus	GF10_Adam_d1	g__Clostridium	7.69753
genus	GF10_Adam_d1	g__Klebsiella	6.18029
genus	GF10_Adam_d1	g__Enterococcus	3.39554
genus	GF10_Adam_d1	g__Citrobacter	1.17649
genus	GF10_Adam_d20	g__Clostridium	40.01328
genus	GF10_Adam_d20	g__Lachnoclostridium	19.91991
genus	GF10_Adam_d20	g__Erysipelatoclostridium	14.40899
genus	GF10_Adam_d20	g__Clostridioides	7.6007
genus	GF10_Adam_d20	g__Varibaculum	5.22338
genus	GF10_Adam_d20	g__Klebsiella	3.21946
genus	GF10_Adam_d20	g__Veillonella	2.88975
genus	GF10_Adam_d20	g__Proteus	2.75599
genus	GF10_Adam_d20	g__Enterococcus	2.4419
genus	GF10_Adam_d20	g__Citrobacter	1.44375
genus	GF10_Adam_d20	g__Finegoldia	0.08288
genus	GF10_C1_COLON_D55	g__Klebsiella	99.30141
genus	GF10_C1_COLON_D55	g__Enterococcus	0.69859
genus	GF10_C1_d55	g__Sphingomonas	100
genus	GF10_C1_d77	g__Klebsiella	77.28815
genus	GF10_C1_d77	g__Clostridium	22.37811
genus	GF10_C1_d77	g__Enterococcus	0.33375
genus	GF10_C10_COLON_D55	g__Escherichia	100
genus	GF10_C2_COLON_D35	g__Klebsiella	50.39036
genus	GF10_C2_COLON_D35	g__Enterococcus	19.11453
genus	GF10_C2_COLON_D35	g__Anaerococcus	10.57345
genus	GF10_C2_COLON_D35	g__Varibaculum	9.37908
genus	GF10_C2_COLON_D35	g__Finegoldia	4.43307
genus	GF10_C2_COLON_D35	g__Bifidobacterium	3.45595
genus	GF10_C2_COLON_D35	g__Clostridium	1.62405
genus	GF10_C2_COLON_D35	g__Escherichia	0.71548
genus	GF10_C2_COLON_D35	g__Clostridioides	0.1811
genus	GF10_C2_COLON_D35	g__Erysipelatoclostridium	0.13294
genus	GF10_C2_COLON_D55	g__Klebsiella	100
genus	GF10_C2_d101	g__Klebsiella	96.85893
genus	GF10_C2_d101	g__Enterococcus	1.81701
genus	GF10_C2_d101	g__Clostridium	0.81571
genus	GF10_C2_d101	g__Clostridioides	0.50835
genus	GF10_C2_d103	g__Klebsiella	65.92274
genus	GF10_C2_d103	g__Erysipelatoclostridium	22.40885
genus	GF10_C2_d103	g__Clostridioides	10.95255
genus	GF10_C2_d103	g__Lachnoclostridium	0.69488
genus	GF10_C2_d103	g__Enterococcus	0.02098
genus	GF10_C2_d104_colon	g__Klebsiella	47.67107
genus	GF10_C2_d104_colon	g__Erysipelatoclostridium	36.13986
genus	GF10_C2_d104_colon	g__Clostridioides	16.18907
genus	GF10_C2_D32	g__Klebsiella	80.58598
genus	GF10_C2_D32	g__Enterococcus	6.88325
genus	GF10_C2_D32	g__Anaerococcus	3.51969
genus	GF10_C2_D32	g__Erysipelatoclostridium	2.71375
genus	GF10_C2_D32	g__Varibaculum	2.51985
genus	GF10_C2_D32	g__Clostridium	1.96542
genus	GF10_C2_D32	g__Clostridioides	0.91296
genus	GF10_C2_D32	g__Finegoldia	0.60028
genus	GF10_C2_D32	g__Bifidobacterium	0.29881
genus	GF10_C2_D33	g__Klebsiella	95.38841
genus	GF10_C2_D33	g__Enterococcus	2.24202
genus	GF10_C2_D33	g__Clostridium	1.87977
genus	GF10_C2_D33	g__Clostridioides	0.4898
genus	GF10_C2_D34	g__Klebsiella	89.67142
genus	GF10_C2_D34	g__Enterococcus	6.92085
genus	GF10_C2_D34	g__Veillonella	1.86638
genus	GF10_C2_D34	g__Clostridium	1.02488
genus	GF10_C2_D34	g__Erysipelatoclostridium	0.38864
genus	GF10_C2_D34	g__Clostridioides	0.12783
genus	GF10_C2_d55	g__Clostridium	42.1472
genus	GF10_C2_d55	g__Bifidobacterium	30.73702
genus	GF10_C2_d55	g__Clostridioides	21.10246
genus	GF10_C2_d55	g__Citrobacter	2.28117
genus	GF10_C2_d55	g__Escherichia	1.81126
genus	GF10_C2_d55	g__Enterococcus	1.40212
genus	GF10_C2_d55	g__Morganella	0.22711
genus	GF10_C2_d55	g__Klebsiella	0.21617
genus	GF10_C2_d55	g__Veillonella	0.07549
genus	GF10_C2_d77	g__Clostridium	55.26831
genus	GF10_C2_d77	g__Klebsiella	37.39165
genus	GF10_C2_d77	g__Proteus	4.58283
genus	GF10_C2_d77	g__Enterococcus	1.5488
genus	GF10_C2_d77	g__Veillonella	0.71521
genus	GF10_C2_d77	g__Clostridioides	0.38524
genus	GF10_C2_d77	g__Escherichia	0.10797
genus	GF10_C2_d80_colon	g__Klebsiella	100
genus	GF10_C3_COLON_D35	g__Klebsiella	65.2473
genus	GF10_C3_COLON_D35	g__Enterococcus	16.68483
genus	GF10_C3_COLON_D35	g__Anaerococcus	7.22575
genus	GF10_C3_COLON_D35	g__Varibaculum	3.85063
genus	GF10_C3_COLON_D35	g__Finegoldia	2.54986
genus	GF10_C3_COLON_D35	g__Clostridioides	1.83502
genus	GF10_C3_COLON_D35	g__Escherichia	1.44554
genus	GF10_C3_COLON_D35	g__Bifidobacterium	1.16108
genus	GF10_C3_d101	g__Klebsiella	58.31981
genus	GF10_C3_d101	g__Proteus	39.91704
genus	GF10_C3_d101	g__Enterococcus	0.98472
genus	GF10_C3_d101	g__Clostridioides	0.35531
genus	GF10_C3_d101	g__Clostridium	0.35353
genus	GF10_C3_d101	g__Escherichia	0.06959
genus	GF10_C3_D33	g__Klebsiella	99.87258
genus	GF10_C3_D33	g__Enterococcus	0.12742
genus	GF10_C3_d55	g__Klebsiella	100
genus	GF10_C3_d78	g__Klebsiella	100
genus	GF10_C4_COLON_D55	g__Klebsiella	100
genus	GF10_C4_d102_colon	g__Klebsiella	100
genus	GF10_C4_d55	g__Clostridium	38.67691
genus	GF10_C4_d55	g__Bifidobacterium	36.084
genus	GF10_C4_d55	g__Clostridioides	20.06044
genus	GF10_C4_d55	g__Enterococcus	1.70866
genus	GF10_C4_d55	g__Escherichia	1.53002
genus	GF10_C4_d55	g__Klebsiella	0.90128
genus	GF10_C4_d55	g__Veillonella	0.87668
genus	GF10_C4_d55	g__Morganella	0.11924
genus	GF10_C4_d55	g__Anaerococcus	0.04279
genus	GF10_C4_d77	g__Klebsiella	39.6182
genus	GF10_C4_d77	g__Clostridium	27.63978
genus	GF10_C4_d77	g__Proteus	21.79525
genus	GF10_C4_d77	g__Veillonella	5.13304
genus	GF10_C4_d77	g__Enterococcus	4.86103
genus	GF10_C4_d77	g__Clostridioides	0.9527
genus	GF10_C4_d80_colon	g__Clostridioides	46.43025
genus	GF10_C4_d80_colon	g__Klebsiella	41.53473
genus	GF10_C4_d80_colon	g__Erysipelatoclostridium	11.94707
genus	GF10_C4_d80_colon	g__Lachnoclostridium	0.08795
genus	GF10_C5_COLON_D55	g__Citrobacter	67.72314
genus	GF10_C5_COLON_D55	g__Escherichia	19.18934
genus	GF10_C5_COLON_D55	g__Klebsiella	12.07846
genus	GF10_C5_COLON_D55	g__Enterococcus	1.00906
genus	GF10_C5_d101	g__Klebsiella	96.84976
genus	GF10_C5_d101	g__Enterococcus	1.49395
genus	GF10_C5_d101	g__Clostridium	1.20562
genus	GF10_C5_d101	g__Escherichia	0.28917
genus	GF10_C5_d101	g__Clostridioides	0.1615
genus	GF10_C5_d55	g__Clostridium	45.65209
genus	GF10_C5_d55	g__Bifidobacterium	29.87981
genus	GF10_C5_d55	g__Clostridioides	19.96544
genus	GF10_C5_d55	g__Escherichia	3.00231
genus	GF10_C5_d55	g__Enterococcus	1.50035
genus	GF10_C5_d77	g__Klebsiella	98.38223
genus	GF10_C5_d77	g__Enterococcus	1.61777
genus	GF10_C6_COLON_D55	g__Klebsiella	46.36692
genus	GF10_C6_COLON_D55	g__Escherichia	34.28
genus	GF10_C6_COLON_D55	g__Citrobacter	17.83873
genus	GF10_C6_COLON_D55	g__Erysipelatoclostridium	0.79117
genus	GF10_C6_COLON_D55	g__Enterococcus	0.72318
genus	GF10_C6_d101	g__Klebsiella	99.87219
genus	GF10_C6_d101	g__Enterococcus	0.12781
genus	GF10_C6_d55	g__Clostridium	40.53566
genus	GF10_C6_d55	g__Bifidobacterium	30.27019
genus	GF10_C6_d55	g__Clostridioides	22.20621
genus	GF10_C6_d55	g__Escherichia	2.82605
genus	GF10_C6_d55	g__Citrobacter	1.36853
genus	GF10_C6_d55	g__Klebsiella	1.29632
genus	GF10_C6_d55	g__Enterococcus	1.17972
genus	GF10_C6_d55	g__Morganella	0.31731
genus	GF10_C7_COLON_D55	g__Klebsiella	100
genus	GF10_C8_COLON_D55	g__Klebsiella	100
genus	GF10_C8_d101	g__Klebsiella	97.48219
genus	GF10_C8_d101	g__Enterococcus	1.36398
genus	GF10_C8_d101	g__Clostridium	0.61946
genus	GF10_C8_d101	g__Escherichia	0.37949
genus	GF10_C8_d101	g__Clostridioides	0.15488
genus	GF10_C8_d103	g__Enterococcus	30.02357
genus	GF10_C8_d103	g__Clostridioides	24.72295
genus	GF10_C8_d103	g__Erysipelatoclostridium	22.60431
genus	GF10_C8_d103	g__Escherichia	20.33308
genus	GF10_C8_d103	g__Klebsiella	2.3161
genus	GF10_C8_d55	g__Clostridium	50.2251
genus	GF10_C8_d55	g__Bifidobacterium	17.91725
genus	GF10_C8_d55	g__Clostridioides	8.62521
genus	GF10_C8_d55	g__Erysipelatoclostridium	7.26789
genus	GF10_C8_d55	g__Klebsiella	6.42812
genus	GF10_C8_d55	g__Citrobacter	3.05557
genus	GF10_C8_d55	g__Enterococcus	2.73095
genus	GF10_C8_d55	g__Veillonella	1.74869
genus	GF10_C8_d55	g__Peptoniphilus	0.7529
genus	GF10_C8_d55	g__Escherichia	0.55084
genus	GF10_C8_d55	g__Varibaculum	0.35672
genus	GF10_C8_d55	g__Proteus	0.23155
genus	GF10_C8_d55	g__Campylobacter	0.08552
genus	GF10_C8_d55	g__Morganella	0.02368
genus	GF10_C9_COLON_D55	g__Escherichia	92.80029
genus	GF10_C9_COLON_D55	g__Enterococcus	7.19971
genus	GF10_Cdam_d0	g__Clostridium	37.35194
genus	GF10_Cdam_d0	g__Bifidobacterium	36.5025
genus	GF10_Cdam_d0	g__Clostridioides	17.16815
genus	GF10_Cdam_d0	g__Veillonella	7.12766
genus	GF10_Cdam_d0	g__Enterococcus	0.71078
genus	GF10_Cdam_d0	g__Klebsiella	0.67313
genus	GF10_Cdam_d0	g__Escherichia	0.26915
genus	GF10_Cdam_d0	g__Morganella	0.19669
genus	GF10_Cdam_d1	g__Clostridium	44.96385
genus	GF10_Cdam_d1	g__Erysipelatoclostridium	24.87042
genus	GF10_Cdam_d1	g__Klebsiella	14.91775
genus	GF10_Cdam_d1	g__Clostridioides	6.51831
genus	GF10_Cdam_d1	g__Enterococcus	4.04574
genus	GF10_Cdam_d1	g__Proteus	3.5157
genus	GF10_Cdam_d1	g__Citrobacter	0.8036
genus	GF10_Cdam_d1	g__Escherichia	0.29969
genus	GF10_Cdam_d1	g__Lachnoclostridium	0.06495
genus	GF10_Cdam_d20	g__Clostridium	42.98639
genus	GF10_Cdam_d20	g__Lachnoclostridium	19.8171
genus	GF10_Cdam_d20	g__Erysipelatoclostridium	14.23004
genus	GF10_Cdam_d20	g__Clostridioides	7.02969
genus	GF10_Cdam_d20	g__Enterococcus	4.20382
genus	GF10_Cdam_d20	g__Klebsiella	3.84699
genus	GF10_Cdam_d20	g__Varibaculum	3.83456
genus	GF10_Cdam_d20	g__Citrobacter	2.16838
genus	GF10_Cdam_d20	g__Proteus	1.88303
genus	GF10_INOC	g__Klebsiella	64.19176
genus	GF10_INOC	g__Clostridium	10.2886
genus	GF10_INOC	g__Veillonella	8.42551
genus	GF10_INOC	g__Enterococcus	7.98061
genus	GF10_INOC	g__Clostridioides	4.67574
genus	GF10_INOC	g__Erysipelatoclostridium	4.22671
genus	GF10_INOC	g__Streptococcus	0.14077
genus	GF10_INOC	g__Proteus	0.0703
genus	GF11_A_DAM_D0	g__Klebsiella	29.55213
genus	GF11_A_DAM_D0	g__Enterococcus	20.90831
genus	GF11_A_DAM_D0	g__Anaerococcus	17.10335
genus	GF11_A_DAM_D0	g__Varibaculum	9.26366
genus	GF11_A_DAM_D0	g__Citrobacter	6.55833
genus	GF11_A_DAM_D0	g__Escherichia	6.26809
genus	GF11_A_DAM_D0	g__Finegoldia	3.93963
genus	GF11_A_DAM_D0	g__Bifidobacterium	3.73258
genus	GF11_A_DAM_D0	g__Erysipelatoclostridium	1.41866
genus	GF11_A_DAM_D0	g__Clostridium	0.72829
genus	GF11_A_DAM_D0	g__Clostridioides	0.52698
genus	GF11_A1_COLON_D38	g__Enterococcus	31.35805
genus	GF11_A1_COLON_D38	g__Escherichia	18.59621
genus	GF11_A1_COLON_D38	g__Varibaculum	11.4148
genus	GF11_A1_COLON_D38	g__Citrobacter	10.8594
genus	GF11_A1_COLON_D38	g__Anaerococcus	10.79707
genus	GF11_A1_COLON_D38	g__Bifidobacterium	6.81848
genus	GF11_A1_COLON_D38	g__Klebsiella	4.90762
genus	GF11_A1_COLON_D38	g__Finegoldia	4.86182
genus	GF11_A1_COLON_D38	g__Veillonella	0.21529
genus	GF11_A1_COLON_D38	g__Clostridium	0.17126
genus	GF11_A1_D35	g__Citrobacter	44.09762
genus	GF11_A1_D35	g__Escherichia	35.24413
genus	GF11_A1_D35	g__Enterococcus	12.27589
genus	GF11_A1_D35	g__Bifidobacterium	3.8733
genus	GF11_A1_D35	g__Klebsiella	2.52303
genus	GF11_A1_D35	g__Anaerococcus	1.20358
genus	GF11_A1_D35	g__Varibaculum	0.73699
genus	GF11_A1_D35	g__Finegoldia	0.04546
genus	GF11_A1_D37	g__Citrobacter	60.162
genus	GF11_A1_D37	g__Enterococcus	23.62206
genus	GF11_A1_D37	g__Escherichia	11.03738
genus	GF11_A1_D37	g__Bifidobacterium	1.71629
genus	GF11_A1_D37	g__Clostridium	1.62185
genus	GF11_A1_D37	g__Clostridioides	0.90634
genus	GF11_A1_D37	g__Klebsiella	0.88417
genus	GF11_A1_D37	g__Anaerococcus	0.04235
genus	GF11_A1_D37	g__Varibaculum	0.00754
genus	GF11_A2_COLON_D38	g__Enterococcus	27.48098
genus	GF11_A2_COLON_D38	g__Escherichia	25.74291
genus	GF11_A2_COLON_D38	g__Citrobacter	19.16224
genus	GF11_A2_COLON_D38	g__Anaerococcus	8.89696
genus	GF11_A2_COLON_D38	g__Varibaculum	5.22326
genus	GF11_A2_COLON_D38	g__Klebsiella	4.63885
genus	GF11_A2_COLON_D38	g__Bifidobacterium	4.62706
genus	GF11_A2_COLON_D38	g__Finegoldia	4.22775
genus	GF11_A2_D35	g__Escherichia	66.48318
genus	GF11_A2_D35	g__Enterococcus	25.64749
genus	GF11_A2_D35	g__Citrobacter	5.76753
genus	GF11_A2_D35	g__Bifidobacterium	1.80078
genus	GF11_A2_D35	g__Klebsiella	0.2144
genus	GF11_A2_D35	g__Anaerococcus	0.05126
genus	GF11_A2_D35	g__Clostridioides	0.03536
genus	GF11_A2_D36	g__Escherichia	75.87948
genus	GF11_A2_D36	g__Enterococcus	24.12052
genus	GF11_A3_D36	g__Escherichia	100
genus	GF11_A4_COLON_D38	g__Escherichia	27.93659
genus	GF11_A4_COLON_D38	g__Enterococcus	23.42302
genus	GF11_A4_COLON_D38	g__Citrobacter	21.23196
genus	GF11_A4_COLON_D38	g__Anaerococcus	10.96555
genus	GF11_A4_COLON_D38	g__Varibaculum	8.72893
genus	GF11_A4_COLON_D38	g__Bifidobacterium	3.8691
genus	GF11_A4_COLON_D38	g__Finegoldia	2.78626
genus	GF11_A4_COLON_D38	g__Klebsiella	0.82432
genus	GF11_A4_COLON_D38	g__Clostridium	0.23427
genus	GF11_A4_D37	g__Escherichia	84.76134
genus	GF11_A4_D37	g__Citrobacter	10.16063
genus	GF11_A4_D37	g__Enterococcus	4.02981
genus	GF11_A4_D37	g__Bifidobacterium	0.76533
genus	GF11_A4_D37	g__Clostridium	0.28289
genus	GF11_A5_D35	g__Citrobacter	79.52014
genus	GF11_A5_D35	g__Bifidobacterium	15.51447
genus	GF11_A5_D35	g__Enterococcus	3.30513
genus	GF11_A5_D35	g__Escherichia	1.66026
genus	GF11_B_dam_d111	g__Bifidobacterium	53.07301
genus	GF11_B_dam_d111	g__Clostridium	31.21691
genus	GF11_B_dam_d111	g__Varibaculum	5.34758
genus	GF11_B_dam_d111	g__Clostridioides	2.99221
genus	GF11_B_dam_d111	g__Enterococcus	2.63994
genus	GF11_B_dam_d111	g__Escherichia	1.41501
genus	GF11_B_dam_d111	g__Anaerococcus	1.16675
genus	GF11_B_dam_d111	g__Finegoldia	0.98656
genus	GF11_B_dam_d111	g__Negativicoccus	0.39513
genus	GF11_B_dam_d111	g__Actinomyces	0.29613
genus	GF11_B_dam_d111	g__Morganella	0.26066
genus	GF11_B_dam_d111	g__Citrobacter	0.15718
genus	GF11_B_dam_d111	g__Klebsiella	0.05293
genus	GF11_B_dam_d20	g__Bifidobacterium	61.48453
genus	GF11_B_dam_d20	g__Clostridium	22.36994
genus	GF11_B_dam_d20	g__Varibaculum	6.52373
genus	GF11_B_dam_d20	g__Enterococcus	3.17522
genus	GF11_B_dam_d20	g__Finegoldia	2.09845
genus	GF11_B_dam_d20	g__Escherichia	1.68239
genus	GF11_B_dam_d20	g__Anaerococcus	1.33656
genus	GF11_B_dam_d20	g__Actinomyces	0.40024
genus	GF11_B_dam_d20	g__Negativicoccus	0.34625
genus	GF11_B_dam_d20	g__Klebsiella	0.32383
genus	GF11_B_dam_d20	g__Citrobacter	0.25886
genus	GF11_B_dam_d7	g__Bifidobacterium	71.92382
genus	GF11_B_dam_d7	g__Clostridium	14.25798
genus	GF11_B_dam_d7	g__Varibaculum	5.32499
genus	GF11_B_dam_d7	g__Escherichia	3.92277
genus	GF11_B_dam_d7	g__Citrobacter	1.39968
genus	GF11_B_dam_d7	g__Enterococcus	1.2033
genus	GF11_B_dam_d7	g__Anaerococcus	1.03404
genus	GF11_B_dam_d7	g__Negativicoccus	0.5896
genus	GF11_B_dam_d7	g__Finegoldia	0.1951
genus	GF11_B_dam_d7	g__Morganella	0.13936
genus	GF11_B_dam_d7	g__Actinomyces	0.00936
genus	GF11_B1_COLON_D38	g__Escherichia	29.02163
genus	GF11_B1_COLON_D38	g__Enterococcus	28.32483
genus	GF11_B1_COLON_D38	g__Citrobacter	23.48869
genus	GF11_B1_COLON_D38	g__Anaerococcus	7.70673
genus	GF11_B1_COLON_D38	g__Varibaculum	6.28498
genus	GF11_B1_COLON_D38	g__Bifidobacterium	3.27918
genus	GF11_B1_COLON_D38	g__Finegoldia	1.89397
genus	GF11_B1_d105_colon	g__Erysipelatoclostridium	53.12622
genus	GF11_B1_d105_colon	g__Escherichia	22.8631
genus	GF11_B1_d105_colon	g__Clostridium	13.94344
genus	GF11_B1_d105_colon	g__Klebsiella	4.83384
genus	GF11_B1_d105_colon	g__Clostridioides	2.76134
genus	GF11_B1_d105_colon	g__Enterococcus	2.47207
genus	GF11_B1_D36	g__Enterococcus	29.64617
genus	GF11_B1_D36	g__Escherichia	23.81369
genus	GF11_B1_D36	g__Citrobacter	18.61934
genus	GF11_B1_D36	g__Anaerococcus	11.63361
genus	GF11_B1_D36	g__Varibaculum	6.68558
genus	GF11_B1_D36	g__Bifidobacterium	3.42038
genus	GF11_B1_D36	g__Klebsiella	2.86039
genus	GF11_B1_D36	g__Finegoldia	2.69707
genus	GF11_B1_D36	g__Clostridium	0.62378
genus	GF11_B1_d71	g__Citrobacter	98.23761
genus	GF11_B1_d71	g__Bifidobacterium	1.74694
genus	GF11_B1_d71	g__Clostridium	0.01545
