Sample	Species	Abundance
GF21_C7_d115_stool	s__Staphylococcus_epidermidis	97.37554
GF21_C7_d115_stool	s__Enterococcus_faecalis	2.62446
GF21_C7_d118_cwash	s__Achromobacter_xylosoxidans	90.16716
GF21_C7_d118_cwash	s__Achromobacter_insuavis	9.83284
GF21_C8_d115_stool	s__Staphylococcus_epidermidis	99.86106
GF21_C8_d115_stool	s__Enterococcus_faecalis	0.13894
GF21_C9_d94_stool	s__Staphylococcus_epidermidis	100.0
GF21_Cdam_d113_stool	s__Enterococcus_faecalis	81.27365
GF21_Cdam_d113_stool	s__Corynebacterium_simulans	8.20252
GF21_Cdam_d113_stool	s__Staphylococcus_epidermidis	7.00953
GF21_Cdam_d113_stool	s__Staphylococcus_warneri	3.42314
GF21_Cdam_d113_stool	s__Achromobacter_xylosoxidans	0.05921
GF21_Cdam_d113_stool	s__Achromobacter_insuavis	0.03195
GF21_d0_Adam_Stool	s__Achromobacter_xylosoxidans	95.13805
GF21_d0_Adam_Stool	s__Delftia_acidovorans	4.86195
GF21_d0_INOC_INOC	s__Enterococcus_faecalis	63.10216
GF21_d0_INOC_INOC	s__Staphylococcus_epidermidis	36.26329
GF21_d0_INOC_INOC	s__Staphylococcus_warneri	0.37134
GF21_d0_INOC_INOC	s__Achromobacter_xylosoxidans	0.26321
GF21_d115_C1_Stool	s__Staphylococcus_epidermidis	99.23138
GF21_d115_C1_Stool	s__Enterococcus_faecalis	0.73115
GF21_d115_C1_Stool	s__Achromobacter_xylosoxidans	0.03747
GF21_d115_C3_Stool	s__Staphylococcus_epidermidis	98.72354
GF21_d115_C3_Stool	s__Enterococcus_faecalis	1.27646
GF21_d115_C5_Stool	s__Staphylococcus_epidermidis	87.75177
GF21_d115_C5_Stool	s__Enterococcus_faecalis	6.15095
GF21_d115_C5_Stool	s__Achromobacter_xylosoxidans	5.62121
GF21_d115_C5_Stool	s__Delftia_acidovorans	0.47608
GF21_d1_Bdam_Stool	s__Enterococcus_faecalis	96.86142
GF21_d1_Bdam_Stool	s__Staphylococcus_epidermidis	2.52475
GF21_d1_Bdam_Stool	s__Achromobacter_xylosoxidans	0.61383
GF21_d35_A1_cwash	s__Achromobacter_xylosoxidans	95.0472
GF21_d35_A1_cwash	s__Delftia_acidovorans	3.22713
GF21_d35_A1_cwash	s__Staphylococcus_epidermidis	1.72567
GF21_d35_A2_cwash	s__Achromobacter_xylosoxidans	95.93974
GF21_d35_A2_cwash	s__Delftia_acidovorans	4.06026
GF21_d35_A3_cwash	s__Achromobacter_xylosoxidans	100.0
GF21_d35_A4_cwash	s__Achromobacter_xylosoxidans	95.65374
GF21_d35_A4_cwash	s__Delftia_acidovorans	4.34626
GF21_d35_A5_cwash	s__Achromobacter_xylosoxidans	93.1137
GF21_d35_A5_cwash	s__Delftia_acidovorans	6.8863
GF21_d35_A6_cwash	s__Achromobacter_xylosoxidans	94.97732
GF21_d35_A6_cwash	s__Delftia_acidovorans	5.02268
GF21_d35_A7_cwash	s__Achromobacter_xylosoxidans	79.49894
GF21_d35_A7_cwash	s__Enterococcus_faecalis	15.16312
GF21_d35_A7_cwash	s__Delftia_acidovorans	5.33794
GF21_d35_B1_cwash	s__Achromobacter_xylosoxidans	52.74155
GF21_d35_B1_cwash	s__Enterococcus_faecalis	47.25845
GF21_d35_B2_cwash	s__Achromobacter_xylosoxidans	93.1141
GF21_d35_B2_cwash	s__Delftia_acidovorans	6.8859
GF21_d35_B3_cwash	s__Achromobacter_xylosoxidans	66.9711
GF21_d35_B3_cwash	s__Enterococcus_faecalis	33.0289
GF21_d35_B4_cwash	s__Achromobacter_xylosoxidans	86.27285
GF21_d35_B4_cwash	s__Enterococcus_faecalis	11.43075
GF21_d35_B4_cwash	s__Delftia_acidovorans	2.2964
GF21_d35_B5_cwash	s__Achromobacter_xylosoxidans	88.18435
GF21_d35_B5_cwash	s__Delftia_acidovorans	9.4729
GF21_d35_B5_cwash	s__Staphylococcus_epidermidis	2.34275
GF21_d35_B6_cwash	s__Achromobacter_xylosoxidans	92.49553
GF21_d35_B6_cwash	s__Delftia_acidovorans	6.5086
GF21_d35_B6_cwash	s__Staphylococcus_epidermidis	0.99587
GF21_d35_B7_cwash	s__Achromobacter_xylosoxidans	63.76474
GF21_d35_B7_cwash	s__Enterococcus_faecalis	30.79831
GF21_d35_B7_cwash	s__Delftia_acidovorans	5.43695
GF21_d35_B8_cwash	s__Achromobacter_xylosoxidans	85.77664
GF21_d35_B8_cwash	s__Staphylococcus_epidermidis	7.11483
GF21_d35_B8_cwash	s__Delftia_acidovorans	3.95022
GF21_d35_B8_cwash	s__Enterococcus_faecalis	3.15832
GF21_d36_Bdam_Stool	s__Enterococcus_faecalis	76.81229
GF21_d36_Bdam_Stool	s__Staphylococcus_epidermidis	15.12184
GF21_d36_Bdam_Stool	s__Corynebacterium_simulans	4.3263
GF21_d36_Bdam_Stool	s__Staphylococcus_warneri	3.67966
GF21_d36_Bdam_Stool	s__Achromobacter_insuavis	0.05992
GF21_d58_A10_cwash	s__Achromobacter_xylosoxidans	96.10359
GF21_d58_A10_cwash	s__Delftia_acidovorans	3.89641
GF21_d58_A1_cwash	s__Achromobacter_xylosoxidans	91.01855
GF21_d58_A1_cwash	s__Delftia_acidovorans	5.1264
GF21_d58_A1_cwash	s__Enterococcus_faecalis	3.85505
GF21_d58_A2_cwash	s__Achromobacter_xylosoxidans	88.59937
GF21_d58_A2_cwash	s__Delftia_acidovorans	11.40063
GF21_d58_A3_cwash	s__Achromobacter_xylosoxidans	88.88747
GF21_d58_A3_cwash	s__Delftia_acidovorans	10.64536
GF21_d58_A3_cwash	s__Staphylococcus_epidermidis	0.46717
GF21_d58_A4_cwash	s__Achromobacter_xylosoxidans	87.95024
GF21_d58_A4_cwash	s__Enterococcus_faecalis	6.73991
GF21_d58_A4_cwash	s__Delftia_acidovorans	5.30985
GF21_d58_A5_cwash	s__Achromobacter_xylosoxidans	87.3075
GF21_d58_A5_cwash	s__Delftia_acidovorans	12.6925
GF21_d58_A6_cwash	s__Achromobacter_xylosoxidans	93.51539
GF21_d58_A6_cwash	s__Delftia_acidovorans	6.48461
GF21_d58_A7_cwash	s__Achromobacter_xylosoxidans	99.19702
GF21_d58_A7_cwash	s__Delftia_acidovorans	0.80298
GF21_d58_A8_cwash	s__Enterococcus_faecalis	63.84757
GF21_d58_A8_cwash	s__Achromobacter_xylosoxidans	36.15243
GF21_d58_A9_cwash	s__Achromobacter_xylosoxidans	93.51818
GF21_d58_A9_cwash	s__Delftia_acidovorans	4.59455
GF21_d58_A9_cwash	s__Staphylococcus_epidermidis	1.88727
GF21_d58_B1_cwash	s__Enterococcus_faecalis	50.23557
GF21_d58_B1_cwash	s__Achromobacter_xylosoxidans	49.76443
GF21_d58_B2_cwash	s__Achromobacter_xylosoxidans	87.7905
GF21_d58_B2_cwash	s__Delftia_acidovorans	7.45393
GF21_d58_B2_cwash	s__Staphylococcus_epidermidis	4.75557
GF21_d58_B3_cwash	s__Achromobacter_xylosoxidans	89.36646
GF21_d58_B3_cwash	s__Delftia_acidovorans	10.63354
GF21_d58_B4_cwash	s__Achromobacter_xylosoxidans	66.18172
GF21_d58_B4_cwash	s__Enterococcus_faecalis	33.81828
GF21_d58_B5_cwash	s__Staphylococcus_epidermidis	67.81318
GF21_d58_B5_cwash	s__Achromobacter_xylosoxidans	32.18682
GF21_d58_B6_cwash	s__Achromobacter_xylosoxidans	90.29974
GF21_d58_B6_cwash	s__Delftia_acidovorans	9.70026
GF21_d58_B7_cwash	s__Enterococcus_faecalis	84.50306
GF21_d58_B7_cwash	s__Achromobacter_xylosoxidans	15.49694
GF21_d58_B8_cwash	s__Enterococcus_faecalis	49.75951
GF21_d58_B8_cwash	s__Achromobacter_xylosoxidans	49.12506
GF21_d58_B8_cwash	s__Staphylococcus_epidermidis	1.11543
GF21_d58_B9_cwash	s__Enterococcus_faecalis	64.73226
GF21_d58_B9_cwash	s__Achromobacter_xylosoxidans	34.56194
GF21_d58_B9_cwash	s__Delftia_acidovorans	0.70581
GF21_d62_Bdam_Stool	s__Enterococcus_faecalis	59.14708
GF21_d62_Bdam_Stool	s__Staphylococcus_epidermidis	27.07452
GF21_d62_Bdam_Stool	s__Staphylococcus_warneri	8.8837
GF21_d62_Bdam_Stool	s__Corynebacterium_simulans	4.87622
GF21_d62_Bdam_Stool	s__Achromobacter_xylosoxidans	0.01849
GF21_d66_C1_cwash	s__Achromobacter_xylosoxidans	80.89885
GF21_d66_C1_cwash	s__Enterococcus_faecalis	16.49722
GF21_d66_C1_cwash	s__Delftia_acidovorans	2.60393
GF21_d66_C2_cwash	s__Achromobacter_xylosoxidans	100.0
GF21_d66_C3_cwash	s__Achromobacter_xylosoxidans	84.14037
GF21_d66_C3_cwash	s__Enterococcus_faecalis	8.75682
GF21_d66_C3_cwash	s__Delftia_acidovorans	7.10281
GF21_d66_C4_cwash	s__Achromobacter_xylosoxidans	92.76501
GF21_d66_C4_cwash	s__Delftia_acidovorans	4.03815
GF21_d66_C4_cwash	s__Enterococcus_faecalis	3.19684
GF21_d66_C5_cwash	s__Achromobacter_xylosoxidans	91.45025
GF21_d66_C5_cwash	s__Delftia_acidovorans	8.54975
GF21_d66_C6_cwash	s__Achromobacter_xylosoxidans	91.60947
GF21_d66_C6_cwash	s__Enterococcus_faecalis	4.35001
GF21_d66_C6_cwash	s__Delftia_acidovorans	4.04052
GF21_d66_C7_cwash	s__Achromobacter_xylosoxidans	91.43758
GF21_d66_C7_cwash	s__Delftia_acidovorans	4.74068
GF21_d66_C7_cwash	s__Enterococcus_faecalis	3.82174
GF21_d82_A10_Stool	s__Staphylococcus_epidermidis	50.839
GF21_d82_A10_Stool	s__Enterococcus_faecalis	45.64736
GF21_d82_A10_Stool	s__Achromobacter_xylosoxidans	3.51365
GF21_d82_A2_Stool	s__Enterococcus_faecalis	93.62031
GF21_d82_A2_Stool	s__Staphylococcus_epidermidis	6.37969
GF21_d82_A7_Stool	s__Enterococcus_faecalis	88.11768
GF21_d82_A7_Stool	s__Staphylococcus_epidermidis	6.54681
GF21_d82_A7_Stool	s__Staphylococcus_warneri	3.256
GF21_d82_A7_Stool	s__Achromobacter_xylosoxidans	2.07952
GF21_d83_A4_Stool	s__Enterococcus_faecalis	85.95427
GF21_d83_A4_Stool	s__Staphylococcus_epidermidis	11.52953
GF21_d83_A4_Stool	s__Staphylococcus_warneri	2.21036
GF21_d83_A4_Stool	s__Achromobacter_xylosoxidans	0.30585
GF21_d83_A5_Stool	s__Enterococcus_faecalis	95.96786
GF21_d83_A5_Stool	s__Achromobacter_xylosoxidans	3.22964
GF21_d83_A5_Stool	s__Staphylococcus_epidermidis	0.62542
GF21_d83_A5_Stool	s__Delftia_acidovorans	0.17708
GF21_d83_A8_Stool	s__Enterococcus_faecalis	98.82564
GF21_d83_A8_Stool	s__Achromobacter_xylosoxidans	0.64027
GF21_d83_A8_Stool	s__Staphylococcus_epidermidis	0.53409
GF21_d84_A7_Stool	s__Enterococcus_faecalis	73.15807
GF21_d84_A7_Stool	s__Staphylococcus_epidermidis	26.04336
GF21_d84_A7_Stool	s__Achromobacter_insuavis	0.79857
GF21_d85_A1_cwash	s__Achromobacter_xylosoxidans	100.0
GF21_d85_A3_cwash	s__Achromobacter_xylosoxidans	93.11714
GF21_d85_A3_cwash	s__Achromobacter_insuavis	6.88286
GF21_d85_A4_cwash	s__Achromobacter_xylosoxidans	100.0
GF21_d85_A5_cwash	s__Achromobacter_xylosoxidans	63.23252
GF21_d85_A5_cwash	s__Achromobacter_insuavis	36.76748
GF21_d85_A6_cwash	s__Achromobacter_xylosoxidans	100.0
GF21_d85_A7_cwash	s__Achromobacter_xylosoxidans	100.0
GF21_d85_A8_cwash	s__Achromobacter_xylosoxidans	65.71871
GF21_d85_A8_cwash	s__Achromobacter_insuavis	34.28129
GF21_d91_B1_Stool	s__Staphylococcus_epidermidis	98.06647
GF21_d91_B1_Stool	s__Enterococcus_faecalis	1.87061
GF21_d91_B1_Stool	s__Achromobacter_xylosoxidans	0.06292
GF21_d91_B2_Stool	s__Staphylococcus_epidermidis	94.27672
GF21_d91_B2_Stool	s__Enterococcus_faecalis	5.69119
GF21_d91_B2_Stool	s__Achromobacter_xylosoxidans	0.03209
GF21_d93_B2_Stool	s__Enterococcus_faecalis	98.9617
GF21_d93_B2_Stool	s__Staphylococcus_epidermidis	1.0158
GF21_d93_B2_Stool	s__Achromobacter_xylosoxidans	0.0225
GF21_d93_B4_Stool	s__Enterococcus_faecalis	57.44478
GF21_d93_B4_Stool	s__Staphylococcus_epidermidis	42.55522
GF21_d93_B7_Stool	s__Enterococcus_faecalis	94.25668
GF21_d93_B7_Stool	s__Staphylococcus_epidermidis	5.66887
GF21_d93_B7_Stool	s__Achromobacter_insuavis	0.05002
GF21_d93_B7_Stool	s__Achromobacter_xylosoxidans	0.02443
GF21_d93_B8_Stool	s__Enterococcus_faecalis	67.5231
GF21_d93_B8_Stool	s__Achromobacter_xylosoxidans	32.4769
GF21_d93_C10_cwash	s__Achromobacter_xylosoxidans	100.0
GF21_d93_C1_Stool	s__Staphylococcus_epidermidis	94.35143
GF21_d93_C1_Stool	s__Enterococcus_faecalis	5.64857
GF21_d93_C2_Stool	s__Enterococcus_faecalis	93.84897
GF21_d93_C2_Stool	s__Staphylococcus_epidermidis	6.15103
GF21_d93_C3_Stool	s__Staphylococcus_epidermidis	93.55907
GF21_d93_C3_Stool	s__Enterococcus_faecalis	6.38041
GF21_d93_C3_Stool	s__Achromobacter_xylosoxidans	0.06052
GF21_d93_C4_Stool	s__Staphylococcus_epidermidis	93.23081
GF21_d93_C4_Stool	s__Enterococcus_faecalis	6.69513
GF21_d93_C4_Stool	s__Achromobacter_xylosoxidans	0.03707
GF21_d93_C4_Stool	s__Achromobacter_insuavis	0.03699
GF21_d93_C9_Stool	s__Staphylococcus_epidermidis	95.35357
GF21_d93_C9_Stool	s__Enterococcus_faecalis	4.64643
GF21_d94_B2_Stool	s__Enterococcus_faecalis	98.63269
GF21_d94_B2_Stool	s__Achromobacter_xylosoxidans	1.32112
GF21_d94_B2_Stool	s__Staphylococcus_epidermidis	0.04619
GF21_d95_B1_cwash	s__Enterococcus_faecalis	99.35614
GF21_d95_B1_cwash	s__Achromobacter_xylosoxidans	0.35676
GF21_d95_B1_cwash	s__Achromobacter_insuavis	0.2871
GF21_d95_B2_cwash	s__Enterococcus_faecalis	100.0
GF21_d95_B3_cwash	s__Enterococcus_faecalis	91.6207
GF21_d95_B3_cwash	s__Achromobacter_xylosoxidans	8.3793
GF21_d95_B4_cwash	s__Achromobacter_xylosoxidans	94.4457
GF21_d95_B4_cwash	s__Delftia_acidovorans	5.5543
GF21_d95_B6_cwash	s__Enterococcus_faecalis	87.70254
GF21_d95_B6_cwash	s__Achromobacter_xylosoxidans	12.29746
GF21_d95_B7_cwash	s__Enterococcus_faecalis	73.38341
GF21_d95_B7_cwash	s__Achromobacter_xylosoxidans	26.61659
GF21_d95_B9_cwash	s__Enterococcus_faecalis	94.85953
GF21_d95_B9_cwash	s__Achromobacter_xylosoxidans	5.14047
GF21_d95_C1_cwash	s__Enterococcus_faecalis	97.69021
GF21_d95_C1_cwash	s__Achromobacter_xylosoxidans	2.30979
GF21_d95_C2_cwash	s__Enterococcus_faecalis	48.65307
GF21_d95_C2_cwash	s__Achromobacter_insuavis	31.30991
GF21_d95_C2_cwash	s__Achromobacter_xylosoxidans	20.03702
GF21_d95_C3_cwash	s__Enterococcus_faecalis	100.0
GF21_d95_C4_cwash	s__Enterococcus_faecalis	96.75009
GF21_d95_C4_cwash	s__Achromobacter_insuavis	2.55174
GF21_d95_C4_cwash	s__Achromobacter_xylosoxidans	0.69818
GF21_d95_C5_cwash	s__Enterococcus_faecalis	97.77618
GF21_d95_C5_cwash	s__Achromobacter_xylosoxidans	2.22382
GF21_d95_C8_cwash	s__Achromobacter_xylosoxidans	100.0
GF21_d95_C9_cwash	s__Staphylococcus_epidermidis	61.75661
GF21_d95_C9_cwash	s__Achromobacter_insuavis	38.24339
GF27_A1_211118_cwash	s__Enterococcus_faecalis	49.78847
GF27_A1_211118_cwash	s__Achromobacter_xylosoxidans	45.76479
GF27_A1_211118_cwash	s__Delftia_acidovorans	4.44674
GF27_A2_211118_cwash	s__Enterococcus_faecalis	73.35999
GF27_A2_211118_cwash	s__Achromobacter_xylosoxidans	21.76018
GF27_A2_211118_cwash	s__Clostridium_innocuum	4.87983
GF27_A3_211118_cwash	s__Clostridium_innocuum	65.65074
GF27_A3_211118_cwash	s__Enterococcus_faecalis	31.35165
GF27_A3_211118_cwash	s__Achromobacter_xylosoxidans	2.99761
GF27_A4_211118_cwash	s__Enterococcus_faecalis	92.15006
GF27_A4_211118_cwash	s__Achromobacter_xylosoxidans	7.84994
GF27_A5_211118_cwash	s__Enterococcus_faecalis	54.20509
GF27_A5_211118_cwash	s__Clostridium_innocuum	41.74911
GF27_A5_211118_cwash	s__Achromobacter_xylosoxidans	4.0458
GF27_A6_211118_cwash	s__Enterococcus_faecalis	52.96187
GF27_A6_211118_cwash	s__Clostridium_innocuum	38.18877
GF27_A6_211118_cwash	s__Achromobacter_xylosoxidans	8.84936
GF27_A7_211118_cwash	s__Enterococcus_faecalis	92.37638
GF27_A7_211118_cwash	s__Achromobacter_xylosoxidans	7.62362
GF27_A8_211118_cwash	s__Enterococcus_faecalis	47.96643
GF27_A8_211118_cwash	s__Clostridioides_difficile	45.66693
GF27_A8_211118_cwash	s__Clostridium_innocuum	6.36664
