Sample,Clostridiaceae,Enterobacteriaceae,Erysipelotrichaceae,Peptostreptococcaceae,Enterococcaceae,Veillonellaceae,Morganellaceae,Peptoniphilaceae,Campylobacteraceae,Actinomycetaceae,Bacillales_unclassified,Bacteroidaceae,Akkermansiaceae,Lactobacillaceae,Lachnospiraceae,Sutterellaceae,Proteobacteria_unclassified,Streptococcaceae,Staphylococcaceae,Sphingomonadaceae,Bifidobacteriaceae,Corynebacteriaceae,Dermabacteraceae,Mycobacteriaceae,Ruminococcaceae,Eggerthellaceae,Oscillospiraceae,Propionibacteriaceae,Fusobacteriaceae,Yersiniaceae,Pseudomonadaceae,Alcaligenaceae,Sphingobacteriaceae,Comamonadaceae,Paenibacillaceae,Moraxellaceae
GF17_inoc_200903,0,66.24378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.4877,0,0,0,1.26851,0,0,0,0,0,0,0,0,0,0,0,0,0
GF18_a1_d32_stool,0.55963,83.2849,0.05003,0.35721,1.12064,0,14.62759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF18_a1_d33_stool,33.06333,44.82786,9.23303,3.86084,0.75258,0,8.26237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF18_a1_d35_colon,0,0,4.31304,0,95.68696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF18_a2_d33_stool,0,99.89463,0,0,0.10537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF18_a2_d35_colon,0,0,0,0,9.99751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.00249,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF18_a2_d54_colon,4.9243,69.1438,17.03681,0.84781,8.04728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF18_a3_d35_colon,0,62.8252,0,0,31.4095,0,5.7653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF18_a3_d54_colon,8.26287,74.3342,13.99392,0.59904,2.80997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF18_a4_d32_stool,0.83823,98.31302,0,0.34348,0.50527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF18_a4_d33_stool,25.54918,49.1073,20.73127,3.73894,0.87331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF18_a4_d35_colon,0,0,0,0.30403,99.69597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF18_a4_d54_colon,0,98.23824,0,0,1.29312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46864,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF18_a5_d54_colon,8.64404,82.48128,2.95287,0.83871,5.0831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF18_adam_d33_stoolsoln,0.13386,0.05997,10.79604,6.20848,82.66301,0,0,0,0,0.13864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF18_b3_d32_stool,0.08683,99.85053,0,0.06263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF18_b3_d33_stool,6.58196,87.83785,4.21408,0.7995,0.56661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF18_b3_d35_colon,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF18_b4_d32_stool,0.71038,98.19181,0,0.44084,0.65696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF18_b4_d35_colon,0,99.66706,0.33294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF18_bdam_d33_stoolsoln,0.26064,90.73912,6.81325,1.63715,0.36124,0,0,0.18861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF18_d0_innoculum,2.59811,25.92236,2.15677,1.00998,63.63987,4.65721,0.00704,0,0,0,0,0,0,0,0,0,0,0.00866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A_dam_d33,0,0,0,6.38128,10.72864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.89008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A_dam_day19,54.82931,3.05848,0,13.45147,3.03895,0.72458,0.77949,0,0,0,0,0,0,0,0,0,0,0,0,0,24.11772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A_dam_day29,0,0,0,0.62194,48.66391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.71415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A_day1_dad,58.56437,21.39367,0,1.68887,18.3531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A_day1_mom,36.589,44.11489,0,2.65654,16.52056,0,0.11901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A1_d37,39.93323,3.03264,0,9.04741,1.54566,10.88429,0.25964,0.41179,0,0.7294,0,0,0,0,0,0,0,0,0,0,34.15594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A1_d39,65.33608,25.97154,0,7.44743,0.99044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A1_day28,0,99.86509,0,0,0.13491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A1_day29,0.52433,96.55371,0,0.91652,1.32712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A1_day30,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A1_day31,48.72586,22.77549,0,14.42131,2.2321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.84523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A1_day32,0,90.91001,0,0,7.43609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A1_day41,53.22474,34.27767,0,3.99425,0.44079,0,0.38629,0,0,0,0,0,0,0,0,0,0,0,0,0,7.67627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A1_day42,23.75289,72.03856,0,1.54374,0.86926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A1_day44,0.88617,95.55142,0,0,2.3056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A2_Colon,9.13904,71.1094,0,2.86434,0.28807,0,0.22767,0,0,0,0,0,0,0,0,0,0,0,0,0,16.37148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A2_d36,80.11771,11.447,0,5.99359,0.74478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A2_D37,58.53217,10.27526,0,12.70375,16.186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A2_d39,77.31543,13.30992,0,7.48363,1.75912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A2_day28,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A2_day29,0,99.47382,0,0.06597,0.29676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A2_day30,35.89123,10.46707,0,7.46824,2.36287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.81059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A2_day31,0,97.34645,0,0,2.30904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A2_day32,36.40847,6.62315,0,7.25716,3.0656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.64562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A2_day34,35.68441,4.89677,0,11.38212,3.51452,5.92886,0,7.07304,0,7.63442,0,0,0,0,0,0,0,0,0,0,23.88586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A2_day41,61.53767,28.5119,0,8.0105,0.19186,0,0.24567,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A2_day42,23.08733,69.3998,0,2.54763,1.716,0,0.043,0,0,0,0,0,0,0,0,0,0,0,0,0,3.20625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A2_day44,22.83584,50.10838,0,0.95383,4.1636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.93835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A25_N713,54.78429,4.38632,17.82531,9.14932,2.03167,4.894,0.75965,2.82751,0,3.34193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A3_Colon,19.2648,42.7972,0,5.23335,1.01388,0,0.4167,0,0,0.11746,0,0,0,0,0,0,0,0,0,0,31.15661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A3_d37,65.02934,7.81972,0,12.29495,0.46853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.38746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A3_d39,46.2791,14.11051,0,9.6421,0.04571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.92258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A3_day28,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A3_day30,37.39638,13.95962,0,2.35828,4.92485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.36087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A3_day32,23.85024,8.12027,0,1.9834,2.00644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.03964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A3_day41,30.7747,12.62353,0,3.02532,0.49644,4.43839,0.16879,0.37319,0,0,0,0,0,0,0,0,0,0,0,0,48.09963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A3_day42,2.78048,93.71266,0,1.24015,1.35849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.90822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A4_Colon,11.51028,84.86975,0,0.77172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A4_d36,35.98186,4.21137,0,2.16507,2.00022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.64148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A4_d37,69.78344,17.38089,0,9.91055,2.44314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A4_D39,67.10627,23.39365,0,8.46464,0.54994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A4_day28,0,99.82786,0,0,0.17214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A4_day29,0.24349,96.7624,0,1.31454,1.08253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A4_day30,31.74681,10.44636,0,2.99832,2.07135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.73717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A4_day31,0,98.21168,0,0,1.78832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A4_day32,33.70459,9.025,0,4.88048,2.39137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.99856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A4_day41,37.34139,3.67335,0,6.48886,0.44257,3.39859,0.21559,0,0,0,0,0,0,0,0,0,0,0,0,0,48.43964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A4_day42,10.70103,75.24878,0,1.95667,0.81482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.27871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A4_day44,0,86.81371,0,0.49595,9.3906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A5_Colon,2.9905,90.43702,0,0.82404,0.0555,0,0,0,0,0.03235,0,0,0,0,0,0,0,0,0,0,5.66059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A5_d39,39.929,13.18324,0,7.32342,0.40158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.16276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A5_day28,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A5_day31,0,79.78871,0,0.29,19.12273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A5_day32,0,89.62785,0,0,9.78022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A5_day42,22.40867,46.63328,0,5.06285,1.10749,0,0.1133,0,0,0,0,0,0,0,0,0,0,0,0,0,24.67441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A6_Colon,22.5806,77.4194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A6_d33,33.58999,4.35326,0,8.56904,2.25316,9.82095,0,4.72025,0,5.90249,0,0,0,0,0,0,0,0,0,0,30.79086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A6_d36,45.35332,2.98475,0,4.6781,2.47987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.50396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A6_d37,64.47918,8.11857,0,21.30391,1.92221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A6_D39,75.1645,16.89137,0,6.45464,1.21138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A6_day28,0,99.24154,0,0.01806,0.7404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A6_day29,0,96.5628,0,0.38456,1.76165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A6_day30,30.98675,12.50334,0,3.72206,1.25683,0,0,0,0,0.03211,0,0,0,0,0,0,0,0,0,0,51.4989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A6_day31,0,39.93139,0,0.55536,42.23421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.27904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A6_day32,0,89.50372,0,0.16327,10.33301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_A6_day44,63.72009,14.22992,0,7.35466,1.28484,0,0,0.51358,0,0,0,0,0,0,0,0,0,0,0,0,12.89691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B_dam_d33,38.57818,2.56482,0,4.02463,1.49502,3.90827,0,0.02255,0,0,0,0,0,0,0,0,0,0,0,0,49.40654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B_dam_day19,34.15325,1.08947,0,5.72589,1.16269,13.83046,0,0.04466,0,0.6714,0,0,0,0,0,0,0,0,0,0,43.32219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B_dam_day37,40.67441,0.85161,0,8.52294,0.33365,11.31129,0.00819,0.16464,0,0.62629,0,0,0,0,0,0,0,0,0,0,37.50699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B_day1_dad,63.47724,15.66318,0,0,20.85959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B_day1_mom,42.82495,31.8902,0,4.12382,21.16103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B_Sire_day23,37.30805,1.50686,0,6.24039,0.66007,10.6439,0,1.98912,0,5.3332,0,0,0,0,0,0,0,0,0,0,36.31841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B1_d34,36.79931,4.41035,0,3.27929,3.08676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.42429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B1_d35,80.23478,3.21229,0,6.56153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B1_day29,39.72613,23.28325,0,1.29284,2.25889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.43889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B1_day32,47.25783,5.63919,0,4.06614,1.60186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.43498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B1_day37,43.84989,1.87587,0,3.45276,0.15483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.66664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B1_day41,33.02569,8.71779,0,3.97164,0.44697,5.48205,0.21158,0,0,0,0,0,0,0,0,0,0,0,0,0,48.14428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B1_day44,51.41997,17.11965,0,4.5985,1.04691,2.52627,0,0.82003,0,0.0894,0,0,0,0,0,0,0,0,0,0,22.37926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B2_d35,52.50968,4.2889,0,4.57052,1.36325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.26765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B2_day27,1.35428,95.07544,0,1.49239,0.8063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B2_day28,1.59747,94.14163,0,1.59836,1.47821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B2_day29,28.45459,65.81719,0,1.99882,0.7165,0,0,0.78917,0,0,0,0,0,0,0,0,0,0,0,0,2.22375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B2_day30,67.68945,20.02459,0,8.2365,1.68339,0,0,0.10151,0,0,0,0,0,0,0,0,0,0,0,0,2.26456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B2_day31,89.86585,2.75525,0,6.2786,0.53143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B2_day37,45.13883,2.97337,0,3.68503,0.13582,0,0.04535,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B2_day41,14.63276,53.05626,0,1.4606,8.31744,2.01842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.51453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B2_day44,30.14879,15.41225,0,4.97573,0.77927,9.22487,0.04995,0.07928,0,0,0,0,0,0,0,0,0,0,0,0,39.32985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B3_d35,81.70713,9.03369,0,8.48121,0.18768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B3_day27,1.39301,94.91409,0,1.39544,1.09889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B3_day28,12.19301,83.38033,0,2.32681,0.98406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B3_day31,85.76232,6.34928,0,6.52207,0.45948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.90685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B3_day37,46.97822,1.99749,0,4.44442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.57987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B3_day41,32.22086,6.04798,0,3.08488,0.21272,3.70784,0.07128,0,0,0,0,0,0,0,0,0,0,0,0,0,54.65444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B3_day44,59.91096,32.90212,0,5.19355,0.41444,0.02488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B4_d35,84.91831,7.11777,0,7.77019,0.19373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B4_day27,0,95.59544,0,0.58599,2.394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B4_day28,34.08231,7.32709,0,8.39718,2.10006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.09335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B4_day29,27.22649,63.98716,0,2.94052,2.23211,0,0,0.77983,0,0,0,0,0,0,0,0,0,0,0,0,2.83389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B4_day32,49.50512,2.80859,0,11.21449,1.14498,5.66293,0,3.18858,0,3.12455,0,0,0,0,0,0,0,0,0,0,23.35075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B4_day37,56.24994,0.75097,0,4.04345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.95564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B4_day41,0,99.97767,0,0,0,0.02233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B5_d34,42.73987,2.39165,0,3.18284,2.44625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.23939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B5_d35,53.63303,3.17103,0,6.41149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.78445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B5_day27,38.04025,8.58092,0,8.20522,2.01816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.15546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B5_day28,4.79895,78.48187,0,1.86214,13.04748,0.21554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B5_day29,27.26937,49.67742,0,2.06158,8.29176,0,0,6.01853,0,0.70512,0,0,0,0,0,0,0,0,0,0,5.97623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B5_day30,77.10974,12.22318,0,8.68302,1.38155,0,0,0.04413,0,0,0,0,0,0,0,0,0,0,0,0,0.55838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B5_day31,85.66735,5.82891,0,8.05097,0.11143,0,0,0.11846,0,0,0,0,0,0,0,0,0,0,0,0,0.22288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B5_day37,34.95623,3.25588,0,4.8887,0.23473,1.16735,0.19251,0,0,0,0,0,0,0,0,0,0,0,0,0,55.30461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B5_day41,16.03326,50.24326,0,3.15279,6.4659,1.7226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.38218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_B5_day44,30.3711,3.79685,0,2.52184,0.74497,6.6713,0.1037,1.31851,0,0.0577,0,0,0,0,0,0,0,0,0,0,54.41403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_colon_A1_day45,7.87045,86.75222,0,0.37195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_colon_B1_day44,74.9903,11.31415,0,6.33014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_colon_B2_day44,73.22056,12.49695,0,5.33443,0.17645,0.12128,0.05493,0.00858,0,0,0,0,0,0,0,0,0,0,0,0,8.5868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_colon_B3_day44,16.2114,43.27673,0,2.60757,0,2.56377,0,0.77458,0,1.04153,0,0,0,0,0,0,0,0,0,0,33.52442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF2_colon_B5_day44,69.53207,12.3522,0,6.53158,1.04444,0.69137,0,0.06016,0,0,0,0,0,0,0,0,0,0,0,0,9.78818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
