Sample,Clostridiaceae,Enterobacteriaceae,Erysipelotrichaceae,Peptostreptococcaceae,Enterococcaceae,Veillonellaceae,Morganellaceae,Peptoniphilaceae,Campylobacteraceae,Actinomycetaceae,Bacillales_unclassified,Bacteroidaceae,Akkermansiaceae,Lactobacillaceae,Lachnospiraceae,Sutterellaceae,Proteobacteria_unclassified,Streptococcaceae,Staphylococcaceae,Sphingomonadaceae,Bifidobacteriaceae,Corynebacteriaceae,Dermabacteraceae,Mycobacteriaceae,Ruminococcaceae,Eggerthellaceae,Oscillospiraceae,Propionibacteriaceae,Fusobacteriaceae,Yersiniaceae,Pseudomonadaceae,Alcaligenaceae,Sphingobacteriaceae,Comamonadaceae,Paenibacillaceae,Moraxellaceae
GF4_C2_d37,17.98669,54.46114,0,16.28257,10.43878,0,0.83081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF4_C2_d38,45.30839,34.80724,0,13.43333,6.26229,0,0.18875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF4_C2_d39,53.42903,30.05785,0,6.49208,9.50199,0,0.51905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF4_C2_d43,79.34341,9.6408,0,7.73972,0.68046,0,0.87922,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF4_C2_d45,71.51901,9.29074,0,6.84343,0.40793,9.01563,0.53302,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF4_C2_d46,59.7117,12.46281,0,4.30797,0.55526,6.73634,0.44766,0,0,0,0,0,0,0,0,0,0,0,0,0,15.77826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF4_C2_LI,0.26597,0.64339,0,0.40571,0.16881,0.6175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.89862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF4_C2_SI,0,0,0,0,0,0.20248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.79752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF4_C3_d35,0,37.25737,0,0,61.70128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF4_C3_d36,18.36134,70.60499,0,2.57581,8.08023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF4_C3_d38,61.93237,22.19885,0,9.33268,4.83015,0,1.70596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF4_C3_d42,77.45906,10.42038,0,8.85237,0.36382,0,1.68062,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF4_C3_d43,67.63727,9.36748,0,6.58824,1.36391,2.41241,0.9486,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF4_C3_d44,65.08365,6.67023,0,6.21975,1.39174,4.81368,0.61044,0,0,0,0,0,0,0,0,0,0,0,0,0,15.21052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF4_C3_d45,63.1708,10.64146,0,5.29142,0.67251,0,0.85654,0,0,0,0,0,0,0,0,0,0,0,0,0,19.36727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF4_C3_d46,77.73326,11.23581,0,5.33156,0,0,0.54445,0,0,0,0,0,0,0,0,0,0,0,0,0,5.15493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF4_C3_LI,9.55318,4.33971,0,1.48901,1.61196,1.52416,0.65983,0,0,0,0,0,0,0,0,0,0,0,0,0,80.82215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF4_C3_SI,0.48374,0.29266,0,0.17315,0.19403,0.50529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.35113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF4_C4_d35,0,16.15025,0,0.0279,80.5613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF4_C4_d36,0,8.29099,0,0.15846,89.34576,0,0,0.07188,0,0,0,0,0,0,0,0,0,0,0,0,2.13291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF4_C4_d37,10.15021,34.51742,0,14.91772,40.41465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF4_C4_D39,13.18636,13.86006,0,3.84964,68.57607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF4_C5_d43,80.44198,11.77929,0,6.06285,0.2774,0,1.35793,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF4_C5_d45,65.02844,15.62053,0,5.50853,1.15614,0,1.19105,0,0,0,0,0,0,0,0,0,0,0,0,0,11.49531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF4_C5_d46,78.47678,10.04146,0,4.47639,0.05001,0,0.16755,0,0,0,0,0,0,0,0,0,0,0,0,0,6.78781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF4_C5_LI,7.2192,2.44604,0,0.37476,1.10183,0,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,88.52486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF4_C5_SI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF4_Cdam_d16,43.62178,5.16917,0,8.99459,3.33942,15.23271,0,0.71013,0,1.9514,0,0,0,0,0,0,0,0,0,0,20.98081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF4_Csire_d16,32.20626,3.47445,0,8.15747,2.15001,16.48485,0,1.36202,0,1.34259,0,0,0,0,0,0,0,0,0,0,34.82236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF4_Csire_d2,28.01288,7.69123,0,6.55505,3.60291,0.15079,0.49626,0.3269,0,3.35851,0,0,0,0,0,0,0,0,0,0,49.80546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF4_INOC_GF45,17.78391,6.81963,0,1.70067,2.9434,4.52449,0.44097,1.34031,0,3.83009,0,0,0,0,0,0,0,0,0,0,60.61654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A_DAM_D0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A_DAM_D24,20.28318,4.99441,0,4.99249,3.11252,6.92479,0.30041,3.16757,0,7.80434,0,0,0,0,0,0,0,0,0,0,48.42028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A1_COLON_190815,12.19333,2.33323,0,0,2.74553,14.6959,0.28486,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A1_D46,0.43643,89.6048,0,0.89574,4.66852,3.06001,0,0.08495,0,0,0,0,0,0,0,0,0,0,0,0,1.24955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A1_D47,23.71355,52.60963,0,9.68135,3.24733,2.15793,2.3818,5.25111,0,0,0,0,0,0,0,0,0,0,0,0,0.95731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A1_D48,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A1_D79,0,89.72633,0,0,3.37781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.89586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A1_D80,0,99.43072,0,0,0.27618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A1_D81,0,97.81111,0,0,1.85156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A1_D83,0,0,0,3.2023,96.7977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A1_D88,36.9747,45.10979,0,9.46492,1.57841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.87218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A2_COLON_190628,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A2_D46,0.29548,94.37087,0,0.71645,1.20077,2.12698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A2_D48,17.67926,7.17711,0,2.94402,2.38966,0,0,0.20685,0,0,0,0,0,0,0,0,0,0,0,0,69.6031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A2_D79,2.47922,87.57192,0,0,0.8851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.06376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A2_D80,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A3_COLON_190628,18.31069,14.44556,0,2.45394,64.78981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A3_D46,0,88.11358,0,0.08347,5.11045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A4_D46,0,95.20882,0,0,3.41918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A4_D48,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A5_D46,0.02816,97.23958,0,0.46523,1.02289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A5_D79,0,54.69699,0,0,45.30301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A5_D80,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A6_D81,0,85.61308,0,0,12.96479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A6_D82,53.35723,27.8839,0,1.14872,4.12917,0.31367,0.22636,0,0,0,0,0,0,0,0,0,0,0,0,0,12.94094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A7_COLON_190815,2.64183,2.55003,0,0,5.47999,4.34345,0.36595,0,0,0,0,0,0,0,0,0,0,0,0,0,84.61875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A7_D46,0,91.06258,0,0,8.03493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A7_D79,17.10171,10.61838,0,3.02457,68.78224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A7_D80,29.70858,22.30684,0,3.08693,27.78751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.11014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A7_D81,71.37872,5.1879,0,0,11.39413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.03925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A7_D82,39.99815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.00185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A7_D83,86.19761,0,0,13.80239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A7_D84,87.17745,4.59724,0,1.64746,5.65575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A7_D87,35.04102,5.34756,0,6.04114,2.0601,7.74168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.7685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A8_COLON_190815,12.73817,3.16993,0,0.59445,7.27836,14.55856,0.52765,0,0,0,0,0,0,0,0,0,0,0,0,0,61.13288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A8_D79,0.17161,81.90129,0,0.5046,17.05892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A8_D83,84.38179,0,0,14.46998,1.14824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A8_D87,82.31247,4.25958,0,10.07547,1.24724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B_COLON_M1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B_COLON_M2,0,80.37862,0,0,19.62138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B_COLON_P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B_DAM_D3,40.48939,5.44688,0,6.53763,1.79114,0.09383,0.58774,0.62923,0,0.28526,0,0,0,0,0,0,0,0,0,0,44.13889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B1_COLON_190815,70.58901,4.79125,0,1.41464,4.96663,12.05166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B1_D80,0.63575,97.7295,0,0.04714,1.58762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B1_D82,10.69416,66.69783,0,4.8737,8.86903,1.22902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.63627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B1_D83,4.3479,66.84689,0,14.03902,14.7662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B1_D84,7.72789,63.4533,0,18.26538,10.55343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B2_D79,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B2_D80,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B3_COLON_190815,75.8864,6.71698,0,0,7.27749,0,0.21255,0,0,0,0,0,0,0,0,0,0,0,0,0,9.90658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B3_D79,0,97.60101,0,0,2.27953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B3_D81,76.66564,7.14396,0,12.04887,3.58245,0,0.55908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B3_D82,10.9504,51.33589,0,20.55506,17.15864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B3_D83,11.06051,66.73203,0,10.54121,11.21946,0,0.4468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B4_D79,15.85025,27.55271,0,5.33023,41.74849,0,8.86763,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42286,0,0,0,0,0,0,0.22784,0,0,0,0,0,0,0,0
GF5_B5_D79,0,26.6533,0,0,72.91035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B5_D80,0,37.37289,0,0,62.62711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B6_COLON_190815,46.23977,6.31416,0,0.6912,11.25762,13.46858,1.46622,0,0,0,0,0,0,0,0,0,0,0,0,0,20.56245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B6_D79,1.2353,85.29699,0,1.22051,12.2472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B6_D84,92.22558,4.90054,0,0.90076,0.4513,0,1.16524,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B7_COLON_190815,39.53515,10.28342,0,1.58832,28.64537,5.88034,1.20582,0,0,0,0,0,0,0,0,0,0,0,0,0,12.86159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B7_D79,1.5457,2.66724,0,0.84457,94.79631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B7_D80,66.74415,11.14125,0,5.7695,11.0072,0,5.32199,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B7_D82,78.72592,10.81558,0,7.82089,1.68476,0,0.95285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_C_DAM_D24,41.23336,3.11275,0,8.41787,1.15787,18.22261,0.17925,0.70322,0,0.07427,0,0,0,0,0,0,0,0,0,0,26.8988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_C_DAM_D3,37.09784,3.72737,0,5.62902,1.28179,0,0.00768,0.11644,0,0.49972,0,0,0,0,0,0,0,0,0,0,51.64013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_C1_COLON_190628,59.96526,15.54555,0,22.25037,0.6502,0,0.62119,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_C1_COLON_190815,18.66892,78.81677,0,2.51431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_C1_D46,5.55807,88.94828,0,2.13675,0.8027,2.09992,0.43297,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_C1_D47,13.83752,66.58489,0,3.3989,1.96302,3.23835,5.66158,5.17986,0,0.13587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_C1_D48,21.42271,40.35596,0,18.74403,2.21057,4.4921,2.56173,0.08892,0,0,0,0,0,0,0,0,0,0,0,0,10.12398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_C2_COLON_190815,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_C2_D46,3.60071,89.19416,0,1.132,1.69315,3.63109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_C3_COLON_190628,63.61191,21.96676,0,14.42133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_C3_COLON_190815,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_C3_D46,0.01991,96.9866,0,0,1.68984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_C4_COLON_190628,37.59397,40.15933,0,15.24011,7.0066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_C4_D46,0,83.58961,0,0,15.64176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_C4_D47,0,93.87355,0,0,6.12645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_C5_COLON_190628,43.45124,28.03501,0,14.49469,14.01906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_C5_D47,0,96.24593,0,0,1.37569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_C6_D46,0,97.54577,0,0,0.80604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_COLON_A1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_COLON_A2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A1_COLON_D54,67.79281,18.71182,0,9.18688,0.15083,0,0,4.15767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A1_COLON_D88,14.74457,76.96682,0,6.74076,1.54785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A1_D53,15.32771,78.77588,0,2.36339,2.17776,0,0.10586,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A1_D87,0,41.73272,0,0,58.26728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A2_COLON_D105,46.57819,0.64164,0,24.23879,0,6.70145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.83993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A2_COLON_D54,42.1073,29.72282,0,27.96057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A2_D51,0,86.31281,0,0,13.68719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A2_D52,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A2_D87,10.96316,70.80727,0,1.70905,3.92079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.59974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A2_D93,60.74201,23.66409,0,5.98389,0.8139,5.07249,1.9098,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A3_COLON_D54,74.4501,16.87236,0,8.67753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A3_COLON_D88,1.115,93.91764,0,4.47014,0,0.49722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A3_D51,0.14675,82.11532,0,0,5.82206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.91587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A3_D52,5.9022,74.44219,0,3.91994,14.92847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A3_D53,23.49465,64.46915,0,3.95213,3.46347,0,0,2.40551,0,0,0,0,0,0,0,0,0,0,0,0,2.21508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A3_D87,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A4_COLON_D105,49.87827,0.959,0.89214,20.40097,0,5.65256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.21706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A4_COLON_D54,42.10729,44.39342,0,12.85086,0,0,0,0.64843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A4_D51,0,71.26042,0,0,28.73958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A4_D53,11.52506,75.42938,0,2.52405,7.85671,0,0,0.16322,0,0,0,0,0,0,0,0,0,0,0,0,2.50157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A4_D93,76.1031,15.43345,0,3.52428,1.26584,0,1.73111,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A5_COLON_D105,40.71845,1.5423,0,17.1272,0,12.85455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.7575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A5_D51,0,83.02469,0,0,16.97531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A5_D87,0,93.52004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.47996,0,0,0,0,0,0,0,0
GF6_A5_D90,9.78289,47.57398,0,5.04094,4.94552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.65667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A5_D91,28.60036,44.20969,0,7.60575,11.98946,0,0,0,0,0.07662,0,0,0,0,0,0,0,0,0,0,7.51813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
