Sample	f__Actinomycetaceae	f__Akkermansiaceae	f__Bacillales_unclassified	f__Bacteroidaceae	f__Bifidobacteriaceae	f__Campylobacteraceae	f__Clostridiaceae	f__Corynebacteriaceae	f__Dermabacteraceae	f__Eggerthellaceae	f__Enterobacteriaceae	f__Enterococcaceae	f__Erysipelotrichaceae	f__Fusobacteriaceae	f__Lachnospiraceae	f__Lactobacillaceae	f__Morganellaceae	f__Mycobacteriaceae	f__Oscillospiraceae	f__Peptoniphilaceae	f__Peptostreptococcaceae	f__Propionibacteriaceae	f__Proteobacteria_unclassified	f__Pseudomonadaceae	f__Ruminococcaceae	f__Sphingomonadaceae	f__Staphylococcaceae	f__Streptococcaceae	f__Sutterellaceae	f__Veillonellaceae	f__Yersiniaceae
GF2_B5_Spleen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF2_colon_A1_day45	0	0	0	0	5.00538	0	7.87045	0	0	0	86.75222	0	0	0	0	0	0	0	0	0	0.37195	0	0	0	0	0	0	0	0	0	0
GF2_colon_B1_day44	0	0	0	0	7.3654	0	74.9903	0	0	0	11.31415	0	0	0	0	0	0	0	0	0	6.33014	0	0	0	0	0	0	0	0	0	0
GF2_colon_B2_day44	0	0	0	0	8.5868	0	73.22056	0	0	0	12.49695	0.17645	0	0	0	0	0.05493	0	0	0.00858	5.33443	0	0	0	0	0	0	0	0	0.12128	0
GF2_colon_B3_day44	1.04153	0	0	0	33.52442	0	16.2114	0	0	0	43.27673	0	0	0	0	0	0	0	0	0.77458	2.60757	0	0	0	0	0	0	0	0	2.56377	0
GF2_colon_B5_day44	0	0	0	0	9.78818	0	69.53207	0	0	0	12.3522	1.04444	0	0	0	0	0	0	0	0.06016	6.53158	0	0	0	0	0	0	0	0	0.69137	0
GF2_Inoc	15.11897	0	0	0	8.84848	0	4.41914	0	0	0	6.98871	26.43814	0	0	0	0	0	0	0	36.41543	0	0	0	0	0	0	0.49707	0.35463	0	0.91944	0
GF20_d0_inoc	13.78277	0	0	0	6.37724	0	0	0	0	0	1.225	44.92024	0	0	0	0	0	0	0	33.69475	0	0	0	0	0	0	0	0	0	0	0
GF20_d123_b10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d127_a1	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d127_a2	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d127_a3	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d127_a4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d127_a5	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d127_a6	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d127_a7	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d127_a8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d127_a9	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d127_b1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d127_b2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d127_b5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d127_b6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d127_b8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d140_c1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d140_c3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d140_c5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d140_c6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d140_c7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d140_c8	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d140_c9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d161_b2	0	0	0	0	0.03116	0	0	0	0	0	99.8377	0.13114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d161_b4	0	0	0	0	1.12052	0	0	0	0	0	97.78972	0.85692	0	0	0	0	0	0	0	0	0.23284	0	0	0	0	0	0	0	0	0	0
GF20_d161_b6	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d161_b8	0	0	0	0	0.06769	0	0	0	0	0	99.56232	0.36998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d164_b1	0	0	0	0	0	0	0	0	0	0	98.34526	1.65474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d164_b2	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d164_b3	0	0	0	0	0	0	0	0	0	0	96.89233	0	0	0	0	0	3.10767	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d164_b4	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d164_b5	0	0	0	0	0	0	0	0	0	0	93.86056	0	0	0	0	0	6.13944	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d164_b6	0	0	0	0	0	0	0	0	0	0	98.94535	0	0	0	0	0	1.05465	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d164_b7	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d164_b8	0	0	0	0	0	0	0	0	0	0	96.55029	0	0	0	0	0	3.44971	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d164_b9	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d167_damb	0	0	0	0	0	0	0	0	0	0	94.34459	1.15517	0	0	0	0	4.50025	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d170_c1	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d170_c2	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d170_c5	0	0	0	0	0	0	0	0	0	0	94.66699	0	0	0	0	0	5.33301	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d170_c6	0	0	0	0	0	0	0	0	0	0	78.38767	0	0	0	0	0	21.61233	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d170_c7	0	0	0	0	0	0	0	0	0	0	99.2034	0	0	0	0	0	0.7966	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d170_c8	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d170_c9	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d33_a3	0	0	0	0	1.27753	0	0.01854	0	0	0	2.21241	90.46654	0	0	0	0	5.26841	0	0	0	0.75657	0	0	0	0	0	0	0	0	0	0
GF20_d33_a4	0	0	0	0	1.38273	0	0.17187	0	0	0	87.81186	2.29877	0	0	0	0	7.65896	0	0	0	0.67582	0	0	0	0	0	0	0	0	0	0
GF20_d33_a5	0	0	0	0	1.64774	0	0.07427	0	0	0	95.34382	1.5821	0	0	0	0	0.59991	0	0	0	0.75216	0	0	0	0	0	0	0	0	0	0
GF20_d33_b2	0	0	0	0	0.106	0	0	0	0	0	86.41904	13.47497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d33_b3	0	0	0	0	0	0	0	0	0	0	99.47134	0.52866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d33_b4	0	0	0	0	0.51042	0	0	0	0	0	91.70478	7.76074	0	0	0	0	0	0	0	0	0.02406	0	0	0	0	0	0	0	0	0	0
GF20_d34_a2	0	0	0	0	0	0	0	0	0	0	75.14568	0	0	0	0	0	24.85432	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d34_a4	0	0	0	0	1.12183	0	0.47323	0	0	0	66.45254	1.79183	0	0	0	0	29.56301	0	0	0	0.59757	0	0	0	0	0	0	0	0	0	0
GF20_d34_b3	0	0	0	0	0.94969	0	0	0	0	0	97.92976	0.99942	0	0	0	0	0	0	0	0	0.12113	0	0	0	0	0	0	0	0	0	0
GF20_d35_a2	0	0	0	0	0.2797	0	0	0	0	0	99.5915	0	0	0	0	0	0.1288	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d35_a3	0	0	0	0	0	0	0	0	0	0	15.14535	0	0	0	0	0	84.85465	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d35_b5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d36_a1	0	0	0	0	0	0	0	0	0	0	2.47504	0	0	0	0	0	97.52496	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d36_a2	0	0	0	0	0	0	0	0	0	0	53.45947	0	0	0	0	0	46.54053	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d36_a3	0	0	0	0	0	0	0	0	0	0	7.721	0	0	0	0	0	92.279	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d36_a4	0	0	0	0	0	0	0	0	0	0	8.57683	0	0	0	0	0	91.42317	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d36_a5	0	0	0	0	0	0	0	0	0	0	27.04869	0	0	0	0	0	72.95131	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d36_b1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d36_b3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d36_b4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d36_b5	0	0	0	0	0	0	0	0	0	0	45.19637	0	0	0	0	0	54.80363	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d39_dama	1.25348	0	0	0	58.10355	0	25.51392	0	0	0	3.47142	4.03293	0	0	0	0	0.51793	0	0	0	7.10677	0	0	0	0	0	0	0	0	0	0
GF20_d39_damc	0.02025	0	0	0	55.57402	0	30.34606	0	0	0	2.12613	3.977	0	0	0	0	0.47627	0	0	0	7.48028	0	0	0	0	0	0	0	0	0	0
GF20_d40_c1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d40_c2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d40_c3	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d40_c4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d40_c5	0	0	0	0	0	0	22.29006	0	0	0	73.25037	4.45957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d40_c6	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d66_c1	0	0	0	0	0	0	17.89138	0	0	0	13.50519	0.60987	0	0	0	0	65.9126	0	0	0	2.08096	0	0	0	0	0	0	0	0	0	0
GF20_d66_c10	0	0	0	0	0	0	38.99809	0	0	0	45.77587	3.49855	0	0	0	0	9.50522	0	0	0	2.22226	0	0	0	0	0	0	0	0	0	0
GF20_d66_c2	0	0	0	0	0	0	10.38498	0	0	0	12.98289	4.25906	0	0	0	0	71.78715	0	0	0	0.58591	0	0	0	0	0	0	0	0	0	0
GF20_d66_c3	0	0	0	0	0	0	27.00604	0	0	0	63.76055	0.8604	0	0	0	0	7.04545	0	0	0	1.32755	0	0	0	0	0	0	0	0	0	0
GF20_d66_c4	0	0	0	0	0	0	23.73449	0	0	0	3.23621	15.44422	0	0	0	0	56.50196	0	0	0	1.08312	0	0	0	0	0	0	0	0	0	0
GF20_d66_c5	0	0	0	0	0	0	12.14273	0	0	0	71.25267	2.33365	0	0	0	0	13.12608	0	0	0	1.14486	0	0	0	0	0	0	0	0	0	0
GF20_d66_c6	0	0	0	0	0.22339	0	11.16154	0	0	0	69.52075	8.41306	0	0	0	0	9.64643	0	0	0	1.03483	0	0	0	0	0	0	0	0	0	0
GF20_d66_c7	0	0	0	0	0	0	43.12491	0	0	0	16.1783	6.66006	0	0	0	0	31.50827	0	0	0	2.52846	0	0	0	0	0	0	0	0	0	0
GF20_d66_c8	0	0	0	0	0	0	19.29282	0	0	0	8.62587	2.16954	0	0	0	0	69.08749	0	0	0	0.82427	0	0	0	0	0	0	0	0	0	0
GF20_d66_c9	0	0	0	0	0	0	34.5278	0	0	0	5.67269	12.21802	0	0	0	0	46.26318	0	0	0	1.31831	0	0	0	0	0	0	0	0	0	0
GF20_d68_b2	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d68_b3	0	0	0	0	1.08043	0	0	0	0	0	97.67258	1.24698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d68_b4	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d68_b5	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d68_b6	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d68_b7	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d68_b8	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d75_dama	0.01182	0	0	0	58.54598	0	27.31527	0	0	0	2.50785	5.58949	0	0	0	0	0.44517	0	0	0	5.58441	0	0	0	0	0	0	0	0	0	0
GF20_d75_damc	0	0	0	0	3.10304	0	34.65731	0	0	0	22.55255	10.67831	0	0	0	0	2.13808	0	0	0	26.87071	0	0	0	0	0	0	0	0	0	0
GF20_d81_a1	0	0	0	0	0	0	12.40979	0	0	0	47.52677	8.17803	0	0	0	0	31.4813	0	0	0	0.40411	0	0	0	0	0	0	0	0	0	0
GF20_d81_a2	0	0	0	0	0	0	6.27838	0	0	0	18.4393	9.84517	0	0	0	0	65.43715	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d81_a3	0	0	0	0	0	0	0	0	0	0	92.69264	0	0	0	0	0	7.30736	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d81_a4	0	0	0	0	0	0	3.76697	0	0	0	39.9207	6.7285	0	0	0	0	49.58383	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d81_a5	0	0	0	0	0	0	14.50797	0	0	0	37.30361	24.10066	0	0	0	0	20.75533	0	0	0	3.33245	0	0	0	0	0	0	0	0	0	0
GF20_d81_a6	0	0	0	0	0	0	15.377	0	0	0	34.69065	7.95975	0	0	0	0	41.9726	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d81_a7	0	0	0	0	0.02664	0	22.47878	0	0	0	28.45246	11.50546	0	0	0	0	36.48182	0	0	0	1.05483	0	0	0	0	0	0	0	0	0	0
GF20_d89_b2	0	0	0	0	0	0	45.26152	0	0	0	40.51596	9.3845	0	0	0	0	3.10866	0	0	0	1.72936	0	0	0	0	0	0	0	0	0	0
GF20_d89_b3	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d89_b4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d89_b5	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d89_b6	0	0	0	0	0	0	1.37208	0	0	0	98.62792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF20_d89_b7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d0__inoc	3.5108	0	0	0	1.88733	0	7.12896	0	0	0	53.70568	10.91099	3.78277	0	0	0	0.30486	0	0	8.17863	2.43906	0	0	0	0	0	0.08538	0.71154	0	7.35401	0
GF23_d0_dama	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d0_damb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d0_damc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d10_dama	8.88794	0	0	0	27.84518	0	28.24614	0	0	0	3.47248	8.22753	11.57605	0	0	0	3.09104	0	0	0.65766	7.99597	0	0	0	0	0	0	0	0	0	0
GF23_d10_damb	15.87985	0	0	0	13.21522	0	25.71526	0	0	0	7.57049	6.50985	19.31548	0	0	0	3.87427	0	0	1.30972	6.60986	0	0	0	0	0	0	0	0	0	0
GF23_d10_damc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d17_dama	11.78772	0	0	0	2.93285	0	46.68769	0	0	0	3.10847	6.98638	14.53708	0	0	0	3.98382	0	0	1.20929	8.76672	0	0	0	0	0	0	0	0	0	0
GF23_d17_damb	14.03772	0	0	0	1.74699	0	42.07756	0	0	0	3.82767	5.52823	18.94611	0	0	0	3.71675	0	0	1.17482	8.94415	0	0	0	0	0	0	0	0	0	0
GF23_d17_damc	15.38557	0	0	0	0.27739	0	37.16389	0	0	0	4.35028	7.59081	21.56006	0	0	0	3.26788	0	0	0.78079	9.62334	0	0	0	0	0	0	0	0	0	0
GF23_d19_dama	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d32_dama	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d32_damb	14.58493	0	0	0	0	0	41.71106	0	0	0	2.3628	7.27067	17.45534	0	0	0	1.88083	0	0	0	14.73437	0	0	0	0	0	0	0	0	0	0
GF23_d32_damc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d35_c1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d36_c1	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d36_c2	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d36_c3	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d36_c4	0	0	0	0	0	0	6.14625	0	0	0	93.85375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d39_damb	8.31849	0	0	0	0.96102	0	53.96227	0	0	0	1.59718	4.67574	13.91661	0	0	0	2.48913	0	0	1.56812	12.51143	0	0	0	0	0	0	0	0	0	0
GF23_d47_dama	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d47_damb	11.2789	0	0	0	1.54177	0	40.12754	0	0	0	4.44237	4.57542	23.90876	0	0	0	2.39421	0	0	0.61127	11.11977	0	0	0	0	0	0	0	0	0	0
GF23_d47_damc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d52_a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d52_a2	0	0	0	0	0	0	0.02165	0	0	0	99.52875	0.35407	0	0	0	0	0	0	0	0	0.09553	0	0	0	0	0	0	0	0	0	0
GF23_d52_a5	0	0	0	0	0	0	0	0	0	0	99.01823	0.97848	0	0	0	0	0	0	0	0	0.00329	0	0	0	0	0	0	0	0	0	0
GF23_d52_a6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d52_a8	0	0	0	0	0	0	0	0	0	0	99.93152	0.06848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d52_a9	0	0	0	0	0	0	0	0	0	0	99.38451	0.61549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d54_damc	6.94825	0	0	0	0	0	42.71891	0	0	0	3.36524	8.90257	14.57834	0	0	0	2.58339	0	0	1.78358	19.11974	0	0	0	0	0	0	0	0	0	0
GF23_d56_c2	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d56_c3	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d56_c6	0	0	0	0	0	0	0	0	0	0	99.84385	0.15615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d57_c2	0	0	0	0	0	0	0	0	0	0	95.71225	1.73839	0	0	0	0	2.54936	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d57_c4	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d57_c5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d58_c3	0	0	0	0	0	0	0	0	0	0	0	58.03759	15.51286	0	0	0	0	0	0	0	26.44955	0	0	0	0	0	0	0	0	0	0
GF23_d59_c1	0	0	0	0	0	0	0	0	0	0	92.85425	7.14575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d59_c2	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d59_c4	0	0	0	0	0	0	0	0	0	0	0	95.68116	4.31884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d59_c6	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d62_dama	4.17139	0	0	0	0.42078	0	48.34191	0	0	0	3.27659	6.63812	19.40077	0	0	0	2.91311	0	0	0	14.83734	0	0	0	0	0	0	0	0	0	0
GF23_d62_damb	7.27917	0	0	0	1.64158	0	28.72966	0	0	0	3.22953	4.94494	28.60667	0	0	0	3.60603	0	0	2.52554	19.43689	0	0	0	0	0	0	0	0	0	0
GF23_d62_damc	0	0	0	0	8.78291	0	27.69457	0	0	0	2.44442	14.74987	30.64253	0	0	0	8.59615	0	0	0.27134	6.8182	0	0	0	0	0	0	0	0	0	0
GF23_d7_damb	4.84528	0	0	0	57.49637	0	13.19189	0	0	0	3.06266	4.90702	8.09001	0	0	0	2.96323	0	0	0.50051	4.94303	0	0	0	0	0	0	0	0	0	0
GF23_d7_damc	1.55351	0	0	0	13.392	0	38.11495	0	0	0	3.7452	3.9336	13.03129	0	0	0	5.46748	0	0	1.05834	19.70363	0	0	0	0	0	0	0	0	0	0
GF23_d77_damb	10.41414	0	0	0	2.03137	0	31.51265	0	0	0	4.5536	5.17627	29.46385	0	0	0	3.278	0	0	1.20825	12.36186	0	0	0	0	0	0	0	0	0	0
GF23_d80_c3	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d80_c5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d80_c7	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d82_c2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d82_c6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d83_c4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d83_c5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d84_c1	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d84_c2	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d84_c3	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d84_c4	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF23_d84_c5	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
