Sample	Genus	Abundance
GF23_damC_32_stool	Erysipelatoclostridium	4.79713
GF23_damC_32_stool	Enterococcus	4.03709
GF23_damC_32_stool	Citrobacter	3.12153
GF23_damC_32_stool	Klebsiella	2.79875
GF23_damC_32_stool	Clostridioides	2.37857
GF23_damC_32_stool	Bifidobacterium	1.92523
GF23_damC_32_stool	Proteus	0.6647
GF23_damC_32_stool	Finegoldia	0.11474
GF24_A10_d131_cwash	Klebsiella	88.24783
GF24_A10_d131_cwash	Achromobacter	8.53697
GF24_A10_d131_cwash	Erysipelatoclostridium	2.08378
GF24_A10_d131_cwash	Clostridium	0.9635
GF24_A10_d131_cwash	Clostridioides	0.16791
GF24_A1_36_stool	Klebsiella	97.85598
GF24_A1_36_stool	Enterococcus	1.02098
GF24_A1_36_stool	Clostridium	0.60212
GF24_A1_36_stool	Escherichia	0.4302
GF24_A1_36_stool	Clostridioides	0.09073
GF24_A1_39_cwash	Klebsiella	47.62522
GF24_A1_39_cwash	Escherichia	27.81943
GF24_A1_39_cwash	Clostridium	18.84996
GF24_A1_39_cwash	Erysipelatoclostridium	4.76087
GF24_A1_39_cwash	Clostridioides	0.94453
GF24_A1_d108_cwash	Klebsiella	89.28446
GF24_A1_d108_cwash	Achromobacter	10.28024
GF24_A1_d108_cwash	Erysipelatoclostridium	0.4353
GF24_A1_d131_cwash	Klebsiella	97.3517
GF24_A1_d131_cwash	Achromobacter	2.06486
GF24_A1_d131_cwash	Clostridium	0.58344
GF24_A1_d73_stool	Klebsiella	98.07763
GF24_A1_d73_stool	Enterococcus	1.66532
GF24_A1_d73_stool	Clostridioides	0.25705
GF24_A1_d74_cwash	Klebsiella	90.19115
GF24_A1_d74_cwash	Clostridium	5.80864
GF24_A1_d74_cwash	Enterococcus	1.27674
GF24_A1_d74_cwash	Escherichia	0.90137
GF24_A1_d74_cwash	Achromobacter	0.72182
GF24_A1_d74_cwash	Clostridioides	0.7034
GF24_A1_d74_cwash	Erysipelatoclostridium	0.3969
GF24_A2_36_stool	Klebsiella	92.04611
GF24_A2_36_stool	Enterococcus	3.12937
GF24_A2_36_stool	Clostridium	2.11395
GF24_A2_36_stool	Clostridioides	1.63314
GF24_A2_36_stool	Proteus	0.89383
GF24_A2_36_stool	Escherichia	0.18359
GF24_A2_39_cwash	Clostridium	42.54257
GF24_A2_39_cwash	Klebsiella	29.25719
GF24_A2_39_cwash	Erysipelatoclostridium	17.22617
GF24_A2_39_cwash	Escherichia	5.97828
GF24_A2_39_cwash	Clostridioides	4.59068
GF24_A2_39_cwash	Enterococcus	0.40511
GF24_A2_d108_cwash	Klebsiella	76.46441
GF24_A2_d108_cwash	Achromobacter	18.64452
GF24_A2_d108_cwash	Clostridium	2.48584
GF24_A2_d108_cwash	Erysipelatoclostridium	0.97106
GF24_A2_d108_cwash	Enterococcus	0.87623
GF24_A2_d108_cwash	Clostridioides	0.55795
GF24_A2_d131_cwash	Klebsiella	95.63788
GF24_A2_d131_cwash	Achromobacter	3.96875
GF24_A2_d131_cwash	Enterococcus	0.39337
GF24_A2_d73_stool	Klebsiella	98.62288
GF24_A2_d73_stool	Enterococcus	1.24658
GF24_A2_d73_stool	Clostridioides	0.13054
GF24_A3_37_stool	Klebsiella	99.11388
GF24_A3_37_stool	Enterococcus	0.65955
GF24_A3_37_stool	Escherichia	0.22657
GF24_A3_38_stool	Klebsiella	72.74686
GF24_A3_38_stool	Escherichia	23.52833
GF24_A3_38_stool	Enterococcus	2.44983
GF24_A3_38_stool	Clostridioides	0.91485
GF24_A3_38_stool	Clostridium	0.28434
GF24_A3_38_stool	Finegoldia	0.07579
GF24_A3_39_cwash	Escherichia	50.96611
GF24_A3_39_cwash	Clostridium	23.33109
GF24_A3_39_cwash	Erysipelatoclostridium	19.11068
GF24_A3_39_cwash	Klebsiella	6.51023
GF24_A3_39_cwash	Clostridioides	0.08189
GF24_A3_d108_cwash	Klebsiella	85.45194
GF24_A3_d108_cwash	Clostridium	10.44087
GF24_A3_d108_cwash	Achromobacter	1.52126
GF24_A3_d108_cwash	Clostridioides	1.36142
GF24_A3_d108_cwash	Erysipelatoclostridium	0.93959
GF24_A3_d108_cwash	Enterococcus	0.28492
GF24_A3_d131_cwash	Klebsiella	91.90315
GF24_A3_d131_cwash	Clostridium	5.40634
GF24_A3_d131_cwash	Achromobacter	1.34662
GF24_A3_d131_cwash	Erysipelatoclostridium	1.34389
GF24_A4_38_stool	Klebsiella	45.51146
GF24_A4_38_stool	Clostridium	39.84593
GF24_A4_38_stool	Erysipelatoclostridium	6.44724
GF24_A4_38_stool	Clostridioides	3.90359
GF24_A4_38_stool	Escherichia	2.30292
GF24_A4_38_stool	Enterococcus	1.34371
GF24_A4_38_stool	Finegoldia	0.63703
GF24_A4_38_stool	Proteus	0.00811
GF24_A4_39_cwash	Clostridium	59.81052
GF24_A4_39_cwash	Escherichia	10.61904
GF24_A4_39_cwash	Erysipelatoclostridium	10.21578
GF24_A4_39_cwash	Klebsiella	9.30895
GF24_A4_39_cwash	Clostridioides	7.4607
GF24_A4_39_cwash	Enterococcus	2.58502
GF24_A4_d108_cwash	Klebsiella	86.4956
GF24_A4_d108_cwash	Achromobacter	7.54005
GF24_A4_d108_cwash	Clostridium	5.96435
GF24_A4_d131_cwash	Klebsiella	91.95874
GF24_A4_d131_cwash	Achromobacter	2.79728
GF24_A4_d131_cwash	Clostridium	2.78975
GF24_A4_d131_cwash	Enterococcus	2.44073
GF24_A4_d131_cwash	Clostridioides	0.01349
GF24_A4_d74_cwash	Klebsiella	86.70327
GF24_A4_d74_cwash	Achromobacter	10.44646
GF24_A4_d74_cwash	Enterococcus	2.14616
GF24_A4_d74_cwash	Clostridium	0.70412
GF24_A5_d108_cwash	Klebsiella	88.21968
GF24_A5_d108_cwash	Clostridium	8.6685
GF24_A5_d108_cwash	Achromobacter	1.45155
GF24_A5_d108_cwash	Erysipelatoclostridium	0.85849
GF24_A5_d108_cwash	Clostridioides	0.51196
GF24_A5_d108_cwash	Enterococcus	0.28981
GF24_A5_d131_cwash	Klebsiella	85.1713
GF24_A5_d131_cwash	Proteus	11.6068
GF24_A5_d131_cwash	Enterococcus	2.14237
GF24_A5_d131_cwash	Clostridioides	0.72201
GF24_A5_d131_cwash	Achromobacter	0.35751
GF24_A5_d74_cwash	Klebsiella	85.60749
GF24_A5_d74_cwash	Clostridium	7.66008
GF24_A5_d74_cwash	Erysipelatoclostridium	3.65708
GF24_A5_d74_cwash	Proteus	1.6214
GF24_A5_d74_cwash	Clostridioides	1.06605
GF24_A5_d74_cwash	Enterococcus	0.30118
GF24_A5_d74_cwash	Achromobacter	0.08672
GF24_A6_36_stool	Klebsiella	100
GF24_A6_39_cwash	Clostridium	46.18992
GF24_A6_39_cwash	Escherichia	32.67839
GF24_A6_39_cwash	Clostridioides	12.66939
GF24_A6_39_cwash	Erysipelatoclostridium	7.09301
GF24_A6_39_cwash	Enterococcus	1.36928
GF24_A6_d108_cwash	Klebsiella	98.73138
GF24_A6_d108_cwash	Achromobacter	1.10109
GF24_A6_d108_cwash	Clostridium	0.16753
GF24_A6_d131_cwash	Klebsiella	85.83034
GF24_A6_d131_cwash	Clostridium	10.87601
GF24_A6_d131_cwash	Erysipelatoclostridium	2.36883
GF24_A6_d131_cwash	Achromobacter	0.92482
GF24_A6_d74_cwash	Klebsiella	60.70789
GF24_A6_d74_cwash	Escherichia	36.18061
GF24_A6_d74_cwash	Achromobacter	1.65675
GF24_A6_d74_cwash	Proteus	1.45475
GF24_A7_36_stool	Klebsiella	100
GF24_A7_37_stool	Klebsiella	100
GF24_A7_39_cwash	Klebsiella	37.34688
GF24_A7_39_cwash	Clostridium	35.27437
GF24_A7_39_cwash	Clostridioides	12.09772
GF24_A7_39_cwash	Erysipelatoclostridium	8.4463
GF24_A7_39_cwash	Escherichia	4.86083
GF24_A7_39_cwash	Enterococcus	1.9739
GF24_A7_d108_cwash	Klebsiella	88.38242
GF24_A7_d108_cwash	Proteus	6.23287
GF24_A7_d108_cwash	Erysipelatoclostridium	2.38316
GF24_A7_d108_cwash	Achromobacter	1.64576
GF24_A7_d108_cwash	Clostridium	1.20289
GF24_A7_d108_cwash	Clostridioides	0.12484
GF24_A7_d108_cwash	Enterococcus	0.02807
GF24_A7_d131_cwash	Klebsiella	88.38884
GF24_A7_d131_cwash	Achromobacter	10.62517
GF24_A7_d131_cwash	Clostridium	0.986
GF24_A7_d74_cwash	Escherichia	60.62201
GF24_A7_d74_cwash	Klebsiella	36.89165
GF24_A7_d74_cwash	Proteus	2.12588
GF24_A7_d74_cwash	Achromobacter	0.36045
GF24_A8_d108_cwash	Klebsiella	92.99341
GF24_A8_d108_cwash	Achromobacter	7.00659
GF24_A8_d131_cwash	Klebsiella	90.52903
GF24_A8_d131_cwash	Achromobacter	9.47097
GF24_A9_d108_cwash	Klebsiella	96.30511
GF24_A9_d108_cwash	Enterococcus	2.19589
GF24_A9_d108_cwash	Clostridioides	0.79992
GF24_A9_d108_cwash	Clostridium	0.65044
GF24_A9_d108_cwash	Achromobacter	0.04864
GF24_A9_d131_cwash	Klebsiella	98.95977
GF24_A9_d131_cwash	Achromobacter	0.57456
GF24_A9_d131_cwash	Enterococcus	0.41796
GF24_A9_d131_cwash	Clostridioides	0.03211
GF24_A9_d131_cwash	Clostridium	0.01559
GF24_Adam_d100_stool	Clostridium	22.92362
GF24_Adam_d100_stool	Klebsiella	21.00122
GF24_Adam_d100_stool	Enterococcus	14.36591
GF24_Adam_d100_stool	Varibaculum	10.66965
GF24_Adam_d100_stool	Proteus	9.51886
GF24_Adam_d100_stool	Escherichia	8.11377
GF24_Adam_d100_stool	Erysipelatoclostridium	6.96767
GF24_Adam_d100_stool	Finegoldia	2.92344
GF24_Adam_d100_stool	Clostridioides	2.89595
GF24_Adam_d100_stool	Citrobacter	0.61991
GF24_B1_33_cwash	Klebsiella	56.32132
GF24_B1_33_cwash	Escherichia	17.35613
GF24_B1_33_cwash	Clostridium	13.34926
GF24_B1_33_cwash	Erysipelatoclostridium	12.97329
GF24_B1_64_cwash	Clostridium	27.80806
GF24_B1_64_cwash	Clostridioides	22.3587
GF24_B1_64_cwash	Klebsiella	17.89396
GF24_B1_64_cwash	Citrobacter	9.97438
GF24_B1_64_cwash	Escherichia	7.53504
GF24_B1_64_cwash	Erysipelatoclostridium	6.94088
GF24_B1_64_cwash	Proteus	4.16312
GF24_B1_64_cwash	Enterococcus	3.32586
GF24_B2_33_cwash	Klebsiella	67.3625
GF24_B2_33_cwash	Clostridium	18.68918
GF24_B2_33_cwash	Proteus	6.15116
GF24_B2_33_cwash	Erysipelatoclostridium	5.50348
GF24_B2_33_cwash	Clostridioides	2.1883
GF24_B2_33_cwash	Enterococcus	0.10538
GF24_B2_64_cwash	Clostridium	31.74138
GF24_B2_64_cwash	Clostridioides	23.94761
GF24_B2_64_cwash	Klebsiella	12.28017
GF24_B2_64_cwash	Erysipelatoclostridium	11.91985
GF24_B2_64_cwash	Citrobacter	5.86667
GF24_B2_64_cwash	Proteus	4.75078
GF24_B2_64_cwash	Escherichia	4.49026
GF24_B2_64_cwash	Enterococcus	3.61477
GF24_B2_64_cwash	Enterobacter	1.38851
GF24_B2_d74_cwash	Klebsiella	87.40753
GF24_B2_d74_cwash	Clostridium	7.16419
GF24_B2_d74_cwash	Enterococcus	2.82407
GF24_B2_d74_cwash	Clostridioides	1.66138
GF24_B2_d74_cwash	Escherichia	0.61315
GF24_B2_d74_cwash	Achromobacter	0.32969
GF24_B3_33_cwash	Klebsiella	59.39177
GF24_B3_33_cwash	Clostridium	18.80378
GF24_B3_33_cwash	Proteus	13.13572
GF24_B3_33_cwash	Erysipelatoclostridium	6.55996
GF24_B3_33_cwash	Clostridioides	1.69707
GF24_B3_33_cwash	Enterococcus	0.41171
GF24_B3_64_cwash	Clostridium	34.40679
GF24_B3_64_cwash	Clostridioides	24.75597
GF24_B3_64_cwash	Erysipelatoclostridium	14.98928
GF24_B3_64_cwash	Klebsiella	13.35005
GF24_B3_64_cwash	Escherichia	4.46656
GF24_B3_64_cwash	Citrobacter	4.12557
GF24_B3_64_cwash	Proteus	2.34473
GF24_B3_64_cwash	Enterococcus	1.5001
GF24_B3_64_cwash	Enterobacter	0.06096
GF24_B3_d74_cwash	Klebsiella	98.12886
GF24_B3_d74_cwash	Escherichia	0.78631
GF24_B3_d74_cwash	Enterococcus	0.477
GF24_B3_d74_cwash	Erysipelatoclostridium	0.38916
GF24_B3_d74_cwash	Clostridium	0.21867
GF24_B4_33_cwash	Klebsiella	70.36886
GF24_B4_33_cwash	Clostridium	17.25512
GF24_B4_33_cwash	Proteus	5.59344
GF24_B4_33_cwash	Erysipelatoclostridium	4.49591
GF24_B4_33_cwash	Enterococcus	1.22202
GF24_B4_33_cwash	Clostridioides	1.06464
GF24_B4_d73_stool	Klebsiella	99.5613
GF24_B4_d73_stool	Enterococcus	0.4387
GF24_B4_d74_cwash	Klebsiella	92.29248
GF24_B4_d74_cwash	Clostridium	4.76904
GF24_B4_d74_cwash	Escherichia	0.90935
GF24_B4_d74_cwash	Erysipelatoclostridium	0.86179
GF24_B4_d74_cwash	Enterococcus	0.5879
GF24_B4_d74_cwash	Clostridioides	0.54045
GF24_B4_d74_cwash	Achromobacter	0.03898
GF24_B5_33_cwash	Klebsiella	66.64117
GF24_B5_33_cwash	Erysipelatoclostridium	18.86976
GF24_B5_33_cwash	Clostridium	13.89093
GF24_B5_33_cwash	Escherichia	0.59813
GF24_B6_33_cwash	Klebsiella	76.43131
GF24_B6_33_cwash	Erysipelatoclostridium	19.17581
GF24_B6_33_cwash	Clostridium	3.79947
GF24_B6_33_cwash	Enterococcus	0.51822
GF24_B6_33_cwash	Clostridioides	0.07519
GF24_B7_33_cwash	Klebsiella	57.53876
GF24_B7_33_cwash	Erysipelatoclostridium	26.54279
GF24_B7_33_cwash	Clostridium	12.4975
GF24_B7_33_cwash	Proteus	2.30438
GF24_B7_33_cwash	Clostridioides	0.65417
GF24_B7_33_cwash	Escherichia	0.46241
GF24_Bdam_d114_stool	Clostridium	36.98817
GF24_Bdam_d114_stool	Enterococcus	18.05856
GF24_Bdam_d114_stool	Klebsiella	17.14066
GF24_Bdam_d114_stool	Erysipelatoclostridium	9.05524
GF24_Bdam_d114_stool	Proteus	6.36765
GF24_Bdam_d114_stool	Escherichia	4.91304
GF24_Bdam_d114_stool	Citrobacter	4.43316
GF24_Bdam_d114_stool	Clostridioides	1.59739
GF24_Bdam_d114_stool	Finegoldia	1.44612
GF24_C10_d86_cwash	Klebsiella	86.3548
GF24_C10_d86_cwash	Clostridium	8.89789
GF24_C10_d86_cwash	Enterococcus	1.44544
GF24_C10_d86_cwash	Erysipelatoclostridium	1.40888
GF24_C10_d86_cwash	Escherichia	0.8445
GF24_C10_d86_cwash	Clostridioides	0.67951
GF24_C10_d86_cwash	Achromobacter	0.36899
GF24_C1_37_stool	Klebsiella	53.57652
GF24_C1_37_stool	Escherichia	42.7093
GF24_C1_37_stool	Enterococcus	1.70999
GF24_C1_37_stool	Clostridioides	1.42608
GF24_C1_37_stool	Clostridium	0.57811
GF24_C1_39_cwash	Enterococcus	91.71634
GF24_C1_39_cwash	Escherichia	5.60992
GF24_C1_39_cwash	Erysipelatoclostridium	2.67374
GF24_C1_d108_cwash	Klebsiella	93.72884
GF24_C1_d108_cwash	Achromobacter	6.27116
GF24_C1_d129_cwash	Escherichia	55.25404
GF24_C1_d129_cwash	Klebsiella	42.98334
GF24_C1_d129_cwash	Achromobacter	1.3381
GF24_C1_d129_cwash	Clostridium	0.16442
GF24_C1_d129_cwash	Enterococcus	0.12746
GF24_C1_d129_cwash	Clostridioides	0.10692
GF24_C1_d129_cwash	Erysipelatoclostridium	0.02572
GF24_C2_39_cwash	Enterococcus	69.26263
GF24_C2_39_cwash	Clostridioides	16.47843
GF24_C2_39_cwash	Erysipelatoclostridium	8.57773
GF24_C2_39_cwash	Escherichia	5.68121
GF24_C2_d108_cwash	Klebsiella	84.2684
GF24_C2_d108_cwash	Clostridium	7.18368
GF24_C2_d108_cwash	Erysipelatoclostridium	6.40381
GF24_C2_d108_cwash	Enterococcus	0.86403
GF24_C2_d108_cwash	Achromobacter	0.82947
GF24_C2_d108_cwash	Clostridioides	0.45061
GF24_C2_d129_cwash	Klebsiella	95.66632
GF24_C2_d129_cwash	Achromobacter	4.33368
GF24_C2_d86_cwash	Escherichia	78.37529
GF24_C2_d86_cwash	Klebsiella	12.74188
GF24_C2_d86_cwash	Clostridium	3.73471
GF24_C2_d86_cwash	Erysipelatoclostridium	2.08909
GF24_C2_d86_cwash	Enterococcus	1.8642
GF24_C2_d86_cwash	Clostridioides	1.07243
GF24_C2_d86_cwash	Achromobacter	0.1224
GF24_C3_37_stool	Klebsiella	96.63909
GF24_C3_37_stool	Enterococcus	2.39829
GF24_C3_37_stool	Clostridioides	0.58072
GF24_C3_37_stool	Clostridium	0.38191
GF24_C3_38_cwash	Enterococcus	90.05915
GF24_C3_38_cwash	Escherichia	9.94085
GF24_C3_d108_cwash	Klebsiella	99.38236
GF24_C3_d108_cwash	Achromobacter	0.61764
GF24_C3_d129_cwash	Klebsiella	91.14841
GF24_C3_d129_cwash	Achromobacter	5.97903
GF24_C3_d129_cwash	Clostridium	2.31147
GF24_C3_d129_cwash	Erysipelatoclostridium	0.40071
GF24_C3_d129_cwash	Clostridioides	0.16038
GF24_C3_d85_stool	Klebsiella	98.05919
GF24_C3_d85_stool	Escherichia	0.66991
GF24_C3_d85_stool	Enterococcus	0.64769
GF24_C3_d85_stool	Clostridioides	0.58008
GF24_C3_d85_stool	Clostridium	0.04312
GF24_C3_d86_cwash	Klebsiella	80.11221
GF24_C3_d86_cwash	Clostridium	12.59593
GF24_C3_d86_cwash	Enterococcus	4.22075
GF24_C3_d86_cwash	Clostridioides	1.45308
GF24_C3_d86_cwash	Achromobacter	0.87563
GF24_C3_d86_cwash	Erysipelatoclostridium	0.74238
GF24_C4_37_stool	Klebsiella	88.61381
GF24_C4_37_stool	Clostridium	5.3666
GF24_C4_37_stool	Enterococcus	3.39349
GF24_C4_37_stool	Clostridioides	2.52862
GF24_C4_37_stool	Escherichia	0.09748
GF24_C4_38_cwash	Enterococcus	80.81278
GF24_C4_38_cwash	Clostridioides	12.17629
GF24_C4_38_cwash	Escherichia	3.56893
GF24_C4_38_cwash	Erysipelatoclostridium	3.44199
GF24_C4_38_stool	Erysipelatoclostridium	71.69424
GF24_C4_38_stool	Escherichia	28.30576
GF24_C4_d108_cwash	Klebsiella	90.9051
GF24_C4_d108_cwash	Achromobacter	7.67027
GF24_C4_d108_cwash	Clostridium	1.13126
GF24_C4_d108_cwash	Erysipelatoclostridium	0.29337
GF24_C4_d129_cwash	Escherichia	78.20194
GF24_C4_d129_cwash	Klebsiella	15.48283
GF24_C4_d129_cwash	Proteus	2.46784
GF24_C4_d129_cwash	Achromobacter	1.44216
GF24_C4_d129_cwash	Enterococcus	1.1517
GF24_C4_d129_cwash	Clostridium	1.09939
GF24_C4_d129_cwash	Clostridioides	0.15415
GF24_C4_d86_cwash	Klebsiella	88.93862
GF24_C4_d86_cwash	Enterococcus	5.44855
GF24_C4_d86_cwash	Achromobacter	4.175
GF24_C4_d86_cwash	Erysipelatoclostridium	0.99128
GF24_C4_d86_cwash	Clostridium	0.38348
GF24_C4_d86_cwash	Clostridioides	0.06307
GF24_C5_36_stool	Escherichia	80.12739
GF24_C5_36_stool	Klebsiella	19.02566
GF24_C5_36_stool	Enterococcus	0.84695
GF24_C5_38_stool	Enterococcus	81.5583
GF24_C5_38_stool	Erysipelatoclostridium	18.4417
GF24_C5_d108_cwash	Klebsiella	94.0119
GF24_C5_d108_cwash	Achromobacter	5.85184
GF24_C5_d108_cwash	Enterococcus	0.13626
GF24_C5_d129_cwash	Klebsiella	95.28282
GF24_C5_d129_cwash	Clostridium	2.23667
GF24_C5_d129_cwash	Proteus	1.06939
GF24_C5_d129_cwash	Achromobacter	0.91308
GF24_C5_d129_cwash	Clostridioides	0.40503
GF24_C5_d129_cwash	Enterococcus	0.093
GF24_C5_d85_stool	Klebsiella	98.76096
GF24_C5_d85_stool	Enterococcus	0.8457
GF24_C5_d85_stool	Clostridium	0.22112
GF24_C5_d85_stool	Clostridioides	0.12435
GF24_C5_d85_stool	Achromobacter	0.04787
GF24_C5_d86_cwash	Klebsiella	77.64129
GF24_C5_d86_cwash	Achromobacter	19.05775
GF24_C5_d86_cwash	Erysipelatoclostridium	3.30096
GF24_C6_36_stool	Klebsiella	92.37649
GF24_C6_36_stool	Enterococcus	4.17908
GF24_C6_36_stool	Clostridioides	1.74696
GF24_C6_36_stool	Escherichia	1.33152
GF24_C6_36_stool	Clostridium	0.36595
GF24_C6_37_stool	Klebsiella	89.05772
GF24_C6_37_stool	Enterococcus	4.91908
GF24_C6_37_stool	Clostridium	4.27455
GF24_C6_37_stool	Clostridioides	1.53885
GF24_C6_37_stool	Escherichia	0.2098
GF24_C6_38_stool	Enterococcus	97.36824
GF24_C6_38_stool	Escherichia	1.58053
GF24_C6_38_stool	Erysipelatoclostridium	1.05123
GF24_C6_d108_cwash	Klebsiella	90.97225
GF24_C6_d108_cwash	Clostridium	6.45476
GF24_C6_d108_cwash	Clostridioides	1.31306
GF24_C6_d108_cwash	Erysipelatoclostridium	0.69186
GF24_C6_d108_cwash	Achromobacter	0.34618
GF24_C6_d108_cwash	Enterococcus	0.22189
GF24_C6_d129_cwash	Escherichia	51.59529
GF24_C6_d129_cwash	Klebsiella	41.50815
GF24_C6_d129_cwash	Achromobacter	5.43488
GF24_C6_d129_cwash	Clostridium	1.22185
GF24_C6_d129_cwash	Enterococcus	0.23983
GF24_C6_d85_stool	Klebsiella	100
GF24_C6_d86_cwash	Klebsiella	89.02763
GF24_C6_d86_cwash	Clostridium	5.42031
GF24_C6_d86_cwash	Erysipelatoclostridium	4.85169
GF24_C6_d86_cwash	Enterococcus	0.70037
GF24_C7_d108_cwash	Klebsiella	90.21535
GF24_C7_d108_cwash	Achromobacter	9.78465
GF24_C7_d129_cwash	Klebsiella	51.73422
GF24_C7_d129_cwash	Escherichia	45.61454
GF24_C7_d129_cwash	Achromobacter	1.42329
GF24_C7_d129_cwash	Clostridium	0.87242
GF24_C7_d129_cwash	Clostridioides	0.35553
GF24_C7_d85_stool	Klebsiella	97.43088
GF24_C7_d85_stool	Enterococcus	1.21395
GF24_C7_d85_stool	Clostridioides	0.61491
GF24_C7_d85_stool	Escherichia	0.38402
GF24_C7_d85_stool	Clostridium	0.35624
GF24_C7_d86_cwash	Klebsiella	85.34742
GF24_C7_d86_cwash	Enterococcus	6.75369
GF24_C7_d86_cwash	Clostridium	4.74847
GF24_C7_d86_cwash	Erysipelatoclostridium	2.51154
GF24_C7_d86_cwash	Clostridioides	0.38985
GF24_C7_d86_cwash	Achromobacter	0.24903
GF24_C8_d108_cwash	Klebsiella	98.20558
GF24_C8_d108_cwash	Achromobacter	1.574
GF24_C8_d108_cwash	Enterococcus	0.15403
GF24_C8_d108_cwash	Clostridium	0.0381
GF24_C8_d108_cwash	Clostridioides	0.02829
GF24_C8_d85_stool	Klebsiella	96.9472
GF24_C8_d85_stool	Enterococcus	3.0528
GF24_C8_d86_cwash	Klebsiella	82.46523
