Sample	taxa	abundance
GF2_B3_day37	p__Actinobacteria	46.57987
GF2_B3_day37	p__Proteobacteria	1.99749
GF2_B3_day41	p__Actinobacteria	54.65444
GF2_B3_day41	p__Firmicutes	39.2263
GF2_B3_day41	p__Proteobacteria	6.11926
GF2_B3_day44	p__Firmicutes	65.54383
GF2_B3_day44	p__Proteobacteria	32.90212
GF2_B3_day44	p__Actinobacteria	1.55405
GF2_B4_d35	p__Firmicutes	92.88223
GF2_B4_d35	p__Proteobacteria	7.11777
GF2_B4_day27	p__Proteobacteria	95.59544
GF2_B4_day27	p__Firmicutes	2.97998
GF2_B4_day27	p__Actinobacteria	1.42458
GF2_B4_day28	p__Actinobacteria	48.09335
GF2_B4_day28	p__Firmicutes	44.57955
GF2_B4_day28	p__Proteobacteria	7.32709
GF2_B4_day29	p__Proteobacteria	63.98716
GF2_B4_day29	p__Firmicutes	33.17895
GF2_B4_day29	p__Actinobacteria	2.83389
GF2_B4_day32	p__Firmicutes	70.71611
GF2_B4_day32	p__Actinobacteria	26.4753
GF2_B4_day32	p__Proteobacteria	2.80859
GF2_B4_day37	p__Firmicutes	60.29339
GF2_B4_day37	p__Actinobacteria	38.95564
GF2_B4_day37	p__Proteobacteria	0.75097
GF2_B4_day41	p__Proteobacteria	99.97767
GF2_B4_day41	p__Firmicutes	0.02233
GF2_B5_d34	p__Actinobacteria	49.23939
GF2_B5_d34	p__Firmicutes	48.36896
GF2_B5_d34	p__Proteobacteria	2.39165
GF2_B5_d35	p__Firmicutes	60.04452
GF2_B5_d35	p__Actinobacteria	36.78445
GF2_B5_d35	p__Proteobacteria	3.17103
GF2_B5_day27	p__Firmicutes	48.26363
GF2_B5_day27	p__Actinobacteria	43.15546
GF2_B5_day27	p__Proteobacteria	8.58092
GF2_B5_day28	p__Proteobacteria	78.48187
GF2_B5_day28	p__Firmicutes	19.92412
GF2_B5_day28	p__Actinobacteria	1.59401
GF2_B5_day29	p__Proteobacteria	49.67742
GF2_B5_day29	p__Firmicutes	43.64123
GF2_B5_day29	p__Actinobacteria	6.68135
GF2_B5_day30	p__Firmicutes	87.21844
GF2_B5_day30	p__Proteobacteria	12.22318
GF2_B5_day30	p__Actinobacteria	0.55838
GF2_B5_day31	p__Firmicutes	93.94821
GF2_B5_day31	p__Proteobacteria	5.82891
GF2_B5_day31	p__Actinobacteria	0.22288
GF2_B5_day37	p__Actinobacteria	55.30461
GF2_B5_day37	p__Firmicutes	41.24701
GF2_B5_day37	p__Proteobacteria	3.44838
GF2_B5_day41	p__Proteobacteria	50.24326
GF2_B5_day41	p__Firmicutes	27.37456
GF2_B5_day41	p__Actinobacteria	22.38218
GF2_B5_day44	p__Actinobacteria	54.47174
GF2_B5_day44	p__Firmicutes	41.62771
GF2_B5_day44	p__Proteobacteria	3.90055
GF2_colon_A1_day45	p__Proteobacteria	86.75222
GF2_colon_A1_day45	p__Firmicutes	8.2424
GF2_colon_A1_day45	p__Actinobacteria	5.00538
GF2_colon_B1_day44	p__Firmicutes	81.32045
GF2_colon_B1_day44	p__Proteobacteria	11.31415
GF2_colon_B1_day44	p__Actinobacteria	7.3654
GF2_colon_B2_day44	p__Firmicutes	78.86131
GF2_colon_B2_day44	p__Proteobacteria	12.55188
GF2_colon_B2_day44	p__Actinobacteria	8.5868
GF2_colon_B3_day44	p__Proteobacteria	43.27673
GF2_colon_B3_day44	p__Actinobacteria	34.56595
GF2_colon_B3_day44	p__Firmicutes	22.15732
GF2_colon_B5_day44	p__Firmicutes	77.85961
GF2_colon_B5_day44	p__Proteobacteria	12.3522
GF2_colon_B5_day44	p__Actinobacteria	9.78818
GF2_Inoc	p__Firmicutes	69.04384
GF2_Inoc	p__Actinobacteria	23.96745
GF2_Inoc	p__Proteobacteria	6.98871
GF20_d0_inoc	p__Firmicutes	78.61499
GF20_d0_inoc	p__Actinobacteria	20.16001
GF20_d0_inoc	p__Proteobacteria	1.225
GF20_d127_a1	p__Proteobacteria	100
GF20_d127_a2	p__Proteobacteria	100
GF20_d127_a3	p__Proteobacteria	100
GF20_d127_a5	p__Proteobacteria	100
GF20_d127_a6	p__Proteobacteria	100
GF20_d127_a7	p__Proteobacteria	100
GF20_d127_a9	p__Proteobacteria	100
GF20_d140_c8	p__Proteobacteria	100
GF20_d161_b2	p__Proteobacteria	99.8377
GF20_d161_b2	p__Firmicutes	0.13114
GF20_d161_b2	p__Actinobacteria	0.03116
GF20_d161_b4	p__Proteobacteria	97.78972
GF20_d161_b4	p__Actinobacteria	1.12052
GF20_d161_b4	p__Firmicutes	1.08975
GF20_d161_b6	p__Proteobacteria	100
GF20_d161_b8	p__Proteobacteria	99.56232
GF20_d161_b8	p__Firmicutes	0.36998
GF20_d161_b8	p__Actinobacteria	0.06769
GF20_d164_b1	p__Proteobacteria	98.34526
GF20_d164_b1	p__Firmicutes	1.65474
GF20_d164_b2	p__Proteobacteria	100
GF20_d164_b3	p__Proteobacteria	100
GF20_d164_b4	p__Proteobacteria	100
GF20_d164_b5	p__Proteobacteria	100
GF20_d164_b6	p__Proteobacteria	100
GF20_d164_b7	p__Proteobacteria	100
GF20_d164_b8	p__Proteobacteria	100
GF20_d164_b9	p__Proteobacteria	100
GF20_d167_damb	p__Proteobacteria	98.84483
GF20_d167_damb	p__Firmicutes	1.15517
GF20_d170_c1	p__Proteobacteria	100
GF20_d170_c2	p__Proteobacteria	100
GF20_d170_c5	p__Proteobacteria	100
GF20_d170_c6	p__Proteobacteria	100
GF20_d170_c7	p__Proteobacteria	100
GF20_d170_c8	p__Proteobacteria	100
GF20_d170_c9	p__Proteobacteria	100
GF20_d33_a3	p__Firmicutes	91.24164
GF20_d33_a3	p__Proteobacteria	7.48083
GF20_d33_a3	p__Actinobacteria	1.27753
GF20_d33_a4	p__Proteobacteria	95.47082
GF20_d33_a4	p__Firmicutes	3.14646
GF20_d33_a4	p__Actinobacteria	1.38273
GF20_d33_a5	p__Proteobacteria	95.94373
GF20_d33_a5	p__Firmicutes	2.40853
GF20_d33_a5	p__Actinobacteria	1.64774
GF20_d33_b2	p__Proteobacteria	86.41904
GF20_d33_b2	p__Firmicutes	13.47497
GF20_d33_b2	p__Actinobacteria	0.106
GF20_d33_b3	p__Proteobacteria	99.47134
GF20_d33_b3	p__Firmicutes	0.52866
GF20_d33_b4	p__Proteobacteria	91.70478
GF20_d33_b4	p__Firmicutes	7.7848
GF20_d33_b4	p__Actinobacteria	0.51042
GF20_d34_a2	p__Proteobacteria	100
GF20_d34_a4	p__Proteobacteria	96.01555
GF20_d34_a4	p__Firmicutes	2.86262
GF20_d34_a4	p__Actinobacteria	1.12183
GF20_d34_b3	p__Proteobacteria	97.92976
GF20_d34_b3	p__Firmicutes	1.12054
GF20_d34_b3	p__Actinobacteria	0.94969
GF20_d35_a2	p__Proteobacteria	99.7203
GF20_d35_a2	p__Actinobacteria	0.2797
GF20_d35_a3	p__Proteobacteria	100
GF20_d36_a1	p__Proteobacteria	100
GF20_d36_a2	p__Proteobacteria	100
GF20_d36_a3	p__Proteobacteria	100
GF20_d36_a4	p__Proteobacteria	100
GF20_d36_a5	p__Proteobacteria	100
GF20_d36_b5	p__Proteobacteria	100
GF20_d39_dama	p__Actinobacteria	59.35703
GF20_d39_dama	p__Firmicutes	36.65362
GF20_d39_dama	p__Proteobacteria	3.98936
GF20_d39_damc	p__Actinobacteria	55.59426
GF20_d39_damc	p__Firmicutes	41.80334
GF20_d39_damc	p__Proteobacteria	2.60239
GF20_d40_c3	p__Firmicutes	100
GF20_d40_c5	p__Proteobacteria	73.25037
GF20_d40_c5	p__Firmicutes	26.74963
GF20_d40_c6	p__Proteobacteria	100
GF20_d66_c1	p__Proteobacteria	79.41778
GF20_d66_c1	p__Firmicutes	20.58222
GF20_d66_c10	p__Proteobacteria	55.2811
GF20_d66_c10	p__Firmicutes	44.7189
GF20_d66_c2	p__Proteobacteria	84.77004
GF20_d66_c2	p__Firmicutes	15.22996
GF20_d66_c3	p__Proteobacteria	70.806
GF20_d66_c3	p__Firmicutes	29.194
GF20_d66_c4	p__Proteobacteria	59.73817
GF20_d66_c4	p__Firmicutes	40.26183
GF20_d66_c5	p__Proteobacteria	84.37875
GF20_d66_c5	p__Firmicutes	15.62125
GF20_d66_c6	p__Proteobacteria	79.16718
GF20_d66_c6	p__Firmicutes	20.60943
GF20_d66_c6	p__Actinobacteria	0.22339
GF20_d66_c7	p__Firmicutes	52.31344
GF20_d66_c7	p__Proteobacteria	47.68656
GF20_d66_c8	p__Proteobacteria	77.71337
GF20_d66_c8	p__Firmicutes	22.28663
GF20_d66_c9	p__Proteobacteria	51.93587
GF20_d66_c9	p__Firmicutes	48.06413
GF20_d68_b2	p__Proteobacteria	100
GF20_d68_b3	p__Proteobacteria	97.67258
GF20_d68_b3	p__Firmicutes	1.24698
GF20_d68_b3	p__Actinobacteria	1.08043
GF20_d68_b4	p__Proteobacteria	100
GF20_d68_b5	p__Proteobacteria	100
GF20_d68_b6	p__Proteobacteria	100
GF20_d68_b7	p__Proteobacteria	100
GF20_d68_b8	p__Proteobacteria	100
GF20_d75_dama	p__Actinobacteria	58.5578
GF20_d75_dama	p__Firmicutes	38.48917
GF20_d75_dama	p__Proteobacteria	2.95303
GF20_d75_damc	p__Firmicutes	72.20633
GF20_d75_damc	p__Proteobacteria	24.69063
GF20_d75_damc	p__Actinobacteria	3.10304
GF20_d81_a1	p__Proteobacteria	79.00808
GF20_d81_a1	p__Firmicutes	20.99192
GF20_d81_a2	p__Proteobacteria	83.87645
GF20_d81_a2	p__Firmicutes	16.12355
GF20_d81_a3	p__Proteobacteria	100
GF20_d81_a4	p__Proteobacteria	89.50453
GF20_d81_a4	p__Firmicutes	10.49547
GF20_d81_a5	p__Proteobacteria	58.05893
GF20_d81_a5	p__Firmicutes	41.94107
GF20_d81_a6	p__Proteobacteria	76.66325
GF20_d81_a6	p__Firmicutes	23.33675
GF20_d81_a7	p__Proteobacteria	64.93429
GF20_d81_a7	p__Firmicutes	35.03907
GF20_d81_a7	p__Actinobacteria	0.02664
GF20_d89_b2	p__Firmicutes	56.37539
GF20_d89_b2	p__Proteobacteria	43.62461
GF20_d89_b3	p__Proteobacteria	100
GF20_d89_b5	p__Firmicutes	100
GF20_d89_b6	p__Proteobacteria	98.62792
GF20_d89_b6	p__Firmicutes	1.37208
GF23_d0__inoc	p__Proteobacteria	54.01054
GF23_d0__inoc	p__Firmicutes	40.59132
GF23_d0__inoc	p__Actinobacteria	5.39813
GF23_d10_dama	p__Firmicutes	56.70336
GF23_d10_dama	p__Actinobacteria	36.73312
GF23_d10_dama	p__Proteobacteria	6.56352
GF23_d10_damb	p__Firmicutes	59.46016
GF23_d10_damb	p__Actinobacteria	29.09507
GF23_d10_damb	p__Proteobacteria	11.44476
GF23_d17_dama	p__Firmicutes	78.18715
GF23_d17_dama	p__Actinobacteria	14.72056
GF23_d17_dama	p__Proteobacteria	7.09229
GF23_d17_damb	p__Firmicutes	76.67086
GF23_d17_damb	p__Actinobacteria	15.78471
GF23_d17_damb	p__Proteobacteria	7.54442
GF23_d17_damc	p__Firmicutes	76.71889
GF23_d17_damc	p__Actinobacteria	15.66296
GF23_d17_damc	p__Proteobacteria	7.61815
GF23_d32_damb	p__Firmicutes	81.17144
GF23_d32_damb	p__Actinobacteria	14.58493
GF23_d32_damb	p__Proteobacteria	4.24363
GF23_d36_c1	p__Proteobacteria	100
GF23_d36_c2	p__Proteobacteria	100
GF23_d36_c3	p__Proteobacteria	100
GF23_d36_c4	p__Proteobacteria	93.85375
GF23_d36_c4	p__Firmicutes	6.14625
GF23_d39_damb	p__Firmicutes	86.63417
GF23_d39_damb	p__Actinobacteria	9.27951
GF23_d39_damb	p__Proteobacteria	4.08632
GF23_d47_damb	p__Firmicutes	80.34276
GF23_d47_damb	p__Actinobacteria	12.82067
GF23_d47_damb	p__Proteobacteria	6.83657
GF23_d52_a2	p__Proteobacteria	99.52875
GF23_d52_a2	p__Firmicutes	0.47125
GF23_d52_a5	p__Proteobacteria	99.01823
GF23_d52_a5	p__Firmicutes	0.98177
GF23_d52_a8	p__Proteobacteria	99.93152
GF23_d52_a8	p__Firmicutes	0.06848
GF23_d52_a9	p__Proteobacteria	99.38451
GF23_d52_a9	p__Firmicutes	0.61549
GF23_d54_damc	p__Firmicutes	87.10313
GF23_d54_damc	p__Actinobacteria	6.94825
GF23_d54_damc	p__Proteobacteria	5.94862
GF23_d56_c2	p__Proteobacteria	100
GF23_d56_c3	p__Proteobacteria	100
GF23_d56_c6	p__Proteobacteria	99.84385
GF23_d56_c6	p__Firmicutes	0.15615
GF23_d57_c2	p__Proteobacteria	98.26161
GF23_d57_c2	p__Firmicutes	1.73839
GF23_d57_c4	p__Proteobacteria	100
GF23_d58_c3	p__Firmicutes	100
GF23_d59_c1	p__Proteobacteria	92.85425
GF23_d59_c1	p__Firmicutes	7.14575
GF23_d59_c2	p__Firmicutes	100
GF23_d59_c4	p__Firmicutes	100
GF23_d59_c6	p__Proteobacteria	100
GF23_d62_dama	p__Firmicutes	89.21813
GF23_d62_dama	p__Proteobacteria	6.1897
GF23_d62_dama	p__Actinobacteria	4.59217
GF23_d62_damb	p__Firmicutes	84.2437
GF23_d62_damb	p__Actinobacteria	8.92074
GF23_d62_damb	p__Proteobacteria	6.83556
GF23_d62_damc	p__Firmicutes	80.17652
GF23_d62_damc	p__Proteobacteria	11.04057
GF23_d62_damc	p__Actinobacteria	8.78291
GF23_d7_damb	p__Actinobacteria	62.34164
GF23_d7_damb	p__Firmicutes	31.63246
GF23_d7_damb	p__Proteobacteria	6.02589
GF23_d7_damc	p__Firmicutes	75.8418
GF23_d7_damc	p__Actinobacteria	14.94552
GF23_d7_damc	p__Proteobacteria	9.21268
GF23_d77_damb	p__Firmicutes	79.72289
GF23_d77_damb	p__Actinobacteria	12.44551
GF23_d77_damb	p__Proteobacteria	7.8316
GF23_d80_c3	p__Proteobacteria	100
GF23_d80_c7	p__Proteobacteria	100
GF23_d84_c1	p__Firmicutes	100
GF23_d84_c2	p__Firmicutes	100
GF23_d84_c3	p__Firmicutes	100
GF23_d84_c4	p__Firmicutes	100
GF23_d84_c5	p__Firmicutes	100
GF23_d84_c9	p__Firmicutes	100
GF23_d89_damb	p__Firmicutes	83.11231
GF23_d89_damb	p__Actinobacteria	10.68078
GF23_d89_damb	p__Proteobacteria	6.20691
GF23_d89_damc	p__Firmicutes	88.91289
GF23_d89_damc	p__Proteobacteria	8.91725
GF23_d89_damc	p__Actinobacteria	2.16986
GF3_AB_Sire_day4	p__Firmicutes	53.41849
GF3_AB_Sire_day4	p__Actinobacteria	41.71299
GF3_AB_Sire_day4	p__Proteobacteria	4.86852
GF3_B_Sire_day19	p__Firmicutes	47.55805
GF3_B_Sire_day19	p__Actinobacteria	42.5125
GF3_B_Sire_day19	p__Proteobacteria	9.92945
GF3_B_Sire_day30	p__Firmicutes	57.57864
GF3_B_Sire_day30	p__Actinobacteria	32.16714
GF3_B_Sire_day30	p__Proteobacteria	10.25422
GF3_C_dam_day19	p__Firmicutes	67.09523
GF3_C_dam_day19	p__Actinobacteria	31.59842
GF3_C_dam_day19	p__Proteobacteria	1.30635
GF3_C_dam_day4	p__Proteobacteria	61.89863
GF3_C_dam_day4	p__Actinobacteria	26.87296
GF3_C_dam_day4	p__Firmicutes	11.22841
GF3_C_Sire_day19	p__Proteobacteria	57.39462
GF3_C_Sire_day19	p__Firmicutes	29.03075
GF3_C_Sire_day19	p__Actinobacteria	13.57464
GF3_C_Sire_day30	p__Firmicutes	47.93049
GF3_C_Sire_day30	p__Actinobacteria	46.9662
GF3_C_Sire_day30	p__Proteobacteria	5.10331
GF3_C_Sire_day4	p__Firmicutes	48.14305
GF3_C_Sire_day4	p__Actinobacteria	46.21263
GF3_C_Sire_day4	p__Proteobacteria	5.64432
GF3_C1_day30	p__Actinobacteria	54.95997
GF3_C1_day30	p__Proteobacteria	25.94546
GF3_C1_day30	p__Firmicutes	19.09457
GF3_C1_day32	p__Actinobacteria	54.24991
GF3_C1_day32	p__Firmicutes	28.59824
GF3_C1_day32	p__Proteobacteria	17.15185
GF3_C1_day34	p__Actinobacteria	55.96762
GF3_C1_day34	p__Firmicutes	32.97364
GF3_C1_day34	p__Proteobacteria	11.05874
GF3_C2_day30	p__Proteobacteria	99.83809
GF3_C2_day30	p__Firmicutes	0.16191
GF3_C2_day32	p__Proteobacteria	77.69093
GF3_C2_day32	p__Firmicutes	12.39263
GF3_C2_day32	p__Actinobacteria	9.91644
GF3_C2_day35	p__Firmicutes	67.09523
GF3_C2_day35	p__Actinobacteria	31.59842
GF3_C2_day35	p__Proteobacteria	1.30635
GF3_C2_day38	p__Proteobacteria	92.19953
GF3_C2_day38	p__Actinobacteria	4.78405
GF3_C2_day38	p__Firmicutes	3.01642
GF3_C2_day39	p__Proteobacteria	73.59134
GF3_C2_day39	p__Firmicutes	21.55315
GF3_C2_day39	p__Actinobacteria	4.8555
GF3_C2_day40	p__Proteobacteria	89.41265
GF3_C2_day40	p__Firmicutes	9.57851
GF3_C2_day40	p__Actinobacteria	1.00884
GF3_C2_day41	p__Firmicutes	81.26021
GF3_C2_day41	p__Actinobacteria	18.73979
GF3_C2_day42	p__Firmicutes	57.30731
GF3_C2_day42	p__Actinobacteria	25.46477
GF3_C2_day42	p__Proteobacteria	17.22792
GF3_C2_day45	p__Firmicutes	49.67454
GF3_C2_day45	p__Actinobacteria	38.62494
GF3_C2_day45	p__Proteobacteria	11.70051
GF3_C3_day30	p__Actinobacteria	50.91623
GF3_C3_day30	p__Firmicutes	26.30903
GF3_C3_day30	p__Proteobacteria	22.77474
GF3_C3_day32	p__Proteobacteria	98.8078
GF3_C3_day32	p__Firmicutes	1.1922
GF3_C3_day34	p__Firmicutes	65.01144
GF3_C3_day34	p__Actinobacteria	27.97982
GF3_C3_day34	p__Proteobacteria	6.98857
GF3_C3_day34	p__Fusobacteria	0.02018
GF3_C3_day35	p__Firmicutes	68.13534
GF3_C3_day35	p__Actinobacteria	29.57829
GF3_C3_day35	p__Proteobacteria	2.28637
GF3_C3_day39	p__Proteobacteria	100
GF3_C3_day40	p__Proteobacteria	96.07747
GF3_C3_day40	p__Firmicutes	3.43436
GF3_C3_day40	p__Actinobacteria	0.48816
GF3_C3_day41	p__Firmicutes	100
GF3_C3_day42	p__Firmicutes	60.07903
GF3_C3_day42	p__Proteobacteria	20.81629
GF3_C3_day42	p__Actinobacteria	19.10468
GF3_C3_day45	p__Firmicutes	47.72307
GF3_C3_day45	p__Actinobacteria	45.31227
GF3_C3_day45	p__Proteobacteria	6.96466
GF3_C4_day30	p__Actinobacteria	64.01304
GF3_C4_day30	p__Firmicutes	18.26248
GF3_C4_day30	p__Proteobacteria	17.72448
GF3_C4_day32	p__Proteobacteria	95.77
GF3_C4_day32	p__Firmicutes	4.23
GF3_C4_day34	p__Firmicutes	48.50211
GF3_C4_day34	p__Actinobacteria	40.52758
GF3_C4_day34	p__Proteobacteria	10.97031
GF3_C4_day38	p__Proteobacteria	99.00813
GF3_C4_day38	p__Actinobacteria	0.72192
GF3_C4_day38	p__Firmicutes	0.26995
GF3_C4_day39	p__Proteobacteria	95.62477
GF3_C4_day39	p__Firmicutes	2.9861
GF3_C4_day39	p__Actinobacteria	1.38912
GF3_C4_day40	p__Firmicutes	100
GF3_C4_day41	p__Firmicutes	86.21224
GF3_C4_day41	p__Actinobacteria	13.78776
GF3_C4_day42	p__Firmicutes	52.85628
GF3_C4_day42	p__Actinobacteria	35.17645
GF3_C4_day42	p__Proteobacteria	11.96727
GF3_C4_day45	p__Firmicutes	57.47678
GF3_C4_day45	p__Actinobacteria	34.21025
GF3_C4_day45	p__Proteobacteria	8.31298
GF3_C5_day30	p__Proteobacteria	99.52564
GF3_C5_day30	p__Actinobacteria	0.35395
GF3_C5_day30	p__Firmicutes	0.12041
GF3_C5_day39	p__Proteobacteria	85.86561
GF3_C5_day39	p__Firmicutes	12.39642
GF3_C5_day39	p__Actinobacteria	1.73798
GF3_C5_day41	p__Firmicutes	99.58888
GF3_C5_day41	p__Actinobacteria	0.41112
GF3_C5_day42	p__Actinobacteria	46.52835
GF3_C5_day42	p__Firmicutes	43.51185
GF3_C5_day42	p__Proteobacteria	9.9598
GF3_C5_day45	p__Actinobacteria	57.13328
GF3_C5_day45	p__Firmicutes	37.01341
GF3_C5_day45	p__Proteobacteria	5.85331
GF3_C6_day30	p__Proteobacteria	95.96768
GF3_C6_day30	p__Firmicutes	2.92191
GF3_C6_day30	p__Actinobacteria	1.11041
GF3_C6_day35	p__Proteobacteria	100
GF3_C6_day38	p__Proteobacteria	100
GF3_C6_day39	p__Proteobacteria	88.66333
GF3_C6_day39	p__Firmicutes	9.16038
GF3_C6_day39	p__Actinobacteria	2.1763
GF3_C6_day41	p__Firmicutes	77.86961
GF3_C6_day41	p__Proteobacteria	11.43267
GF3_C6_day41	p__Actinobacteria	10.69772
GF3_C6_day42	p__Actinobacteria	57.31886
GF3_C6_day42	p__Firmicutes	36.91495
GF3_C6_day42	p__Proteobacteria	5.76619
GF3_C6_day45	p__Actinobacteria	51.67369
GF3_C6_day45	p__Firmicutes	39.44715
GF3_C6_day45	p__Proteobacteria	8.87916
GF3_C7_day40	p__Firmicutes	82.04461
GF3_C7_day40	p__Actinobacteria	17.95539
GF3_C7_day41	p__Firmicutes	54.39029
GF3_C7_day41	p__Actinobacteria	38.84773
GF3_C7_day41	p__Proteobacteria	6.76198
GF3_C7_day42	p__Firmicutes	74.99633
GF3_C7_day42	p__Actinobacteria	13.69841
GF3_C7_day42	p__Proteobacteria	11.30526
GF3_C7_day45	p__Firmicutes	47.78776
GF3_C7_day45	p__Actinobacteria	41.70374
GF3_C7_day45	p__Proteobacteria	10.5085
GF3_C8_day30	p__Proteobacteria	67.31064
GF3_C8_day30	p__Actinobacteria	22.24065
GF3_C8_day30	p__Firmicutes	10.44871
GF3_C8_day32	p__Proteobacteria	91.93421
GF3_C8_day32	p__Firmicutes	8.00998
GF3_C8_day32	p__Actinobacteria	0.05581
GF3_C8_day34	p__Firmicutes	48.14305
GF3_C8_day34	p__Actinobacteria	46.21263
GF3_C8_day34	p__Proteobacteria	5.64432
GF3_C8_day39	p__Proteobacteria	94.00601
GF3_C8_day39	p__Firmicutes	4.68598
GF3_C8_day39	p__Actinobacteria	1.30801
GF3_C8_day40	p__Firmicutes	100
GF3_C8_day41	p__Actinobacteria	62.27529
GF3_C8_day41	p__Firmicutes	30.97341
GF3_C8_day41	p__Proteobacteria	6.75131
GF3_C8_day42	p__Actinobacteria	47.13748
GF3_C8_day42	p__Firmicutes	46.35825
GF3_C8_day42	p__Proteobacteria	6.50427
GF3_C8_day45	p__Actinobacteria	49.52601
GF3_C8_day45	p__Firmicutes	45.33723
GF3_C8_day45	p__Proteobacteria	5.13677
GF3_C9_day30	p__Proteobacteria	68.26109
GF3_C9_day30	p__Firmicutes	16.54278
GF3_C9_day30	p__Actinobacteria	15.19613
GF3_C9_day32	p__Actinobacteria	62.07286
GF3_C9_day32	p__Firmicutes	22.16777
GF3_C9_day32	p__Proteobacteria	15.75938
GF3_C9_day34	p__Firmicutes	50.22234
GF3_C9_day34	p__Actinobacteria	46.45479
GF3_C9_day34	p__Proteobacteria	3.32286
GF3_C9_day38	p__Proteobacteria	94.66566
GF3_C9_day38	p__Actinobacteria	3.22685
GF3_C9_day38	p__Firmicutes	2.10749
GF3_C9_day39	p__Proteobacteria	83.71274
GF3_C9_day39	p__Firmicutes	12.53201
GF3_C9_day39	p__Actinobacteria	3.75526
GF3_C9_day40	p__Proteobacteria	58.27367
GF3_C9_day40	p__Firmicutes	41.72633
GF3_C9_day41	p__Firmicutes	68.22811
GF3_C9_day41	p__Proteobacteria	16.0951
GF3_C9_day41	p__Actinobacteria	15.67679
GF3_C9_day42	p__Actinobacteria	48.83157
GF3_C9_day42	p__Firmicutes	42.36841
GF3_C9_day42	p__Proteobacteria	8.80002
GF3_C9_day45	p__Actinobacteria	61.03244
GF3_C9_day45	p__Firmicutes	31.58326
GF3_C9_day45	p__Proteobacteria	7.3843
GF3_inoc	p__Firmicutes	54.63425
GF3_inoc	p__Proteobacteria	29.13098
GF3_inoc	p__Actinobacteria	16.23477
GF4_B1_D35	p__Firmicutes	81.86896
GF4_B1_D35	p__Actinobacteria	18.13104
GF4_B1_D36	p__Firmicutes	86.99941
GF4_B1_D36	p__Proteobacteria	12.40086
GF4_B1_D36	p__Actinobacteria	0.59973
GF4_B1_d37	p__Firmicutes	100
GF4_B2_d35	p__Proteobacteria	82.53371
GF4_B2_d35	p__Firmicutes	16.33196
GF4_B2_d35	p__Actinobacteria	1.13433
GF4_B2_d36	p__Proteobacteria	100
GF4_B3_d35	p__Firmicutes	85.00796
GF4_B3_d35	p__Actinobacteria	14.99204
GF4_B3_d36	p__Firmicutes	73.41676
GF4_B3_d36	p__Proteobacteria	22.24158
GF4_B3_d36	p__Actinobacteria	4.34166
GF4_B3_d37	p__Firmicutes	100
GF4_B3_d42	p__Actinobacteria	53.55772
GF4_B3_d42	p__Firmicutes	40.6225
GF4_B3_d42	p__Proteobacteria	5.81978
GF4_B3_d43	p__Firmicutes	52.30785
GF4_B3_d43	p__Actinobacteria	44.13371
GF4_B3_d43	p__Proteobacteria	3.55844
GF4_B3_d44	p__Actinobacteria	73.65812
GF4_B3_d44	p__Firmicutes	23.6255
GF4_B3_d44	p__Proteobacteria	2.71638
GF4_B3_d46	p__Actinobacteria	77.56029
GF4_B3_d46	p__Firmicutes	15.31131
GF4_B3_d46	p__Proteobacteria	7.12841
GF4_B3_LI	p__Actinobacteria	90.22326
GF4_B3_LI	p__Firmicutes	5.62195
GF4_B3_LI	p__Proteobacteria	4.15478
GF4_B3_SI	p__Actinobacteria	96.6448
GF4_B3_SI	p__Firmicutes	3.3552
GF4_B4_d35	p__Firmicutes	89.41619
GF4_B4_d35	p__Actinobacteria	10.58381
GF4_B4_d38	p__Firmicutes	100
GF4_B5_d35	p__Firmicutes	78.5023
GF4_B5_d35	p__Proteobacteria	19.43073
GF4_B5_d35	p__Actinobacteria	2.06697
GF4_Bdam_d10	p__Actinobacteria	59.57224
GF4_Bdam_d10	p__Firmicutes	38.06849
GF4_Bdam_d10	p__Proteobacteria	2.35927
GF4_Bsire_d10	p__Actinobacteria	56.15246
GF4_Bsire_d10	p__Firmicutes	38.91378
GF4_Bsire_d10	p__Proteobacteria	4.93376
GF4_Bsire_d2	p__Actinobacteria	69.96521
GF4_Bsire_d2	p__Firmicutes	23.54905
GF4_Bsire_d2	p__Proteobacteria	6.48573
GF4_C1_d36	p__Proteobacteria	96.32831
GF4_C1_d36	p__Firmicutes	3.67169
GF4_C1_D37	p__Proteobacteria	53.38126
GF4_C1_D37	p__Firmicutes	46.61874
GF4_C1_d39	p__Firmicutes	63.12708
GF4_C1_d39	p__Proteobacteria	36.76674
GF4_C1_d39	p__Actinobacteria	0.10618
GF4_C1_d43	p__Firmicutes	76.5445
GF4_C1_d43	p__Proteobacteria	23.4555
GF4_C1_d46	p__Firmicutes	82.8481
GF4_C1_d46	p__Proteobacteria	17.1519
GF4_C1_LI	p__Actinobacteria	58.89099
GF4_C1_LI	p__Firmicutes	33.7827
GF4_C1_LI	p__Proteobacteria	7.32631
GF4_C1_SI	p__Actinobacteria	74.12533
GF4_C1_SI	p__Firmicutes	18.20344
GF4_C1_SI	p__Proteobacteria	7.67123
GF4_C2_d35	p__Firmicutes	81.13808
GF4_C2_d35	p__Proteobacteria	18.86192
GF4_C2_D36	p__Firmicutes	58.7277
GF4_C2_D36	p__Proteobacteria	41.2723
GF4_C2_d37	p__Proteobacteria	55.29195
GF4_C2_d37	p__Firmicutes	44.70805
GF4_C2_d38	p__Firmicutes	65.004
