Sample,Patient_ID,Microbiota,DNA_concentration,Experiment,Plate,Well_nextera,Adapter_plate,AdapterN,AdapterS,Tissue,Mouse,Sex,Survived,DEAD_DOL,Collection,Date of Extraction,Antibiotic,DOL,Antibiotic_day,Abx_relative,Abx_relativeinfxn,Infection,DPI,Adult,Notes,Total_Preprocessed_Reads,Total_Postprocessed_Reads,retainedreads,Resequence_DNA_concentration,Reseq_total_preprocessed_reads,Reseq_total_postprocessed_reads,Reseq_retainedreads,original_preprocessed_reads,original_postprocessed_reads,Resequence_Nextera,Resequence_nextera_plate,AdapterN2,AdapterS3
40_2_2_ColonWash,,DJS40,6.824,Gnoto5,,A12,UDI plate 01,AM-F0037,AM-R0037,colon ,40.2.2,F,yes,NA,2/26/22,11/17/22,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,7101055,56287,0.792656866,,,,,,,,,,
40_3_1_CME,,DJS40,6.297,Gnoto5,,A07,UDI Plate 03,AM-F0224,AM-R0224,colon ,40.3.1,F,yes,NA,2/21/22,11/17/22,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,Enriched colon wash gDNA,5597344,36093,0.644823688,,,,,,,,,,
40_3_1_ColonWash,,DJS40,10.289,Gnoto5,,A01,UDI plate 01,AM-F0026,AM-R0026,colon ,40.3.1,F,yes,NA,2/21/22,11/17/22,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,6520828,30397,0.466152458,,,,,,,,,,
40_3_2_ColonWash,,DJS40,1.063,Gnoto5,,B02,UDI plate 01,AM-F0039,AM-R0039,colon ,40.3.2,M,yes,NA,2/26/22,11/17/22,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,2712662,8933,0.329307522,,,,,,,,,,
40_4_1_ColonWash,,DJS40,8.342,Gnoto5,,A03,UDI plate 01,AM-F0028,AM-R0028,colon ,40.4.1,M,yes,NA,2/21/22,11/17/22,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,6100842,27476,0.450364065,,,,,,,,,,
40_4_2_ColonWash,,DJS40,0.655,Gnoto5,,B03,UDI plate 01,AM-F0040,AM-R0040,colon ,40.4.2,F,yes,NA,2/26/22,11/17/22,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,6451488,16393,0.254096419,,,,,,,,,,
40_5_2_CME,,DJS40,2.22,Gnoto5,,A05,UDI Plate 03,AM-F0222,AM-R0222,colon ,40.5.2,F,yes,NA,2/26/22,11/17/22,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,Enriched colon wash gDNA,3602776,33492,0.929616496,,,,,,,,,,
40_5_2_ColonWash,,DJS40,2.896,Gnoto5,,B04,UDI plate 01,AM-F0041,AM-R0041,colon ,40.5.2,F,yes,NA,2/26/22,11/17/22,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,7120894,32742,0.459801817,,,,,,,,,,
40_6_2_ColonWash,,DJS40,2.182,Gnoto5,,B05,UDI plate 01,AM-F0042,AM-R0042,colon ,40.6.2,F,yes,NA,2/26/22,11/17/22,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,6853990,20631,0.301007151,,,,,,,,,,
40_7_2_ColonWash,,DJS40,1.776,Gnoto5,,B06,UDI plate 01,AM-F0043,AM-R0043,colon ,40.7.2,M,yes,NA,2/26/22,11/17/22,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,6500638,21726,0.33421335,,,,,,,,,,
41_1_1_cwash,,DJS41,6.497,Gnoto5,,A09,UDI plate 02,AM-F0130,AM-R0130,colon ,41.1.1,M,yes,NA,2/20/22,N/A,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,7568595,21260,0.280897577,,,,,,,,,,
41_2_1_Cwash,,DJS41,14.078,Gnoto5,,A10,UDI plate 02,AM-F0131,AM-R0131,colon ,41.2.1,M,yes,NA,2/20/22,N/A,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,5438145,10435,0.191885284,,,,,,,,,,
41_3_1_ColonWash,,DJS41,1.067,Gnoto5,,C03,UDI plate 01,AM-F0052,AM-R0052,colon ,41.3.1,M,yes,NA,2/20/22,11/17/22,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,7153198,22789,0.318584778,,,,,,,,,,
41_4_1_CME,,DJS41,2.478,Gnoto5,,A03,UDI Plate 03,AM-F0220,AM-R0220,colon ,41.4.1,F,yes,NA,2/20/22,11/17/22,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,Enriched colon wash gDNA,6380042,134320,2.105315294,,,,,,,,,,
41_4_1_ColonWash,,DJS41,0.76,Gnoto5,,C05,UDI plate 01,AM-F0054,AM-R0054,colon ,41.4.1,F,yes,NA,2/20/22,11/17/22,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,5549379,32936,0.59350785,,,,,,,,,,
42_1_1_Cwash,,DJS42,7.663,Gnoto5,,B03,UDI plate 02,AM-F0136,AM-R0136,colon ,42.1.1,F,yes,NA,2/22/22,N/A,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,5992153,16047,0.267800238,,,,,,,,,,
42_1_2_Cwash,,DJS42,52.325,Gnoto5,,B08,UDI plate 02,AM-F0141,AM-R0141,colon ,42.1.2,F,yes,NA,2/24/22,N/A,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,7990606,13906,0.174029354,,,,,,,,,,
42_2_1_Cwash,,DJS42,5.353,Gnoto5,,B04,UDI plate 02,AM-F0137,AM-R0137,colon ,42.2.1,M,yes,NA,2/22/22,N/A,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,4897115,17413,0.355576702,,,,,,,,,,
42_2_2_Cwash,,DJS42,115.491,Gnoto5,,B09,UDI plate 02,AM-F0142,AM-R0142,colon ,42.2.2,M,yes,NA,2/24/22,N/A,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,7763761,14410,0.18560592,,,,,,,,,,
42_3_1_ColonWash,,DJS42,2.415,Gnoto5,,D02,UDI plate 01,AM-F0063,AM-R0063,colon ,42.3.1,F,yes,NA,2/22/22,11/17/22,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,5779999,20866,0.361003523,,,,,,,,,,
85_5_1_ColonWash,,DJS85,1.51,Gnoto5,,E10,UDI plate 01,AM-F0083,AM-R0083,colon ,85.5.1,F,yes,NA,2/21/22,11/17/22,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,5393790,19821,0.367478155,,,,,,,,,,
85_6_1_ColonWash,,DJS85,4.711,Gnoto5,,E12,UDI plate 01,AM-F0085,AM-R0085,colon ,85.6.1,F,yes,NA,2/21/22,11/17/22,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,6641268,52253,0.786792522,,,,,,,,,,
85_7_1_Cwash,,DJS85,2.911,Gnoto5,,E12,UDI plate 02,AM-F0181,AM-R0181,colon ,85.7.1,F,yes,NA,2/21/22,N/A,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,4882268,12264,0.251194732,,,,,,,,,,
85_7_2_ColonWash,,DJS85,1.821,Gnoto5,,F09,UDI plate 01,AM-F0094,AM-R0094,colon ,85.7.2,F,yes,NA,2/28/22,11/17/22,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,4607659,22354,0.485148749,,,,,,,,,,
85_8_1_Cwash,,DJS85,1.892,Gnoto5,,F01,UDI plate 02,AM-F0182,AM-R0182,colon ,85.8.1,M,yes,NA,2/21/22,N/A,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,6101887,13585,0.222636047,,,,,,,,,,
87_5_1_ColonWash,,DJS87,1.195,Gnoto5,,G03,UDI plate 01,AM-F0100,AM-R0100,colon ,87.5.1,F,yes,NA,3/5/22,11/17/22,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,8917645,24332,0.272852306,,,,,,,,,,
87_6_1_CME,,DJS87,4.503,Gnoto5,,A02,UDI Plate 03,AM-F0219,AM-R0219,colon ,87.6.1,M,yes,NA,3/5/22,11/17/22,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,Enriched colon wash gDNA,6020300,79870,1.326678073,,,,,,,,,,
87_6_1_ColonWash,,DJS87,0.673,Gnoto5,,G05,UDI plate 01,AM-F0102,AM-R0102,colon ,87.6.1,M,yes,NA,3/5/22,11/17/22,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,5460471,19608,0.359089903,,,,,,,,,,
87_7_1_Cwash,,DJS87,2.823,Gnoto5,,F02,UDI plate 02,AM-F0183,AM-R0183,colon ,87.7.1,M,yes,NA,3/5/22,N/A,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,5219649,9590,0.183728829,,,,,,,,,,
87_8_1_Cwash,,DJS87,4.567,Gnoto5,,F03,UDI plate 02,AM-F0184,AM-R0184,colon ,87.8.1,F,yes,NA,3/5/22,N/A,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,5611877,12497,0.222688416,,,,,,,,,,
90_4_1_Cwash,,DJS90,6.447,Gnoto5,,F08,UDI plate 02,AM-F0189,AM-R0189,colon ,90.4.1,F,yes,NA,3/14/22,N/A,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,6943469,18967,0.27316317,,,,,,,,,,
90_5_1_Cwash,,DJS90,8.804,Gnoto5,,F09,UDI plate 02,AM-F0190,AM-R0190,colon ,90.5.1,F,yes,NA,3/14/22,N/A,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,4205490,10552,0.25091012,,,,,,,,,,
91_13_1_Cwash,,DJS91,3.472,Gnoto5,,F10,UDI plate 02,AM-F0191,AM-R0191,colon ,91.13.1,F,yes,NA,2/24/22,N/A,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,4408564,10365,0.235110571,,,,,,,,,,
91_14_1_Cwash,,DJS91,4.52,Gnoto5,,F11,UDI plate 02,AM-F0192,AM-R0192,colon ,91.14.1,M,yes,NA,2/24/22,N/A,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,6715593,16341,0.243329219,,,,,,,,,,
Gn6_E_1_2_SAC_CW,,E,0.874,Gnoto6,,B08,UDI Plate 10,AM-F0909,AM-R0909,colon ,E.1.2,F,yes,NA,11/14/22,1/25/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,5326153,22262,0.417975225,,,,,,,,,,
Gn6_E_2_2_SAC_CW,,E,1.142,Gnoto6,,B09,UDI Plate 10,AM-F0910,AM-R0910,colon ,E.2.2,M,yes,NA,11/14/22,1/25/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,4707724,44582,0.946996893,,,,,,,,,,
Gn6_E_3_2_SAC_CW,,E,1.004,Gnoto6,,B10,UDI Plate 10,AM-F0911,AM-R0911,colon ,E.3.2,F,yes,NA,11/14/22,1/25/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,15063562,180613,1.199005919,,,,,,,,,,
Gn6_F_4_1_SAC_CW,,F,1.064,Gnoto6,,A07,UDI Plate 08,AM-F0704,AM-R0704,colon ,F.4.1,M,yes,NA,9/26/22,1/11/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,5104231,641268,12.56345961,,,,,,,,,,
Gn6_F_4_1_SAC_ST,,F,1.368,Gnoto6,,B01,UDI Plate 08,AM-F0710,AM-R0710,stool,F.4.1,M,yes,NA,9/23/22,1/11/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,2488792,680666,27.34925217,,,,,,,,,,
Gn6_F_5_1_SAC_CW,,F,1.315,Gnoto6,,A08,UDI Plate 08,AM-F0705,AM-R0705,colon ,F.5.1,M,yes,NA,9/26/22,1/11/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,4857995,254367,5.236049028,,,,,,,,,,
Gn6_F_5_1_SAC_ST,,F,1.942,Gnoto6,,B02,UDI Plate 08,AM-F0711,AM-R0711,stool,F.5.1,M,yes,NA,9/23/22,1/11/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,2280262,1465773,64.28090281,,,,,,,,,,
Gn6_F_6_1_SAC_CW,,F,2.583,Gnoto6,,A09,UDI Plate 08,AM-F0706,AM-R0706,colon ,F.6.1,M,yes,NA,9/26/22,1/11/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,4895692,102079,2.085078065,,,,,,,,,,
Gn6_F_6_1_SAC_ST,,F,0.531,Gnoto6,,B03,UDI Plate 08,AM-F0712,AM-R0712,stool,F.6.1,M,yes,NA,9/23/22,1/11/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,2366280,617170,26.0818669,,,,,,,,,,
Gn6_tA_1_5_SAC_CW,,tA,0.756,Gnoto6,,B01,UDI Plate 10,AM-F0902,AM-R0902,colon ,tA.1.5,F,yes,NA,11/12/22,1/25/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,27320968,405121,1.482820814,,,,,,,,,,
Gn6_tA_2_5_SAC_CW,,tA,0.882,Gnoto6,,B02,UDI Plate 10,AM-F0903,AM-R0903,colon ,tA.2.5,M,yes,NA,11/12/22,1/25/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,6136871,140538,2.290059543,,,,,,,,,,
Gn6_tA_3_5_SAC_CW,,tA,0.519,Gnoto6,,B03,UDI Plate 10,AM-F0904,AM-R0904,colon ,tA.3.5,F,yes,NA,11/12/22,1/25/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,12439953,186001,1.495190536,,,,,,,,,,
Gn6_tA_3_5_SAC_ST,,tA,1.303,Gnoto6,,B07,UDI Plate 10,AM-F0908,AM-R0908,stool,tA.3.5,F,yes,NA,11/12/22,1/25/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,3402144,574848,16.8966393,,,,,,,,,,
Gn6_tA_4_3_SAC_CW,,tA,0.595,Gnoto6,,C07,UDI Plate 09,AM-F0824,AM-R0824,colon ,tA.4.3,M,yes,NA,10/31/22,1/19/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,4540168,400801,8.827889188,,,,,,,,,,
Gn6_tA_4_4_SAC_CW,,tA,0.567,Gnoto6,,F11,UDI Plate 09,AM-F0864,AM-R0864,colon ,tA.4.4,F,yes,NA,11/3/22,1/19/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,4860960,88107,1.812543201,,,,,,,,,,
Gn6_tA_4_4_SAC_ST,,tA,0.432,Gnoto6,,G04,UDI Plate 09,AM-F0869,AM-R0869,stool,tA.4.4,F,yes,NA,11/3/22,1/19/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,3728043,518788,13.91582661,,,,,,,,,,
Gn6_tA_5_3_SAC_CW,,tA,0.622,Gnoto6,,C08,UDI Plate 09,AM-F0825,AM-R0825,colon ,tA.5.3,M,yes,NA,10/31/22,1/19/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,5431730,107076,1.971305643,,,,,,,,,,
Gn6_tA_5_3_SAC_ST,,tA,0.572,Gnoto6,,E07,UDI Plate 09,AM-F0848,AM-R0848,stool,tA.5.3,M,yes,NA,10/31/22,1/19/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,3769068,106067,2.814143974,,,,,,,,,,
Gn6_tA_5_4_SAC_CW,,tA,0.561,Gnoto6,,F12,UDI Plate 09,AM-F0865,AM-R0865,colon ,tA.5.4,M,yes,NA,11/3/22,1/19/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,3907606,110290,2.822444228,,,,,,,,,,
Gn6_tA_5_4_SAC_ST,,tA,0.441,Gnoto6,,G05,UDI Plate 09,AM-F0870,AM-R0870,stool,tA.5.4,M,yes,NA,11/3/22,1/19/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,4280478,498864,11.65439935,,,,,,,,,,
Gn6_tA_6_3_SAC_CW,,tA,0.693,Gnoto6,,C09,UDI Plate 09,AM-F0826,AM-R0826,colon ,tA.6.3,M,yes,NA,10/31/22,1/19/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,4663611,230964,4.952471379,,,,,,,,,,
Gn6_tA_6_4_SAC_CW,,tA,0.543,Gnoto6,,G01,UDI Plate 09,AM-F0866,AM-R0866,colon ,tA.6.4,M,yes,NA,11/3/22,1/19/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,9774227,120605,1.233908318,,,,,,,,,,
Gn6_tB_1_3_SAC_CW,,tB,1.739,Gnoto6,,A01,UDI Plate 10,AM-F0890,AM-R0890,colon ,tB.1.3,F,yes,NA,11/11/22,1/25/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,8422706,211905,2.515877914,,,,,,,,,,
Gn6_tB_1_3_SAC_ST,,tB,1.415,Gnoto6,,A09,UDI Plate 10,AM-F0898,AM-R0898,stool,tB.1.3,F,yes,NA,11/11/22,1/25/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,2310897,1950397,84.39999706,,,,,,,,,,
Gn6_tB_10_2_SAC_CW,,tB,0.621,Gnoto6,,D06,UDI Plate 09,AM-F0835,AM-R0835,colon ,tB.10.2,F,yes,NA,10/31/22,1/19/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,6061442,249409,4.114680962,,,,,,,,,,
Gn6_tB_2_3_SAC_CW,,tB,0.723,Gnoto6,,A02,UDI Plate 10,AM-F0891,AM-R0891,colon ,tB.2.3,F,yes,NA,11/11/22,1/25/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,5818647,101484,1.744116802,,,,,,,,,,
Gn6_tB_2_3_SAC_ST,,tB,3.838,Gnoto6,,A10,UDI Plate 10,AM-F0899,AM-R0899,stool,tB.2.3,F,yes,NA,11/11/22,1/25/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,3203367,2087266,65.15850354,,,,,,,,,,
Gn6_tB_3_3_SAC_CW,,tB,1.673,Gnoto6,,A03,UDI Plate 10,AM-F0892,AM-R0892,colon ,tB.3.3,M,yes,NA,11/11/22,1/25/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,29538173,345286,1.168948398,,,,,,,,,,
Gn6_tB_4_3_SAC_CW,,tB,1.012,Gnoto6,,A04,UDI Plate 10,AM-F0893,AM-R0893,colon ,tB.4.3,M,yes,NA,11/11/22,1/25/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,5777151,137692,2.383389321,,,,,,,,,,
Gn6_tB_6_2_SAC_CW,,tB,0.605,Gnoto6,,D02,UDI Plate 09,AM-F0831,AM-R0831,colon ,tB.6.2,M,yes,NA,10/31/22,1/19/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,9398507,239937,2.552926757,,,,,,,,,,
Gn6_tB_7_2_SAC_CW,,tB,0.83,Gnoto6,,D03,UDI Plate 09,AM-F0832,AM-R0832,colon ,tB.7.2,M,yes,NA,10/31/22,1/19/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,5230876,241985,4.626089397,,,,,,,,,,
Gn6_tB_8_1_SAC_CW,,tB,0.506,Gnoto6,,H02,UDI Plate 07,AM-F0687,AM-R0687,colon ,tB.8.1,F,yes,NA,9/23/22,12/7/22,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,6478363,257853,3.98021846,,,,,,,,,,
Gn6_tB_8_1_SAC_ST,,tB,16.328,Gnoto6,,H12,UDI Plate 07,AM-F0697,AM-R0697,stool,tB.8.1,F,yes,NA,9/23/22,12/7/22,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,2079573,1551589,74.61094177,,,,,,,,,,
Gn6_tB_8_2_SAC_CW,,tB,0.55,Gnoto6,,D04,UDI Plate 09,AM-F0833,AM-R0833,colon ,tB.8.2,M,yes,NA,10/31/22,1/19/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,3522928,87105,2.472517179,,,,,,,,,,
Gn6_tB_8_2_SAC_ST,,tB,0.937,Gnoto6,,E08,UDI Plate 09,AM-F0849,AM-R0849,stool,tB.8.2,M,yes,NA,10/31/22,1/19/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,2411346,25064,1.039419478,,,,,,,,,,
Gn6_tB_9_1_SAC_CW,,tB,0.909,Gnoto6,,H03,UDI Plate 07,AM-F0688,AM-R0688,colon ,tB.9.1,M,yes,NA,9/23/22,12/7/22,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,5859035,251397,4.290757778,,,,,,,,,,
Gn6_tB_9_1_SAC_ST,,tB,1.77,Gnoto6,,A01,UDI Plate 08,AM-F0698,AM-R0698,stool,tB.9.1,M,yes,NA,9/23/22,1/11/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,2121356,1669614,78.70503584,,,,,,,,,,
Gn6_tB_9_2_SAC_CW,,tB,0.558,Gnoto6,,D05,UDI Plate 09,AM-F0834,AM-R0834,colon ,tB.9.2,M,yes,NA,10/31/22,1/19/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,15342066,3173664,20.68602755,,,,,,,,,,
Gn7_tA_4B_4_2_SAC_Cwash,,tA,1.376,Gnoto7,,D01,UDI plate 01,AM-F0062,AM-R0062,colon,Gn7.tA.4B.4.2,M,yes,NA,2/16/23,3/14/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,7639444,11448.8,0.149864309,,,,,,,,,,
Gn7_tA_4B_5_2_SAC_Cwash,,tA,-0.586,Gnoto7,,D02,UDI plate 01,AM-F0063,AM-R0063,colon,Gn7.tA.4B.5.2,M,yes,NA,2/16/23,3/14/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,3658336,8829.75,0.241359733,,,,,,,,,,
Gn7_tA_4B_5_2_SAC_Stool,,tA,-0.432,Gnoto7,,D05,UDI plate 01,AM-F0066,AM-R0066,stool,Gn7.tA.4B.5.2,M,yes,NA,2/16/23,3/14/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,4340732,67592.5,1.557168238,,,,,,,,,,
Gn7_tA_4B_6_2_SAC_Cwash,,tA,0.445,Gnoto7,,D03,UDI plate 01,AM-F0064,AM-R0064,colon,Gn7.tA.4B.6.2,F,yes,NA,2/16/23,3/14/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,3498469,2145.25,0.06131968,,,,,,,,,,
Gn7_tA_4B_7_2_SAC_Cwash,,tA,-0.225,Gnoto7,,D04,UDI plate 01,AM-F0065,AM-R0065,colon,Gn7.tA.4B.7.2,F,yes,NA,2/16/23,3/14/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,2756544,3617.5,0.131233167,,,,,,,,,,
Gn7_tA_4C_4_2_SAC_Cwash,,tA,0.449,Gnoto7,,H05,UDI plate 01,AM-F0114,AM-R0114,colon,Gn7.tA.4C.4.2,F,yes,NA,2/27/23,3/14/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,1825899,950,0.052029165,,,,,,,,,,
Gn7_tA_4C_5_2_SAC_Cwash,,tA,-0.068,Gnoto7,,H06,UDI plate 01,AM-F0115,AM-R0115,colon,Gn7.tA.4C.5.2,M,yes,NA,2/27/23,3/14/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,2153001,3610.75,0.167707772,,,,,,,,,,
Gn7_tA_4C_6_2_SAC_Cwash,,tA,1.369,Gnoto7,,H07,UDI plate 01,AM-F0116,AM-R0116,colon,Gn7.tA.4C.6.2,M,yes,NA,2/27/23,3/14/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,2088441,1013.75,0.048540993,,,,,,,,,,
Gn7_tA_4C_6_2_SAC_Stool,,tA,-1.606,Gnoto7,,E06,UDI plate 02,AM-F0175,AM-R0175,stool,Gn7.tA.4C.6.2,M,yes,NA,2/27/23,3/16/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,1008131,12909,1.280488349,,,,,,,,,,
Gn7_tA_4D_1_1_SAC_CW,,tA,0.529,Gnoto7,,H07,UDI Plate 10,AM-F0980,AM-R0980,colon ,Gn7.tA.4D.1.1,F,yes,NA,1/23/23,1/25/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,6580691,1214762,18.45949004,,,,,,,,,,
Gn7_tA_4D_1_1_SAC_ST,,tA,2.865,Gnoto7,,H12,UDI Plate 10,AM-F0985,AM-R0985,stool,Gn7.tA.4D.1.1,F,yes,NA,1/23/23,1/25/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,3023235,1650585,54.59664895,,,,,,,,,,
Gn7_tA_4D_2_1_SAC_CW,,tA,0.741,Gnoto7,,H08,UDI Plate 10,AM-F0981,AM-R0981,colon ,Gn7.tA.4D.2.1,M,yes,NA,1/23/23,1/25/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,6754377,1028675,15.22975398,,,,,,,,,,
Gn7_tA_4D_3_1_SAC_CW,,tA,0.857,Gnoto7,,H09,UDI Plate 10,AM-F0982,AM-R0982,colon ,Gn7.tA.4D.3.1,M,yes,NA,1/23/23,1/25/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,6279719,663873,10.57169915,,,,,,,,,,
Gn7_tA_4D_4_1_SAC_CW,,tA,0.566,Gnoto7,,H10,UDI Plate 10,AM-F0983,AM-R0983,colon ,Gn7.tA.4D.4.1,F,yes,NA,1/23/23,1/25/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,6096849,1738831,28.52015853,,,,,,,,,,
Gn7_tA_4D_5_1_SAC_CW,,tA,1.427,Gnoto7,,H11,UDI Plate 10,AM-F0984,AM-R0984,colon ,Gn7.tA.4D.5.1,M,yes,NA,1/23/23,1/25/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,7977745,2159159,27.06477833,,,,,,,,,,
Gn7_tB_4E_4_2_SAC_Cwash,,tB,2.739,Gnoto7,,H05,UDI plate 02,AM-F0210,AM-R0210,colon,Gn7.tB.4E.4.2,F,yes,NA,2/27/23,3/16/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,8103275,6231.25,0.076897921,,,,,,,,,,
Gn7_tB_5A_5_2_SAC_Cwash,,tB,9.238,Gnoto7,,A06,UDI plate 02,AM-F0127,AM-R0127,colon,Gn7.tB.5A.5.2,M,yes,NA,2/27/23,3/16/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,4054163,2424.75,0.059808893,,,,,,,,,,
Gn7_tB_5A_6_2_SAC_Cwash,,tB,-0.706,Gnoto7,,B06,UDI plate 02,AM-F0139,AM-R0139,colon,Gn7.tB.5A.6.2,F,yes,NA,2/27/23,3/16/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,4337598,2591.5,0.059745048,,,,,,,,,,
Gn7_tB_5B_10_2_SAC_Cwash,,tB,32.035,Gnoto7,,A11,UDI plate 01,AM-F0036,AM-R0036,colon,Gn7.tB.5B.10.2,F,yes,NA,2/13/23,3/14/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,2179258,800.25,0.036721214,,,,,,,,,,
Gn7_tB_5B_6_2_SAC_Cwash,,tB,1.622,Gnoto7,,A07,UDI plate 01,AM-F0032,AM-R0032,colon,Gn7.tB.5B.6.2,F,yes,NA,2/13/23,3/14/23,meropenem/probenecid,13,3,aftermero,aftermero,NA,NA,no,,1776366,29787.5,1.676878526,,,,,,,,,,
